English Word	Emotion	Emotion-Intensity-Score	Myanmar-Burmese Word
deserve	trust	0.516	ထိုက်တန်ပါတယ်။
fully	trust	0.516	အပြည့်အဝ
compliment	trust	0.516	ချီးကျူးပါတယ်။
obstetrician	trust	0.516	သားဖွားဆရာဝန်
enchanted	trust	0.516	ထူးဆန်းသည်
inform	trust	0.516	အကြောင်းကြား
association	trust	0.516	အသင်းအဖွဲ့
credit	trust	0.516	credit ပါ။
passwords	trust	0.516	မိမိကိုယ်ကို
freely	trust	0.516	လွတ်လပ်စွာ
framework	trust	0.516	မူဘောင်
nobleman	trust	0.516	nobleman
formative	trust	0.516	အသွင်အပြင်
tender	trust	0.516	နူးညံ့သည်။
measure	trust	0.516	တိုင်းတာ
advent	trust	0.516	ထွန်းကားသည်။
management	trust	0.516	စီမံခန့်ခွဲမှု
confession	trust	0.516	ဝန်ခံခြင်း။
remedy	trust	0.516	ကိုးကွယ်ရာ
sentinel	trust	0.516	ကင်းစောင့်
pray	trust	0.516	ဆုတောင်းပါ။
perpetuity	trust	0.516	ထာဝရ
tribunal	trust	0.516	ခုံရုံး
minded	trust	0.516	စိတ်တူကိုယ်တူ
organization	trust	0.516	အဖွဲ့အစည်း
predominant	trust	0.516	မြင်သာထင်သာ
volunteer	trust	0.509	စေတနာ့ဝန်ထမ်း
accolade	trust	0.508	ချီးကျူးဂုဏ်ပြုခြင်း။
courtship	trust	0.508	ရည်းစားထား
patronage	trust	0.508	သာဓက
philosopher	trust	0.508	ဒဿနပညာရှင်
confessional	trust	0.508	ဝန်ခံသည်။
diversity	trust	0.508	ကွဲပြားမှု
virgin	trust	0.508	မနေဘူး။
venerable	trust	0.508	အသျှင်ဘုရား
policy	trust	0.508	မူဝါဒ
intact	trust	0.508	နဂိုအတိုင်း
custodian	trust	0.508	စောင့်ကြပ်
automatic	trust	0.508	အလိုအလျောက်
unsurpassed	trust	0.508	မသာလွန်သော
shepherd	trust	0.508	သိုးထိန်း
reward	trust	0.508	ဆုလာဘ်
beautification	trust	0.508	အလှပြင်ခြင်း။
medical	trust	0.508	ဆေးဘက်ဆိုင်ရာ
constable	trust	0.508	ရဲချုပ်
forgiving	trust	0.508	ခွင့်လွှတ်ခြင်း။
tolerance	trust	0.508	သည်းခံမှု
priest	trust	0.508	ဘုန်းကြီး
enable	trust	0.508	ဖွင့်ပါ။
vouch	trust	0.508	ဘောက်ချာ
lieutenant	trust	0.508	ဒုဗိုလ်
instruct	trust	0.508	သွန်သင်ပါ။
housewife	trust	0.508	အိမ်ရှင်မ
admissible	trust	0.508	ဘောင်ဝင်သည်။
sovereign	trust	0.508	အချုပ်အခြာအာဏာ
amour	trust	0.508	အချစ်
savor	trust	0.508	ကြိုင်
darling	trust	0.500	ချစ်လေး
related	trust	0.500	ဆက်စပ်
infallibility	trust	0.500	မှားယွင်းနိုင်မှု
watchful	trust	0.500	သတိထားပါ။
nerds	trust	0.500	စကားဝှက်များ
instruction	trust	0.500	ညွှန်ကြားချက်
doctrine	trust	0.500	အယူဝါဒ
birth	trust	0.500	မွေး
timing	trust	0.500	အချိန်ကိုက်
infinity	trust	0.500	အဆုံးမရှိ
religions	trust	0.500	nerds
warden	trust	0.500	ဆော်
optimist	trust	0.500	အကောင်းမြင်ဝါဒီ
apologetic	trust	0.500	တောင်းပန်သည်။
gateway	trust	0.500	တံခါးပေါက်
pontiff	trust	0.500	ပုပ်ရဟန်းမင်းကြီး
alive	trust	0.500	အသက်ရှင်လျက်
indelible	trust	0.500	ဖျောက်ဖျက်လို့မရသော
personal	trust	0.500	ကိုယ်ရေးကိုယ်တာ
pious	trust	0.500	ဘာသာတရား
majesty	trust	0.500	အာနုဘော်
synchronize	trust	0.500	ထပ်တူပြုပါ။
guard	trust	0.500	ကိုယ်ရံတော်
retain	trust	0.500	ထိန်းသိမ်းပါ။
romantic	trust	0.500	အချစ်ရေး
superman	trust	0.500	စူပါမင်း
info	trust	0.500	အချက်အလက်
backer	trust	0.500	ကျောထောက်နောက်ခံ
undying	trust	0.500	မသေ
vindication	trust	0.500	သက်သေပြခြင်း။
badge	trust	0.500	တံဆိပ်
treasure	trust	0.500	ရတနာ
guru	trust	0.500	ဆရာကြီး
church	trust	0.492	ဘုရားကျောင်း
formality	trust	0.492	တရားဝင်မှု
contributor	trust	0.492	ပံ့ပိုးကူညီသူ
radiance	trust	0.492	ရောင်ခြည်
psalm	trust	0.492	ဆာလံ
laudatory	trust	0.492	ဂုဏ်ယူစရာ
grandchildren	trust	0.492	မြေးများ
popularity	trust	0.492	ကျော်ကြားမှု
salute	trust	0.492	အလေးပြု
hosannah	trust	0.492	ဟောဆန်နာ
attraction	trust	0.492	ဆွဲဆောင်မှု
efforts	trust	0.492	တရားစီရင်ခြင်း။
privy	trust	0.492	ကိုယ်ရေးကိုယ်တာ
improve	trust	0.492	တိုးတက်
sheriff	trust	0.492	ရဲမှူး
chairman	trust	0.492	ဥက္ကဌ
judgement	trust	0.492	စကားပုံများ
harbor	trust	0.492	ဆိပ်ကမ်း
elegance	trust	0.492	ကျက်သရေရှိသည်။
hardy	trust	0.492	hardy
umpire	trust	0.492	ဒိုင်လူကြီး
constitute	trust	0.492	ဖွဲ့စည်းသည်။
proverbs	trust	0.492	ဘာသာတရားများ
jubilant	trust	0.492	ရွှင်မြူးသော
aspire	trust	0.492	aspire
synonymous	trust	0.492	ပြောရလျှင်
inevitable	trust	0.492	မလွှဲမရှောင်သာ
musical	trust	0.492	ဂီတ
spokesman	trust	0.492	ပြောရေးဆိုခွင့်ရှိသူ
endow	trust	0.492	endow
fellow	trust	0.492	အဖော်
grow	trust	0.492	ကြီးထွား
moderator	trust	0.492	ထိန်းညှိပေးသည်။
enjoy	trust	0.484	ပျော်ပျော်ပါးပါး
found	trust	0.484	တွေ့တယ်။
armor	trust	0.484	သံချပ်
colonel	trust	0.484	ဗိုလ်မှူးကြီး
referee	trust	0.484	ဒိုင်လူကြီး
favorite	trust	0.484	အကြိုက်ဆုံး
assembly	trust	0.484	စည်းဝေးပွဲ
romance	trust	0.484	အချစ်ဇာတ်လမ်း
confess	trust	0.484	ဝန်ခံပါ။
sweet	trust	0.484	ချိုမြိန်
crowning	trust	0.484	သရဖူဆောင်းခြင်း။
forecast	trust	0.484	ခန့်မှန်းချက်
affection	trust	0.484	ချစ်ခင်မှု
approbate	trust	0.484	အနီးစပ်ဆုံး
path	trust	0.484	လမ်းကြောင်း
concord	trust	0.484	သဘောတူညီမှု
police	trust	0.484	ရဲ
countryman	trust	0.484	တိုင်းသူပြည်သား
income	trust	0.484	ဝင်ငွေ
ranger	trust	0.484	ရိန်းဂျား
depth	trust	0.484	အနက်
like	trust	0.484	ကြိုက်တယ်။
voucher	trust	0.484	ဘောက်ချာ
diagnosis	trust	0.484	ရောဂါအမည်
hire	trust	0.484	ငှားရမ်းပါ။
clean	trust	0.484	သန့်ရှင်း
laudation	trust	0.484	ဂုဏ်ပြုခြင်း။
arbiter	trust	0.484	ခုံသမာဓိ
purely	trust	0.477	သက်သက်
votive	trust	0.477	အုတ်ခွက်
expect	trust	0.477	မျှော်လင့်ထား
glory	trust	0.477	ဘုန်း
counted	trust	0.477	ကြိုးစားအားထုတ်မှု
apologize	trust	0.477	တောင်းပန်ပါတယ်။
sterling	trust	0.477	စတာလင်
word	trust	0.477	စကားလုံး
follow	trust	0.477	လိုက်နာပါ။
sermon	trust	0.477	တရားဒေသနာ
consul	trust	0.477	ကောင်စစ်ဝန်
calculator	trust	0.477	ဂဏန်းပေါင်းစက်
lamb	trust	0.477	သိုး
veracity	trust	0.477	မှန်ကန်မှု
matter	trust	0.477	ကိစ္စ
parliament	trust	0.477	လွှတ်တော်
lover	trust	0.477	ချစ်သူ
sacrifice	trust	0.477	ယဇ်ပူဇော်ခြင်း။
putative	trust	0.477	လိမ်းဆေး
preponderance	trust	0.477	နားလည်မှု
landmark	trust	0.477	မှတ်တိုင်
nursery	trust	0.477	ပျိုးခင်း
mathematical	trust	0.477	သင်္ချာ
frank	trust	0.477	ပွင့်ပွင့်လင်းလင်း
signature	trust	0.477	လက်မှတ်
policeman	trust	0.477	ရဲသား
episcopal	trust	0.477	ခရစ်ယာန်ဂိုဏ်းချုပ်
pastor	trust	0.477	သင်းအုပ်ဆရာ
eagerness	trust	0.469	စိတ်အားထက်သန်မှု
mighty	trust	0.469	အားကြီးသော
recruits	trust	0.469	တပ်သားသစ်များ
tribune	trust	0.469	tribune
author	trust	0.469	စာရေးသူ
effective	trust	0.469	ထိရောက်သည်။
intended	trust	0.469	ရည်ရွယ်သည်။
passion	trust	0.469	ဝါသနာ
religion	trust	0.469	ဘာသာတရား
flagship	trust	0.469	flagship
immerse	trust	0.469	နှစ်မြှုပ်
capacity	trust	0.469	စွမ်းရည်
associate	trust	0.469	တွဲဘက်
cashier	trust	0.469	ငွေကိုင်
regal	trust	0.469	ပုံမှန်
dove	trust	0.469	ချိုး
tutelage	trust	0.469	ကျူရှင်သင်
underwrite	trust	0.469	underwrite
uncritical	trust	0.469	ဝေဖန်စရာ
prefer	trust	0.469	ပိုကြိုက်တယ်။
instructor	trust	0.469	နည်းပြဆရာ
gain	trust	0.469	အမြတ်
marshal	trust	0.469	မာရှယ်
judgment	trust	0.469	တရားစီရင်ခြင်း။
judicious	trust	0.469	တရားမျှတသော
top	trust	0.469	ထိပ်တန်း
title	trust	0.469	ခေါင်းစဥ်
vicar	trust	0.469	ဆရာတော်
bridesmaid	trust	0.469	သတို့သမီးအရံ
commission	trust	0.469	ကော်မရှင်
lifestyle	trust	0.461	နေထိုင်မှုပုံစံ
aunt	trust	0.461	အဒေါ်
attendant	trust	0.461	အခြွေအရံ
enroll	trust	0.461	စာရင်းသွင်းပါ။
priesthood	trust	0.461	ယဇ်ပုရောဟိတ်ရာထူး
trade	trust	0.461	ကုန်သွယ်မှု
crucial	trust	0.461	အရေးကြီးတယ်။
moorings	trust	0.461	သင်္ဘောများ
kitten	trust	0.461	ကြောင်ကလေး
medal	trust	0.461	ဆုတံဆိပ်
oblige	trust	0.461	စိုးရိမ်း
manage	trust	0.461	စီမံခန့်ခွဲ
magnetic	trust	0.461	သံလိုက်
custody	trust	0.461	ချုပ်နှောင်ထားသည်။
necessarily	trust	0.461	သေချာပေါက်
partake	trust	0.461	သုံးဆောင်ပါ။
cautious	trust	0.461	သတိထားပါ။
consecration	trust	0.461	သန့်ရှင်းမှု
courier	trust	0.461	ဆက်သား
bank	trust	0.461	ဘဏ်
lesson	trust	0.461	သင်ခန်းစာ
patriarchal	trust	0.461	ဘိုးဘေး၊
eventually	trust	0.461	ရေတွက်သည်။
commerce	trust	0.461	ကူးသန်းရောင်းဝယ်ရေး
contains	trust	0.461	နောက်ဆုံးတော့
theological	trust	0.461	ဓမ္မပညာ
socially	trust	0.461	ပါရှိသည်။
admitted	trust	0.461	ဝန်ခံခဲ့သည်။
fortress	trust	0.461	ခံတပ်
cathedral	trust	0.455	ဘုရားရှိခိုးကျောင်း
deputy	trust	0.453	ဒု
commonplace	trust	0.453	ဘုံ
puppy	trust	0.453	ခွေးကလေး
president	trust	0.453	သမ္မတ
finally	trust	0.453	နောက်ဆုံးတော့
governor	trust	0.453	အုပ်ချုပ်ရေးမှူး
synergistic	trust	0.453	ညှိနှိုင်းမှု
excited	trust	0.453	စိတ်လှုပ်ရှား
encomium	trust	0.453	encomium
chart	trust	0.453	ဇယား
perceive	trust	0.453	ရိပ်မိ
insulation	trust	0.453	insulation
present	trust	0.453	ပစ္စုပ္ပန်
oasis	trust	0.453	အိုအေစစ်
eagle	trust	0.453	လင်းယုန်
exchange	trust	0.453	လဲလှယ်
foresee	trust	0.453	ကြိုသိသည်။
strategist	trust	0.453	ဗျူဟာမှူး
journeyman	trust	0.453	ခရီးသမား
dawn	trust	0.453	မိုးသောက်
laud	trust	0.453	ချီးကျူးတယ်။
level	trust	0.453	အဆင့်
chairwoman	trust	0.453	ဥက္ကဋ္ဌ
tradesmen	trust	0.445	လူမှုရေးအရ
asserting	trust	0.445	အခိုင်အမာ
negotiate	trust	0.445	ညှိနှိုင်းသည်
sensual	trust	0.445	အာရုံငါးပါး
chocolate	trust	0.445	ချောကလက်
crew	trust	0.445	အမှုထမ်း
remains	trust	0.445	ကျန်နေပါသည်။
dictum	trust	0.445	အဆိုအမိန့်
theorem	trust	0.445	သီအိုရီ
sir	trust	0.445	ခင်ဗျာ။
employ	trust	0.445	အလုပ်ခန့်
usual	trust	0.445	ပုံမှန်
operation	trust	0.445	စစ်ဆင်ရေး
magnify	trust	0.445	ချဲ့ထွင်ပါ။
director	trust	0.445	ဒါရိုက်တာ
formula	trust	0.445	ဖော်မြူလာ
