English Word	Emotion	Emotion-Intensity-Score	Albanian Word
shopping	surprise	0.219	pazar
musical	surprise	0.219	muzikore
cherish	surprise	0.219	çmoj
good	surprise	0.219	mirë
dawn	surprise	0.211	agimi
simplify	surprise	0.211	thjeshtoj
shell	surprise	0.211	guaskë
morals	surprise	0.203	moralin
money	surprise	0.203	paratë
nullify	surprise	0.203	anuloj
purity	surprise	0.203	pastërti
sweet	surprise	0.203	e embel
synchronize	surprise	0.195	sinkronizoj
precious	surprise	0.195	e çmuar
humanitarian	surprise	0.195	humanitare
preservative	surprise	0.195	ruajtës
unfulfilled	surprise	0.195	të paplotësuara
obliging	surprise	0.188	obliguese
singularly	surprise	0.188	veçmas
graduation	surprise	0.180	diplomim
foresee	surprise	0.180	parashikojnë
pray	surprise	0.180	lutuni
lovely	surprise	0.180	bukuroshe
thirst	surprise	0.172	etje
mouth	surprise	0.172	goja
youth	surprise	0.172	rinia
sun	surprise	0.172	dielli
art	surprise	0.172	art
goodness	surprise	0.164	mirësi
latent	surprise	0.156	latente
visor	surprise	0.156	vizore
overdue	surprise	0.156	i vonuar
practiced	surprise	0.156	praktikuar
loyal	surprise	0.148	besnik
expect	surprise	0.148	presin
wireless	surprise	0.148	wireless
destination	surprise	0.148	destinacion
infant	surprise	0.141	foshnjë
cream	surprise	0.141	krem
slush	surprise	0.141	llucë
quote	surprise	0.141	kuotë
playground	surprise	0.133	shesh lojrash
vote	surprise	0.125	votoni
teach	surprise	0.125	mësojnë
organization	surprise	0.125	organizimi
dolphin	surprise	0.117	delfin
weight	surprise	0.117	peshë
smile	surprise	0.117	buzëqeshje
sisterhood	surprise	0.109	motra
cable	surprise	0.109	kabllor
sunny	surprise	0.102	me diell
steady	surprise	0.094	të qëndrueshme
peaceful	surprise	0.086	paqësore
spa	surprise	0.086	banjë
leisure	surprise	0.086	kohën e lirë
picnic	surprise	0.078	piknik
tree	surprise	0.078	pemë
worm	surprise	0.055	krimbi
truthfulness	trust	0.906	vërtetësinë
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	i besueshëm
honor	trust	0.844	nder
honesty	trust	0.844	ndershmëria
honest	trust	0.844	i ndershëm
truth	trust	0.844	të vërtetën
truthful	trust	0.836	i vërtetë
trusting	trust	0.836	duke besuar
brotherhood	trust	0.820	vëllazëri
entrust	trust	0.812	besoj
committed	trust	0.805	të kryera
loyalty	trust	0.805	besnikërinë
integrity	trust	0.805	integriteti
honorable	trust	0.805	i nderuar
trust	trust	0.805	besim
credibility	trust	0.805	besueshmërinë
faithful	trust	0.797	besnik
sincere	trust	0.797	të sinqertë
partnership	trust	0.789	partneriteti
responsible	trust	0.789	përgjegjës
true	trust	0.789	e vertete
wisdom	trust	0.789	mençurinë
verification	trust	0.781	verifikimi
cooperative	trust	0.781	kooperativë
vow	trust	0.781	zotim
oath	trust	0.781	betim
respectable	trust	0.773	i respektueshëm
sisterhood	trust	0.773	motra
hero	trust	0.773	hero
credible	trust	0.773	besueshme
promise	trust	0.773	premtim
verified	trust	0.773	verifikuar
qualified	trust	0.766	i kualifikuar
authentication	trust	0.766	vërtetimi
respected	trust	0.766	i respektuar
compassion	trust	0.759	dhembshuri
approval	trust	0.758	miratimi
moral	trust	0.758	morale
reliability	trust	0.758	besueshmëria
trusts	trust	0.758	i besuar
safekeeping	trust	0.758	ruajtje
reputable	trust	0.758	me reputacion
love	trust	0.758	dashuri
friend	trust	0.750	mik
stable	trust	0.750	të qëndrueshme
authentic	trust	0.750	autentike
competence	trust	0.750	kompetencë
safeguard	trust	0.750	mbrojtjes
companion	trust	0.750	shoqërues
advised	trust	0.750	këshilluar
respect	trust	0.750	respekt
loyal	trust	0.750	besnik
genuine	trust	0.750	e vërtetë
friendships	trust	0.750	amanetet
ally	trust	0.750	aleat
proven	trust	0.742	e provuar
freedom	trust	0.742	lirinë
respects	trust	0.742	respekte
accepting	trust	0.742	miqësitë
faith	trust	0.742	besimin
wholesome	trust	0.742	i shëndetshëm
heartfelt	trust	0.734	i përzemërt
unification	trust	0.734	unifikimin
confirmation	trust	0.734	konfirmim
protecting	trust	0.734	duke mbrojtur
reassurance	trust	0.734	sigurim
trustee	trust	0.734	administrues i besuar
supporter	trust	0.734	përkrahës
respectful	trust	0.734	respektues
admirable	trust	0.734	e admirueshme
fact	trust	0.727	fakt
friendship	trust	0.727	miqësi
partners	trust	0.727	duke pranuar
confidentially	trust	0.727	në mënyrë konfidenciale
confident	trust	0.727	të sigurt
equality	trust	0.727	barazisë
alliance	trust	0.727	aleancë
credential	trust	0.727	kredenciale
believing	trust	0.727	duke besuar
excellence	trust	0.727	përsosmëri
agreement	trust	0.727	marrëveshje
closeness	trust	0.719	afërsi
authenticate	trust	0.719	vërtetoj
virtuous	trust	0.719	virtytshëm
intelligence	trust	0.719	inteligjencës
kindred	trust	0.719	të afërm
virtue	trust	0.719	virtyti
honored	trust	0.719	i nderuar
justice	trust	0.711	drejtësisë
charitable	trust	0.711	bamirëse
determination	trust	0.711	vendosmëri
creditable	trust	0.711	i kreditueshëm
consistency	trust	0.711	qëndrueshmëri
allegiance	trust	0.711	besnikërinë
cooperation	trust	0.711	bashkëpunimi
guarantee	trust	0.711	garanci
dedication	trust	0.711	përkushtim
straightforward	trust	0.711	i drejtpërdrejtë
cooperating	trust	0.711	duke bashkëpunuar
reliable	trust	0.703	të besueshme
nurture	trust	0.703	ushqej
mother	trust	0.703	nënë
fulfilled	trust	0.703	plotësuar
admiration	trust	0.703	admirim
mentor	trust	0.703	mentor
guardianship	trust	0.703	kujdestaria
assurance	trust	0.703	sigurim
morality	trust	0.703	moralit
motherhood	trust	0.703	amësisë
innocent	trust	0.703	i pafajshëm
reverence	trust	0.703	nderimi
sanctuary	trust	0.703	vend i shenjtë
friendliness	trust	0.703	miqësi
prepared	trust	0.703	përgatitur
admire	trust	0.703	admiroj
protected	trust	0.703	të mbrojtura
proof	trust	0.703	provë
bodyguard	trust	0.695	truproje
skillful	trust	0.695	i aftë
marriage	trust	0.695	martesë
allied	trust	0.695	aleate
morals	trust	0.695	moralin
humanitarian	trust	0.695	humanitare
pact	trust	0.695	pakti
courage	trust	0.695	guxim
accountable	trust	0.695	të përgjegjshëm
agreeable	trust	0.695	e pranueshme
united	trust	0.695	të bashkuar
indestructible	trust	0.695	i pathyeshëm
approving	trust	0.695	duke miratuar
guardian	trust	0.695	kujdestar
compassionate	trust	0.695	i mëshirshëm
scientist	trust	0.695	shkencëtar
certified	trust	0.695	i certifikuar
pledge	trust	0.688	peng
adviser	trust	0.688	këshilltar
authenticity	trust	0.688	autenticiteti
understanding	trust	0.688	të kuptuarit
secure	trust	0.688	të sigurt
guidance	trust	0.688	udhëzim
monogamy	trust	0.688	monogamia
valor	trust	0.688	trimëri
solidity	trust	0.688	soliditeti
perfection	trust	0.688	përsosmërinë
believed	trust	0.688	besuar
humanity	trust	0.688	njerëzimi
justifiable	trust	0.688	e justifikueshme
competent	trust	0.688	kompetent
esteem	trust	0.688	nderim
protector	trust	0.680	mbrojtës
inspire	trust	0.680	frymëzojnë
hope	trust	0.680	shpresë
strongest	trust	0.680	partnerët
expertise	trust	0.680	ekspertizë
humble	trust	0.680	i përulur
indivisible	trust	0.680	i pandashëm
official	trust	0.680	zyrtare
affirm	trust	0.680	pohoj
familiarity	trust	0.680	familjariteti
confirmed	trust	0.680	konfirmuar
diligence	trust	0.680	zell
grandfather	trust	0.680	gjyshi
advocacy	trust	0.680	avokatia
goodness	trust	0.680	mirësi
commendable	trust	0.680	e lavdërueshme
acceptance	trust	0.680	pranimi
diplomatic	trust	0.680	diplomatike
leader	trust	0.680	udhëheqës
confide	trust	0.680	besoj
agreeing	trust	0.680	duke rënë dakord
approve	trust	0.680	miratojnë
professional	trust	0.680	profesionale
elders	trust	0.680	pleqtë
confidential	trust	0.680	konfidenciale
faultless	trust	0.672	pa të meta
believes	trust	0.672	pranuar
sanctify	trust	0.672	shenjtëroj
intelligent	trust	0.672	inteligjente
safe	trust	0.672	i sigurt
accepted	trust	0.672	më i forti
dignity	trust	0.672	dinjitet
unwavering	trust	0.672	i palëkundur
encyclopedia	trust	0.672	enciklopedi
mastery	trust	0.672	mjeshtëri
cohesive	trust	0.672	kohezive
harmoniously	trust	0.672	në mënyrë harmonike
benevolence	trust	0.672	dashamirësi
healing	trust	0.672	shërimi
accredited	trust	0.672	i akredituar
covenant	trust	0.672	besëlidhje
accountability	trust	0.664	llogaridhënies
team	trust	0.664	ekipi
authority	trust	0.664	autoriteti
heroic	trust	0.664	heroike
reliance	trust	0.664	mbështetje
expert	trust	0.664	ekspert
communicate	trust	0.664	komunikojnë
spiritual	trust	0.664	shpirtërore
impeccable	trust	0.664	i patëmetë
specialist	trust	0.664	specialist
affirmatively	trust	0.664	në mënyrë pozitive
proficient	trust	0.664	i aftë
fulfillment	trust	0.664	përmbushje
advocate	trust	0.664	avokat
disciple	trust	0.664	dishepull
attestation	trust	0.664	vërtetim
merit	trust	0.664	meritë
supporting	trust	0.664	mbështetëse
ambassador	trust	0.664	ambasador
guidebook	trust	0.664	udhërrëfyes
accept	trust	0.664	pranoj
strengthening	trust	0.661	duke forcuar
holiness	trust	0.656	shenjtëri
facts	trust	0.656	fakte
warranty	trust	0.656	garancion
strength	trust	0.656	forcë
relationship	trust	0.656	marrëdhënie
defended	trust	0.656	mbrojti
constancy	trust	0.656	qëndrueshmëri
favorable	trust	0.656	i favorshëm
gentleman	trust	0.656	zotëri
counsel	trust	0.656	këshillë
scientific	trust	0.656	shkencore
structure	trust	0.656	strukturën
elder	trust	0.656	plak
excellent	trust	0.656	i shkëlqyer
achieve	trust	0.656	arritur
steadfast	trust	0.656	të palëkundur
familiar	trust	0.656	i njohur
proficiency	trust	0.656	aftësi
supports	trust	0.656	beson
counselor	trust	0.648	këshilltar
lovable	trust	0.648	e dashur
advisable	trust	0.648	e këshillueshme
agreed	trust	0.648	ra dakord
heroism	trust	0.648	heroizmin
rely	trust	0.648	mbështeten
uphold	trust	0.648	mbaj
brother	trust	0.648	vëlla
matrimony	trust	0.648	martesa
assuredly	trust	0.648	me siguri
peaceful	trust	0.648	paqësore
saint	trust	0.648	shenjtor
unconditionally	trust	0.648	pranon
solidarity	trust	0.648	solidariteti
accepts	trust	0.648	mbështet
inspiration	trust	0.648	frymëzim
noble	trust	0.648	fisnike
successful	trust	0.648	e suksesshme
harmony	trust	0.648	harmoni
protective	trust	0.648	mbrojtëse
competency	trust	0.648	kompetenca
comrade	trust	0.648	shok
academic	trust	0.648	akademik
assist	trust	0.648	asistojnë
worthy	trust	0.643	të denjë
benefactor	trust	0.641	bamirës
credence	trust	0.641	besimin
confidence	trust	0.641	besimin
relationships	trust	0.641	pa kushte
ordained	trust	0.641	i shuguruar
legal	trust	0.641	ligjore
champion	trust	0.641	kampion
lawful	trust	0.641	e ligjshme
durability	trust	0.641	qëndrueshmëri
judiciary	trust	0.641	gjyqësor
doctor	trust	0.641	mjeku
loving	trust	0.641	i dashuruar
assure	trust	0.641	siguroj
establish	trust	0.641	vendosin
mamma	trust	0.641	nënë
kind	trust	0.641	lloj
unity	trust	0.641	unitetin
conscientious	trust	0.641	i ndërgjegjshëm
real	trust	0.641	reale
coexist	trust	0.641	bashkëjetojnë
leading	trust	0.641	drejtues
teacher	trust	0.641	mësuesi
intimate	trust	0.634	intime
brotherly	trust	0.633	vëllazërore
physician	trust	0.633	mjek
judicial	trust	0.633	gjyqësore
saintly	trust	0.633	në mënyrë të shenjtë
aspiration	trust	0.633	aspirata
conscience	trust	0.633	ndërgjegjja
therapeutic	trust	0.633	terapeutike
fidelity	trust	0.633	besnikëri
soundness	trust	0.633	shëndoshë
important	trust	0.633	e rëndësishme
homage	trust	0.633	homazh
legitimacy	trust	0.633	legjitimitet
fortitude	trust	0.633	guxim
deepest	trust	0.633	marrëdhëniet
approved	trust	0.633	miratuar
courageous	trust	0.633	të guximshëm
devotional	trust	0.633	besimtare
endorse	trust	0.633	miratoj
backbone	trust	0.633	shtyllë kurrizore
authorize	trust	0.633	Autorizoj
practiced	trust	0.633	praktikuar
sanctification	trust	0.633	shenjtërim
hopeful	trust	0.633	shpresëdhënëse
convincing	trust	0.633	bindës
bless	trust	0.633	bekoj
angel	trust	0.625	engjëlli
authorization	trust	0.625	autorizimi
assured	trust	0.625	i sigurt
purify	trust	0.625	pastroj
caretaker	trust	0.625	kujdestar
regard	trust	0.625	respekt
profound	trust	0.625	i thellë
achievement	trust	0.625	arritje
evident	trust	0.625	evidente
positivity	trust	0.625	pozitivitet
communication	trust	0.625	komunikimi
professorship	trust	0.625	profesori
blessing	trust	0.625	bekim
beliefs	trust	0.625	më i thellë
encourage	trust	0.625	inkurajojnë
fireman	trust	0.625	zjarrfikës
majestic	trust	0.625	madhështor
civilized	trust	0.625	qytetëruar
certify	trust	0.625	vërtetoj
wonderful	trust	0.625	e mrekullueshme
engaged	trust	0.625	i fejuar
accurate	trust	0.625	të sakta
approvement	trust	0.617	aprovim
optimism	trust	0.617	optimizmi
planning	trust	0.617	planifikimi
believer	trust	0.617	besimtar
advice	trust	0.617	këshilla
commend	trust	0.617	lavdëroj
gospel	trust	0.617	ungjillit
objective	trust	0.617	objektiv
rational	trust	0.617	racionale
cherish	trust	0.617	çmoj
constantly	trust	0.617	vazhdimisht
haven	trust	0.617	parajsë
fundamental	trust	0.617	themelore
bedrock	trust	0.617	themeli
accord	trust	0.617	marrëveshje
triumphant	trust	0.617	triumfues
surety	trust	0.617	garanci
testament	trust	0.617	testament
absolution	trust	0.617	shfajësim
truce	trust	0.617	armëpushimi
reassure	trust	0.617	siguroj
appreciation	trust	0.617	Vleresim
qualities	trust	0.617	cilësitë
passionate	trust	0.617	i pasionuar
good	trust	0.617	mirë
unimpeachable	trust	0.617	i padiskutueshëm
corroborate	trust	0.617	vërtetojnë
thoughtful	trust	0.617	i menduar
heroine	trust	0.617	heroinë
teach	trust	0.617	mësojnë
god	trust	0.617	zot
attentive	trust	0.617	i vëmendshëm
scripture	trust	0.609	shkrimin e shenjtë
civilization	trust	0.609	qytetërimi
magnificence	trust	0.609	madhështi
recommend	trust	0.609	rekomandoj
progression	trust	0.609	progresion
steward	trust	0.609	kujdestar
purification	trust	0.609	pastrimi
patron	trust	0.609	patron
praiseworthy	trust	0.609	e lavdërueshme
heal	trust	0.609	shërojnë
considerate	trust	0.609	i vëmendshëm
blessings	trust	0.609	bekimet
mediator	trust	0.609	ndërmjetësues
babysitter	trust	0.609	kujdestare e fëmijëve
notary	trust	0.609	noteri
awareness	trust	0.609	ndërgjegjësimi
vetted	trust	0.609	besimet
excel	trust	0.609	shkëlqejnë
happy	trust	0.609	i lumtur
praise	trust	0.609	lëvdata
brilliant	trust	0.609	brilante
liking	trust	0.609	pëlqim
definitive	trust	0.609	definitive
comfort	trust	0.609	rehati
officer	trust	0.609	oficer
peace	trust	0.602	paqen
serenity	trust	0.602	qetësi
unquestionable	trust	0.602	e padiskutueshme
embrace	trust	0.602	përqafoj
identify	trust	0.602	identifikojnë
inspired	trust	0.602	frymëzuar
steady	trust	0.602	të qëndrueshme
nun	trust	0.602	murgeshë
guarded	trust	0.602	i ruajtur
symmetry	trust	0.602	simetri
mainstay	trust	0.602	shtyllë kryesore
fulfill	trust	0.602	përmbushin
humility	trust	0.602	përulësi
helpful	trust	0.602	e dobishme
transcendence	trust	0.602	transcendencë
unconditional	trust	0.602	pa kushte
brave	trust	0.602	trim
brighten	trust	0.602	ndriçoj
experienced	trust	0.602	me përvojë
enlightenment	trust	0.602	iluminizmi
sympathetic	trust	0.602	simpatik
witness	trust	0.602	dëshmitar
vigilant	trust	0.594	vigjilent
ministry	trust	0.594	ministrisë
admiral	trust	0.594	admirali
vigilance	trust	0.594	vigjilence
depend	trust	0.594	varet
generosity	trust	0.594	bujari
befriend	trust	0.594	miqësohem
complimentary	trust	0.594	komplimentuese
assessment	trust	0.594	vlerësimi
fairly	trust	0.594	në mënyrë të drejtë
enlighten	trust	0.594	ndriçoj
strengthen	trust	0.594	forcoj
nurse	trust	0.594	infermiere
endowment	trust	0.594	dhuratë
visionary	trust	0.594	vizionar
praised	trust	0.594	lavdëruar
eminence	trust	0.594	eminencë
marry	trust	0.594	martohem
generous	trust	0.594	bujare
gratitude	trust	0.594	mirënjohje
sage	trust	0.594	i urtë
tranquility	trust	0.594	qetësi
openly	trust	0.594	hapur
grant	trust	0.594	grant
spouse	trust	0.594	bashkëshortja
philanthropic	trust	0.594	filantropike
regent	trust	0.594	regjent
substantiate	trust	0.594	vërtetojnë
commendation	trust	0.594	lavdërim
council	trust	0.594	këshilli
efficient	trust	0.594	efikas
sweetheart	trust	0.589	i dashur
bylaw	trust	0.586	akt nënligjor
magnificent	trust	0.586	madhështore
designation	trust	0.586	emërtimi
godly	trust	0.586	i perëndishëm
seniority	trust	0.586	vjetërsia
conservation	trust	0.586	ruajtjes
educational	trust	0.586	arsimore
rooted	trust	0.586	të rrënjosura
inheritance	trust	0.586	trashëgimisë
diplomacy	trust	0.586	diplomacinë
mate	trust	0.586	shok
convince	trust	0.586	bind
unfailing	trust	0.586	i padështuar
share	trust	0.586	ndajnë
monk	trust	0.586	murg
constitutional	trust	0.586	kushtetuese
lovely	trust	0.586	bukuroshe
compliance	trust	0.586	pajtueshmërisë
attest	trust	0.586	dëshmojnë
victory	trust	0.586	fitoren
serene	trust	0.586	i qetë
checklist	trust	0.586	listë kontrolli
husbandry	trust	0.586	blegtoria
enjoying	trust	0.586	duke shijuar
revere	trust	0.586	nderoj
tribe	trust	0.586	fisi
meritorious	trust	0.586	meritor
joyful	trust	0.586	i gëzuar
delegate	trust	0.586	deleguar
helper	trust	0.586	ndihmës
angelic	trust	0.586	engjëllore
ambition	trust	0.586	ambicie
father	trust	0.586	babai
acclaim	trust	0.586	brohoritje
testimony	trust	0.586	dëshminë
collectively	trust	0.586	kolektivisht
sobriety	trust	0.586	maturi
prestige	trust	0.586	prestigj
firmness	trust	0.586	qëndrueshmëri
structural	trust	0.578	strukturore
impartiality	trust	0.578	paanshmëria
navigator	trust	0.578	navigator
judge	trust	0.578	gjykoj
shelter	trust	0.578	strehë
coexisting	trust	0.578	bashkëjetues
unquestioned	trust	0.578	e padiskutueshme
careful	trust	0.578	të kujdesshëm
obey	trust	0.578	binden
professor	trust	0.578	profesor
convinced	trust	0.578	i bindur
communion	trust	0.578	kungimi
cheerfulness	trust	0.578	gëzim
inviting	trust	0.578	duke ftuar
irrefutable	trust	0.578	i pakundërshtueshëm
commandant	trust	0.578	komandant
smile	trust	0.578	buzëqeshje
authoritative	trust	0.578	autoritare
philanthropist	trust	0.578	filantrop
legalized	trust	0.578	legalizuar
adore	trust	0.578	adhuroj
upright	trust	0.578	drejtë
revival	trust	0.578	ringjallje
dutiful	trust	0.578	i përgjegjshëm
watchdog	trust	0.578	qen roje
apostle	trust	0.570	apostull
volunteers	trust	0.570	vullnetarët
immaculate	trust	0.570	i papërlyer
adhering	trust	0.570	duke u përmbajtur
unquestionably	trust	0.570	padiskutim
advise	trust	0.570	këshillë
punctual	trust	0.570	i përpiktë
consult	trust	0.570	konsultohuni
ordinance	trust	0.570	urdhëresë
complement	trust	0.570	plotësojnë
modest	trust	0.570	modest
everlasting	trust	0.570	i përjetshëm
compass	trust	0.570	busull
heavenly	trust	0.570	qiellore
determinate	trust	0.570	të përcaktuar
counsellor	trust	0.570	këshilltar
abundance	trust	0.570	bollëk
guide	trust	0.570	udhërrëfyes
earned	trust	0.570	i verifikuar
pedigree	trust	0.570	prejardhje
relative	trust	0.570	i afërm
principal	trust	0.570	kryesor
plausible	trust	0.570	e besueshme
collaborator	trust	0.570	bashkëpunëtor
connective	trust	0.570	lidhore
corroboration	trust	0.570	vërtetim
insure	trust	0.570	siguroj
pilot	trust	0.570	pilot
unequivocal	trust	0.570	pa mëdyshje
matron	trust	0.570	matronë
cuddle	trust	0.570	përqafim
measured	trust	0.570	i matur
fort	trust	0.562	fortesë
treasurer	trust	0.562	arkëtar
