English Word	Emotion	Emotion-Intensity-Score	Armenian Word
protected	trust	0.703	պաշտպանված
proof	trust	0.703	ապացույց
bodyguard	trust	0.695	թիկնապահ
skillful	trust	0.695	հմուտ
marriage	trust	0.695	ամուսնություն
allied	trust	0.695	դաշնակից
morals	trust	0.695	բարքեր
humanitarian	trust	0.695	մարդասիրական
pact	trust	0.695	դաշնագիր
courage	trust	0.695	քաջություն
accountable	trust	0.695	հաշվետու
agreeable	trust	0.695	հաճելի
united	trust	0.695	միասնական
indestructible	trust	0.695	անխորտակելի
approving	trust	0.695	հաստատելով
guardian	trust	0.695	խնամակալ
compassionate	trust	0.695	կարեկցող
scientist	trust	0.695	գիտնական
certified	trust	0.695	վավերացված
pledge	trust	0.688	գրավ
adviser	trust	0.688	խորհրդական
authenticity	trust	0.688	վավերականություն
understanding	trust	0.688	ըմբռնում
secure	trust	0.688	ապահով
guidance	trust	0.688	ուղղորդում
monogamy	trust	0.688	միամուսնություն
valor	trust	0.688	քաջություն
solidity	trust	0.688	ամուրություն
perfection	trust	0.688	կատարելություն
believed	trust	0.688	հավատում էր
humanity	trust	0.688	մարդկությունը
justifiable	trust	0.688	արդարացված
competent	trust	0.688	իրավասու
esteem	trust	0.688	հարգանք
protector	trust	0.680	պաշտպան
inspire	trust	0.680	ոգեշնչել
hope	trust	0.680	հույս
strongest	trust	0.680	գործընկերներ
expertise	trust	0.680	փորձագիտություն
humble	trust	0.680	խոնարհ
indivisible	trust	0.680	անբաժանելի
official	trust	0.680	պաշտոնական
affirm	trust	0.680	հաստատել
familiarity	trust	0.680	ծանոթություն
confirmed	trust	0.680	հաստատվել է
diligence	trust	0.680	աշխատասիրություն
grandfather	trust	0.680	պապիկ
advocacy	trust	0.680	փաստաբանություն
goodness	trust	0.680	բարություն
commendable	trust	0.680	գովելի
acceptance	trust	0.680	ընդունումը
diplomatic	trust	0.680	դիվանագիտական
leader	trust	0.680	առաջնորդ
confide	trust	0.680	վստահել
agreeing	trust	0.680	համաձայնելով
approve	trust	0.680	հաստատել
professional	trust	0.680	պրոֆեսիոնալ
elders	trust	0.680	երեցները
confidential	trust	0.680	գաղտնի
faultless	trust	0.672	անթերի
believes	trust	0.672	ընդունված
sanctify	trust	0.672	սրբացնել
intelligent	trust	0.672	խելացի
safe	trust	0.672	ապահով
accepted	trust	0.672	ամենաուժեղ
dignity	trust	0.672	արժանապատվությունը
unwavering	trust	0.672	անսասան
encyclopedia	trust	0.672	հանրագիտարան
mastery	trust	0.672	վարպետություն
cohesive	trust	0.672	համախմբված
harmoniously	trust	0.672	ներդաշնակորեն
benevolence	trust	0.672	բարեգործություն
healing	trust	0.672	ապաքինող
accredited	trust	0.672	հավատարմագրված
covenant	trust	0.672	ուխտ
accountability	trust	0.664	պատասխանատվություն
team	trust	0.664	թիմը
authority	trust	0.664	իշխանություն
heroic	trust	0.664	հերոսական
reliance	trust	0.664	ապավինում
expert	trust	0.664	փորձագետ
communicate	trust	0.664	շփվել
spiritual	trust	0.664	հոգեւոր
impeccable	trust	0.664	անբասիր
specialist	trust	0.664	մասնագետ
affirmatively	trust	0.664	դրականորեն
proficient	trust	0.664	հմուտ
fulfillment	trust	0.664	կատարում
advocate	trust	0.664	փաստաբան
disciple	trust	0.664	աշակերտ
attestation	trust	0.664	ատեստավորում
merit	trust	0.664	արժանիք
supporting	trust	0.664	աջակցելով
ambassador	trust	0.664	Դեսպան
guidebook	trust	0.664	ուղեցույց
accept	trust	0.664	ընդունել
strengthening	trust	0.661	ամրապնդում
holiness	trust	0.656	սրբություն
facts	trust	0.656	փաստեր
warranty	trust	0.656	երաշխիք
strength	trust	0.656	ուժ
relationship	trust	0.656	հարաբերություններ
defended	trust	0.656	պաշտպանել է
constancy	trust	0.656	կայունություն
favorable	trust	0.656	բարենպաստ
gentleman	trust	0.656	պարոն
counsel	trust	0.656	խորհուրդ
scientific	trust	0.656	գիտական
structure	trust	0.656	կառուցվածքը
elder	trust	0.656	ավագ
excellent	trust	0.656	գերազանց
achieve	trust	0.656	հասնել
steadfast	trust	0.656	հաստատուն
familiar	trust	0.656	ծանոթ
proficiency	trust	0.656	հմտություն
supports	trust	0.656	հավատում է
counselor	trust	0.648	խորհրդական
lovable	trust	0.648	սիրելի
advisable	trust	0.648	նպատակահարմար է
agreed	trust	0.648	համաձայնեցին
heroism	trust	0.648	հերոսություն
rely	trust	0.648	ապավինել
uphold	trust	0.648	պահպանել
brother	trust	0.648	եղբայր
matrimony	trust	0.648	ամուսնություն
assuredly	trust	0.648	վստահաբար
peaceful	trust	0.648	խաղաղ
saint	trust	0.648	սուրբ
unconditionally	trust	0.648	ընդունում է
solidarity	trust	0.648	համերաշխություն
accepts	trust	0.648	աջակցում է
inspiration	trust	0.648	ոգեշնչում
noble	trust	0.648	ազնվական
successful	trust	0.648	հաջող
harmony	trust	0.648	ներդաշնակություն
protective	trust	0.648	պաշտպանիչ
competency	trust	0.648	իրավասություն
comrade	trust	0.648	ընկեր
academic	trust	0.648	ակադեմիական
assist	trust	0.648	օժանդակել
worthy	trust	0.643	արժանի
benefactor	trust	0.641	բարերար
credence	trust	0.641	վստահություն
confidence	trust	0.641	վստահություն
relationships	trust	0.641	անվերապահորեն
ordained	trust	0.641	ձեռնադրվել է
legal	trust	0.641	օրինական
champion	trust	0.641	չեմպիոն
lawful	trust	0.641	օրինական
durability	trust	0.641	ամրություն
judiciary	trust	0.641	դատական իշխանությունը
doctor	trust	0.641	բժիշկ
loving	trust	0.641	սիրող
assure	trust	0.641	վստահեցնել
establish	trust	0.641	հաստատել
mamma	trust	0.641	մայրիկ
kind	trust	0.641	բարի
unity	trust	0.641	միասնություն
conscientious	trust	0.641	բարեխիղճ
real	trust	0.641	իրական
coexist	trust	0.641	գոյակցել
leading	trust	0.641	առաջատար
teacher	trust	0.641	ուսուցիչ
intimate	trust	0.634	ինտիմ
brotherly	trust	0.633	եղբայրական
physician	trust	0.633	բժիշկ
judicial	trust	0.633	դատական
saintly	trust	0.633	սուրբ
aspiration	trust	0.633	ձգտումը
conscience	trust	0.633	խիղճը
therapeutic	trust	0.633	թերապևտիկ
fidelity	trust	0.633	հավատարմություն
soundness	trust	0.633	առողջություն
important	trust	0.633	կարևոր
homage	trust	0.633	հարգանքի տուրք
legitimacy	trust	0.633	լեգիտիմություն
fortitude	trust	0.633	ամրություն
deepest	trust	0.633	հարաբերություններ
approved	trust	0.633	հաստատված
courageous	trust	0.633	համարձակ
devotional	trust	0.633	նվիրական
endorse	trust	0.633	հաստատել
backbone	trust	0.633	ողնաշարը
authorize	trust	0.633	լիազորել
practiced	trust	0.633	պրակտիկան
sanctification	trust	0.633	սրբացում
hopeful	trust	0.633	հուսադրող
convincing	trust	0.633	համոզիչ
bless	trust	0.633	օրհնել
angel	trust	0.625	հրեշտակ
authorization	trust	0.625	թույլտվություն
assured	trust	0.625	վստահեցրեց
purify	trust	0.625	մաքրել
caretaker	trust	0.625	խնամակալ
regard	trust	0.625	վերաբերվում
profound	trust	0.625	խորը
achievement	trust	0.625	ձեռքբերում
evident	trust	0.625	ակնհայտ
positivity	trust	0.625	դրականություն
communication	trust	0.625	հաղորդակցություն
professorship	trust	0.625	պրոֆեսոր
blessing	trust	0.625	օրհնություն
beliefs	trust	0.625	ամենախորը
encourage	trust	0.625	խրախուսել
fireman	trust	0.625	հրշեջ
majestic	trust	0.625	վեհաշուք
civilized	trust	0.625	քաղաքակիրթ
certify	trust	0.625	վավերացնել
wonderful	trust	0.625	հրաշալի
engaged	trust	0.625	նշանված
accurate	trust	0.625	ճշգրիտ
approvement	trust	0.617	հաստատում
optimism	trust	0.617	լավատեսություն
planning	trust	0.617	պլանավորում
believer	trust	0.617	հավատացյալ
advice	trust	0.617	խորհուրդ
commend	trust	0.617	գովաբանել
gospel	trust	0.617	Ավետարան
objective	trust	0.617	օբյեկտիվ
rational	trust	0.617	ռացիոնալ
cherish	trust	0.617	փայփայել
constantly	trust	0.617	անընդհատ
haven	trust	0.617	ապաստարան
fundamental	trust	0.617	հիմնարար
bedrock	trust	0.617	հիմնաքար
accord	trust	0.617	համաձայնություն
triumphant	trust	0.617	հաղթական
surety	trust	0.617	երաշխիք
testament	trust	0.617	կտակը
absolution	trust	0.617	ներումը
truce	trust	0.617	զինադադար
reassure	trust	0.617	հանգստացնել
appreciation	trust	0.617	գնահատանք
qualities	trust	0.617	որակները
passionate	trust	0.617	կրքոտ
good	trust	0.617	լավ
unimpeachable	trust	0.617	անբացատրելի
corroborate	trust	0.617	հաստատել
thoughtful	trust	0.617	մտածկոտ
heroine	trust	0.617	հերոսուհի
teach	trust	0.617	սովորեցնել
god	trust	0.617	աստված
attentive	trust	0.617	ուշադիր
scripture	trust	0.609	սուրբ գրություն
civilization	trust	0.609	քաղաքակրթություն
magnificence	trust	0.609	շքեղություն
recommend	trust	0.609	խորհուրդ տալ
progression	trust	0.609	առաջընթաց
steward	trust	0.609	տնտեսվար
purification	trust	0.609	մաքրում
patron	trust	0.609	հովանավոր
praiseworthy	trust	0.609	գովելի
heal	trust	0.609	բուժել
considerate	trust	0.609	հոգատար
blessings	trust	0.609	օրհնություններ
mediator	trust	0.609	միջնորդ
babysitter	trust	0.609	դայակ
notary	trust	0.609	նոտար
awareness	trust	0.609	իրազեկում
vetted	trust	0.609	համոզմունքները
excel	trust	0.609	գերազանցել
happy	trust	0.609	երջանիկ
praise	trust	0.609	գովասանք
brilliant	trust	0.609	փայլուն
liking	trust	0.609	հավանելը
definitive	trust	0.609	վերջնական
comfort	trust	0.609	հարմարավետություն
officer	trust	0.609	սպա
peace	trust	0.602	խաղաղություն
serenity	trust	0.602	հանգստություն
unquestionable	trust	0.602	անկասկածելի
embrace	trust	0.602	գրկել
identify	trust	0.602	բացահայտել
inspired	trust	0.602	ոգեշնչված
steady	trust	0.602	կայուն
nun	trust	0.602	միանձնուհի
guarded	trust	0.602	հսկվող
symmetry	trust	0.602	համաչափություն
mainstay	trust	0.602	հենարան
fulfill	trust	0.602	կատարել
humility	trust	0.602	խոնարհություն
helpful	trust	0.602	օգտակար
transcendence	trust	0.602	գերազանցություն
unconditional	trust	0.602	անվերապահ
brave	trust	0.602	համարձակ
brighten	trust	0.602	լուսավորել
experienced	trust	0.602	փորձառու
enlightenment	trust	0.602	լուսավորություն
sympathetic	trust	0.602	համակրելի
witness	trust	0.602	վկա
vigilant	trust	0.594	աչալուրջ
ministry	trust	0.594	նախարարություն
admiral	trust	0.594	ծովակալ
vigilance	trust	0.594	զգոնություն
depend	trust	0.594	կախված
generosity	trust	0.594	առատաձեռնություն
befriend	trust	0.594	ընկերանալ
complimentary	trust	0.594	կոմպլեմենտար
assessment	trust	0.594	գնահատում
fairly	trust	0.594	արդարացիորեն
enlighten	trust	0.594	լուսավորել
strengthen	trust	0.594	ուժեղացնել
nurse	trust	0.594	բուժքույր
endowment	trust	0.594	օժտում
visionary	trust	0.594	տեսլական
praised	trust	0.594	գովել
eminence	trust	0.594	մեծություն
marry	trust	0.594	ամուսնանալ
generous	trust	0.594	մեծահոգի
gratitude	trust	0.594	երախտագիտություն
sage	trust	0.594	իմաստուն
tranquility	trust	0.594	հանգստություն
openly	trust	0.594	բացեիբաց
grant	trust	0.594	դրամաշնորհ
spouse	trust	0.594	ամուսին
philanthropic	trust	0.594	մարդասեր
regent	trust	0.594	ռեգենտ
substantiate	trust	0.594	հիմնավորել
commendation	trust	0.594	գովասանքի
council	trust	0.594	խորհուրդ
efficient	trust	0.594	արդյունավետ
sweetheart	trust	0.589	սիրելիս
bylaw	trust	0.586	ենթաօրենսդրական ակտ
magnificent	trust	0.586	հոյակապ
designation	trust	0.586	նշանակումը
godly	trust	0.586	աստվածապաշտ
seniority	trust	0.586	ստաժը
conservation	trust	0.586	պահպանում
educational	trust	0.586	կրթական
rooted	trust	0.586	արմատավորված
inheritance	trust	0.586	Ժառանգություն
diplomacy	trust	0.586	դիվանագիտություն
mate	trust	0.586	ընկեր
convince	trust	0.586	համոզել
unfailing	trust	0.586	անխափան
share	trust	0.586	կիսվել
monk	trust	0.586	վանական
constitutional	trust	0.586	սահմանադրական
lovely	trust	0.586	սիրուն
compliance	trust	0.586	համապատասխանությունը
attest	trust	0.586	վկայել
victory	trust	0.586	հաղթանակ
serene	trust	0.586	հանդարտ
checklist	trust	0.586	ստուգաթերթ
husbandry	trust	0.586	անասնապահություն
enjoying	trust	0.586	վայելելով
revere	trust	0.586	հարգել
tribe	trust	0.586	ցեղ
meritorious	trust	0.586	վաստակավոր
joyful	trust	0.586	ուրախալի
delegate	trust	0.586	պատվիրակ
helper	trust	0.586	օգնական
angelic	trust	0.586	հրեշտակային
