English Word	Emotion	Emotion-Intensity-Score	Pashto Word
electric	surprise	0.578	برقی
raving	surprise	0.578	ژړا
bizarre	surprise	0.578	عجیبه
death	surprise	0.578	مرګ
fluke	surprise	0.578	فلک
oddity	surprise	0.578	عجیبیت
dynamic	surprise	0.570	متحرک
dismay	surprise	0.570	ویره
revenge	surprise	0.570	انتقام
nefarious	surprise	0.562	ناوړه
fascinate	surprise	0.562	په زړه پورې
jerk	surprise	0.562	ټکان
ecstatic	surprise	0.562	خوشاله
reward	surprise	0.562	انعام
uncover	surprise	0.562	خلاصول
reappear	surprise	0.562	بیا راڅرګندېدل
zany	surprise	0.555	زاني
whim	surprise	0.555	whim
thaumaturgy	surprise	0.555	thaumaturgy
conjure	surprise	0.555	جادو کول
crescendo	surprise	0.555	سریزه
rescue	surprise	0.547	ژغورل
daze	surprise	0.547	ستړیا
heroism	surprise	0.547	اتل
illuminate	surprise	0.547	روښانه کول
winner	surprise	0.547	ګټونکی
ejaculation	surprise	0.547	انزال
thwart	surprise	0.547	شنډول
rarity	surprise	0.547	نادریت
unbridled	surprise	0.547	بې لگام
tantalizing	surprise	0.547	خندل
punch	surprise	0.539	ټوپ
cheer	surprise	0.539	خوشحاله
treason	surprise	0.539	خیانت
violation	surprise	0.539	سرغړونه
celebration	surprise	0.539	جشن
illusion	surprise	0.539	خیال
marvel	surprise	0.539	حیرانتیا
lucky	surprise	0.539	بختور
lunge	surprise	0.539	لونګ
interrupt	surprise	0.539	مداخله
insult	surprise	0.539	سپکاوی
concealed	surprise	0.531	پټ شوی
snag	surprise	0.531	ځړول
sensation	surprise	0.531	احساس
banger	surprise	0.531	بنجر
fearfully	surprise	0.531	په ډار سره
affront	surprise	0.531	سپکاوی
jest	surprise	0.531	ټوکه
undiscovered	surprise	0.523	کشف شوی
liberate	surprise	0.523	آزادول
veer	surprise	0.523	ویر
abandonment	surprise	0.523	پریښودل
immediacy	surprise	0.523	سمدستي
improvise	surprise	0.523	اصلاح کول
victimized	surprise	0.523	قرباني شوی
scorpion	surprise	0.523	لړم
majestic	surprise	0.523	عالي
wonder	surprise	0.523	حیرانتیا
rejoice	surprise	0.523	خوښ
tickle	surprise	0.516	ټوخی
chance	surprise	0.516	چانس
yelp	surprise	0.516	ژړل
howl	surprise	0.516	چیغې وهل
stealthily	surprise	0.516	په پټه
unintentionally	surprise	0.508	په غیر ارادي توګه
magnificent	surprise	0.508	عالي
reflex	surprise	0.508	انعکاس
garish	surprise	0.508	ګرم
transcendence	surprise	0.508	تجاوز
rave	surprise	0.508	ژړل
luck	surprise	0.508	بخت
swerve	surprise	0.508	ځړول
pop	surprise	0.508	پاپ
enliven	surprise	0.500	ژوندی کول
slayer	surprise	0.500	وژونکی
remarkable	surprise	0.500	د پام وړ
infrequent	surprise	0.500	نادره
pang	surprise	0.500	درد
erotic	surprise	0.500	جنسي
misbehavior	surprise	0.500	ناوړه چلند
diversion	surprise	0.500	انحراف
heroic	surprise	0.500	اتل
alertness	surprise	0.500	خبرتیا
marvelous	surprise	0.500	په زړه پورې
fainting	surprise	0.500	بې هوښه کېدل
embarrassment	surprise	0.500	خجالت
nab	surprise	0.492	نیول
birthday	surprise	0.492	د زیږیدو نیټه
camouflage	surprise	0.492	چاپېریال
unutterable	surprise	0.492	د نه ویلو وړ
chimera	surprise	0.492	چمرا
trump	surprise	0.492	ټرمپ
decoy	surprise	0.492	تخریب
infarct	surprise	0.492	infarct
greatness	surprise	0.492	عظمت
exigent	surprise	0.492	ضروري
prick	surprise	0.484	ټک
variable	surprise	0.484	متغیر
curiosity	surprise	0.484	تجسس
daemon	surprise	0.484	ډیمون
inexpressible	surprise	0.484	د بیان وړ
magician	surprise	0.484	جادوګر
underestimate	surprise	0.484	کم اټکل
fanfare	surprise	0.484	مینه
horde	surprise	0.484	ډله
zeal	surprise	0.484	جوش
incident	surprise	0.477	پیښه
illumination	surprise	0.477	رڼا
chicane	surprise	0.477	چکن
sneeze	surprise	0.477	پرنجي
subversive	surprise	0.477	تخریبي
gawk	surprise	0.477	ګواک
fortune	surprise	0.477	بخت
strange	surprise	0.477	عجیب
dreadfully	surprise	0.477	په ډار سره
unguarded	surprise	0.477	بې سرپرسته
prowl	surprise	0.469	ځړول
reversal	surprise	0.469	بیرته راګرځول
wizard	surprise	0.469	جادوګر
rapid	surprise	0.469	چټک
leery	surprise	0.469	لیري
break	surprise	0.461	ماتول
slip	surprise	0.461	ټوټه
divergent	surprise	0.461	متنوع
hilarious	surprise	0.461	خندونکی
coincidence	surprise	0.461	تصادف
subito	surprise	0.461	subito
overestimate	surprise	0.453	ډیر اټکل
ordeal	surprise	0.453	امتحان
evanescence	surprise	0.453	تېښته
merriment	surprise	0.453	خوښي
raffle	surprise	0.453	رافل
winning	surprise	0.453	ګټل
wonderful	surprise	0.453	په زړه پورې
hoax	surprise	0.453	چلکی
confession	surprise	0.453	اعتراف
splendid	surprise	0.445	عالي
stound	surprise	0.445	ولاړ
perchance	surprise	0.445	احتمال
excel	surprise	0.445	Excel
enthusiast	surprise	0.445	لیواله
gambling	surprise	0.445	قمار
feat	surprise	0.445	کارنامې
laughter	surprise	0.445	خندا
brighten	surprise	0.438	روښانه کول
unique	surprise	0.438	بې ساري
senseless	surprise	0.438	بې حسه
changeable	surprise	0.438	د بدلون وړ
splendor	surprise	0.438	جلال
rapt	surprise	0.438	غضب
unintentional	surprise	0.438	غیر ارادي
fascination	surprise	0.430	جذبه
trepidation	surprise	0.430	ویره
lawsuit	surprise	0.430	مقدمه
gift	surprise	0.430	ډالۍ
stealthy	surprise	0.430	پټه
fiesta	surprise	0.430	جشن
intrigue	surprise	0.430	دسیسه
delighted	surprise	0.430	خوښ
judgment	surprise	0.422	قضاوت
stealth	surprise	0.422	غلا
enchant	surprise	0.422	جادوګر
originality	surprise	0.422	اصليت
riddle	surprise	0.422	معما
quicksilver	surprise	0.422	سپين زر
illegitimate	surprise	0.414	ناقانونه
experiment	surprise	0.414	تجربه
elusive	surprise	0.414	نامحرم
syncope	surprise	0.414	ترکیب
liberation	surprise	0.414	آزادۍ
spirits	surprise	0.414	روحونه
perjury	surprise	0.414	دروغ
veracity	surprise	0.414	صداقت
parade	surprise	0.406	پریډ
applause	surprise	0.406	ستاینه
inspired	surprise	0.406	الهام شوی
allure	surprise	0.406	جذب
eager	surprise	0.406	لیواله
gambler	surprise	0.406	قمار کوونکی
fete	surprise	0.406	جشن
divorce	surprise	0.398	طلاق
guess	surprise	0.398	اټکل
princely	surprise	0.398	شاهي
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	محرمیت
incontinence	surprise	0.391	بې نظمي
peri	surprise	0.391	پیري
cheerful	surprise	0.391	خوشحاله
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	برتري
aspiration	surprise	0.391	هیله
buck	surprise	0.383	بکس
lose	surprise	0.383	له لاسه ورکول
cadaver	surprise	0.383	جسد
crowning	surprise	0.383	تاج
praiseworthy	surprise	0.383	د ستاینې وړ
inheritance	surprise	0.383	میراث
score	surprise	0.383	نمرې
gulp	surprise	0.375	غوټه
camouflaged	surprise	0.375	پټ شوی
advance	surprise	0.375	پرمختگ
succeed	surprise	0.375	بریالی
frisky	surprise	0.375	چټک
mystic	surprise	0.375	صوفیانه
compliment	surprise	0.375	ستاینه
hope	surprise	0.367	هیله
joker	surprise	0.367	جوکر
sparkle	surprise	0.367	چمک
excavation	surprise	0.367	کیندنه
sensual	surprise	0.367	حسي
entertainment	surprise	0.359	تفریح
feeling	surprise	0.359	احساس
modify	surprise	0.352	تعدیل
blessings	surprise	0.352	برکتونه
newcomer	surprise	0.352	نوی راغلی
obit	surprise	0.352	obit
postponement	surprise	0.352	ځنډول
award	surprise	0.352	جایزه
clown	surprise	0.352	مسخره
highest	surprise	0.344	لوړ
hero	surprise	0.344	اتل
glorify	surprise	0.344	تسبیح
proficiency	surprise	0.344	مهارت
start	surprise	0.344	پیل
wonderfully	surprise	0.344	په زړه پورې
celebrity	surprise	0.344	مشهور شخصیت
rekindle	surprise	0.336	بیا راژوندي کول
optimism	surprise	0.336	خوشبیني
sanctify	surprise	0.336	پاکول
unbeaten	surprise	0.336	ناسوځیدلی
prodigious	surprise	0.336	عجیبه
grin	surprise	0.336	خندا
memorable	surprise	0.336	د یادولو وړ
warned	surprise	0.336	خبرداری ورکړ
dissolution	surprise	0.336	تحلیل
hypertrophy	surprise	0.328	hypertrophy
admiration	surprise	0.328	ستاینه
examination	surprise	0.320	ازموینه
angel	surprise	0.320	فرښته
present	surprise	0.320	حاضر
catch	surprise	0.320	نیول
hap	surprise	0.320	هپ
saint	surprise	0.312	سنت
embrace	surprise	0.312	غیږه
flirt	surprise	0.312	وهل
puma	surprise	0.312	پوما
kiss	surprise	0.312	ښکلول
liberty	surprise	0.312	آزادي
scrimmage	surprise	0.312	ټکر
treat	surprise	0.312	درملنه
inaffable	surprise	0.312	د نه منلو وړ
occasional	surprise	0.312	کله ناکله
dismissal	surprise	0.312	ګوښه کول
perfection	surprise	0.305	بشپړتیا
saintly	surprise	0.305	مقدس
gratify	surprise	0.305	راضي کول
generosity	surprise	0.305	سخاوت
sally	surprise	0.305	سالی
palpable	surprise	0.297	د لیدلو وړ
finally	surprise	0.297	بالاخره
differently	surprise	0.297	په بل ډول
polarity	surprise	0.297	قطبیت
ceremony	surprise	0.297	مراسم
favorable	surprise	0.297	د خوښې وړ
larger	surprise	0.297	لوی
warn	surprise	0.297	خبرداری
medal	surprise	0.289	مډال
romance	surprise	0.289	رومانس
inviting	surprise	0.289	بلنه ورکول
greeting	surprise	0.289	سلام
resignation	surprise	0.281	استعفا
accolade	surprise	0.281	ستاینه
labor	surprise	0.281	کار
candid	surprise	0.281	صادق
trip	surprise	0.281	سفر
stare	surprise	0.273	کتل
admire	surprise	0.266	ستاینه
glimmer	surprise	0.266	چمک
playful	surprise	0.266	لوبونکی
somatic	surprise	0.266	somatic
festival	surprise	0.266	فستیوال
mimicry	surprise	0.266	نقل
insolvency	surprise	0.266	ناداره
immerse	surprise	0.266	ډوبول
invite	surprise	0.266	بلنه
compensate	surprise	0.266	تاوان ورکول
receiving	surprise	0.258	ترلاسه کول
complement	surprise	0.258	بشپړول
chuckle	surprise	0.258	خندا
laugh	surprise	0.258	خندا
hypothesis	surprise	0.258	فرضیه
honeymoon	surprise	0.250	شاتو
opera	surprise	0.242	اوپرا
pleasant	surprise	0.242	خوندور
marry	surprise	0.242	واده کول
independence	surprise	0.242	خپلواکي
chant	surprise	0.234	نعره
holiness	surprise	0.234	تقدس
assessment	surprise	0.234	ارزونه
rhythmical	surprise	0.234	تالنده
hopeful	surprise	0.234	هیله مند
leave	surprise	0.234	پرېږده
trophy	surprise	0.234	ټرافي
deal	surprise	0.227	معامله
procession	surprise	0.227	جلوس
placard	surprise	0.227	تخته
shopping	surprise	0.219	خریداری
musical	surprise	0.219	میوزیکل
cherish	surprise	0.219	قدر کول
good	surprise	0.219	ښه
dawn	surprise	0.211	سهار
simplify	surprise	0.211	ساده کول
shell	surprise	0.211	خولۍ
morals	surprise	0.203	اخلاق
money	surprise	0.203	پیسې
nullify	surprise	0.203	باطلول
purity	surprise	0.203	پاکوالي
sweet	surprise	0.203	خواږه
synchronize	surprise	0.195	همغږي کول
precious	surprise	0.195	قیمتي
humanitarian	surprise	0.195	بشردوستانه
preservative	surprise	0.195	ساتونکی
unfulfilled	surprise	0.195	نه پوره شوی
obliging	surprise	0.188	مکلف
singularly	surprise	0.188	په واحد ډول
graduation	surprise	0.180	فراغت
foresee	surprise	0.180	وړاندوینه
pray	surprise	0.180	دعا
lovely	surprise	0.180	ښکلی
thirst	surprise	0.172	تنده
mouth	surprise	0.172	خوله
youth	surprise	0.172	ځوان
sun	surprise	0.172	لمر
art	surprise	0.172	هنر
goodness	surprise	0.164	نیکی
latent	surprise	0.156	پټ
visor	surprise	0.156	ویزر
overdue	surprise	0.156	ډیر وخت
practiced	surprise	0.156	تمرین شوی
loyal	surprise	0.148	وفادار
expect	surprise	0.148	تمه
wireless	surprise	0.148	بې سیم
destination	surprise	0.148	منزل
infant	surprise	0.141	ماشوم
cream	surprise	0.141	کریم
slush	surprise	0.141	سلش
quote	surprise	0.141	اقتباس
playground	surprise	0.133	د لوبې ډګر
vote	surprise	0.125	رایه
teach	surprise	0.125	ښوونه
organization	surprise	0.125	سازمان
dolphin	surprise	0.117	دالفین
weight	surprise	0.117	وزن
smile	surprise	0.117	مسکا
sisterhood	surprise	0.109	خور
cable	surprise	0.109	کیبل
sunny	surprise	0.102	لمر
steady	surprise	0.094	ثابت
peaceful	surprise	0.086	سوله ایز
spa	surprise	0.086	سپا
leisure	surprise	0.086	تفریح
picnic	surprise	0.078	پکنیک
tree	surprise	0.078	ونه
worm	surprise	0.055	چینجی
truthfulness	trust	0.906	صداقت
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	د اعتماد وړ
honor	trust	0.844	عزت
honesty	trust	0.844	صداقت
honest	trust	0.844	صادق
truth	trust	0.844	حقیقت
truthful	trust	0.836	ریښتینی
trusting	trust	0.836	باور کول
brotherhood	trust	0.820	ورورولي
entrust	trust	0.812	سپارل
committed	trust	0.805	ژمن
loyalty	trust	0.805	وفاداري
integrity	trust	0.805	بشپړتیا
honorable	trust	0.805	عزتمند
trust	trust	0.805	باور
credibility	trust	0.805	اعتبار
faithful	trust	0.797	وفادار
sincere	trust	0.797	مخلص
partnership	trust	0.789	شراکت
responsible	trust	0.789	مسؤل
true	trust	0.789	ریښتیا
wisdom	trust	0.789	حکمت
verification	trust	0.781	تصدیق
cooperative	trust	0.781	کوپراتيف
vow	trust	0.781	نذر
oath	trust	0.781	قسم
respectable	trust	0.773	د درناوي وړ
sisterhood	trust	0.773	خور
hero	trust	0.773	اتل
credible	trust	0.773	د اعتبار وړ
promise	trust	0.773	ژمنه
verified	trust	0.773	تصدیق شوی
qualified	trust	0.766	وړ
authentication	trust	0.766	تصدیق
respected	trust	0.766	درناوی
compassion	trust	0.759	شفقت
approval	trust	0.758	تصویب
moral	trust	0.758	اخلاقي
reliability	trust	0.758	اعتبار
trusts	trust	0.758	باوري
safekeeping	trust	0.758	خونديتوب
reputable	trust	0.758	نامتو
love	trust	0.758	مینه
friend	trust	0.750	ملګری
stable	trust	0.750	باثباته
authentic	trust	0.750	مستند
competence	trust	0.750	وړتیا
safeguard	trust	0.750	ساتنه
companion	trust	0.750	ملګری
advised	trust	0.750	مشوره ورکول
respect	trust	0.750	درناوی
loyal	trust	0.750	وفادار
genuine	trust	0.750	ریښتینی
friendships	trust	0.750	باورونه
ally	trust	0.750	ملګری
proven	trust	0.742	ثابت
freedom	trust	0.742	ازادي
respects	trust	0.742	درناوی
accepting	trust	0.742	ملګرتیا
faith	trust	0.742	باور
wholesome	trust	0.742	صحي
heartfelt	trust	0.734	په زړه پوری
unification	trust	0.734	یووالی
confirmation	trust	0.734	تایید
protecting	trust	0.734	ساتنه
reassurance	trust	0.734	ډاډ
trustee	trust	0.734	امانتدار
supporter	trust	0.734	ملاتړی
respectful	trust	0.734	درناوی
admirable	trust	0.734	د ستاینې وړ
fact	trust	0.727	حقیقت
friendship	trust	0.727	ملګرتیا
partners	trust	0.727	منل
confidentially	trust	0.727	په محرمانه توګه
confident	trust	0.727	ډاډمن
equality	trust	0.727	مساوات
alliance	trust	0.727	اتحاد
credential	trust	0.727	اعتبار
believing	trust	0.727	باور
excellence	trust	0.727	غوره والی
agreement	trust	0.727	تړون
closeness	trust	0.719	نږدېوالی
authenticate	trust	0.719	مستند کول
virtuous	trust	0.719	نیکمرغه
intelligence	trust	0.719	استخبارات
kindred	trust	0.719	خپلوان
virtue	trust	0.719	فضیلت
honored	trust	0.719	ویاړ
justice	trust	0.711	انصاف
charitable	trust	0.711	خیریه
determination	trust	0.711	عزم
creditable	trust	0.711	د اعتبار وړ
consistency	trust	0.711	ثبات
allegiance	trust	0.711	وفاداري
cooperation	trust	0.711	همکاري
guarantee	trust	0.711	تضمین
dedication	trust	0.711	وقف
straightforward	trust	0.711	مستقیم
cooperating	trust	0.711	همکاري
reliable	trust	0.703	د باور وړ
nurture	trust	0.703	پالنه
mother	trust	0.703	مور
fulfilled	trust	0.703	پوره شوی
admiration	trust	0.703	ستاینه
mentor	trust	0.703	لارښود
guardianship	trust	0.703	سرپرستي
assurance	trust	0.703	ډاډ
morality	trust	0.703	اخلاق
motherhood	trust	0.703	مورتوب
innocent	trust	0.703	بې ګناه
reverence	trust	0.703	درناوی
sanctuary	trust	0.703	پټنځای
friendliness	trust	0.703	دوستي
prepared	trust	0.703	چمتو شوی
admire	trust	0.703	ستاینه
protected	trust	0.703	خوندي
proof	trust	0.703	ثبوت
bodyguard	trust	0.695	ساتونکی
skillful	trust	0.695	تکړه
marriage	trust	0.695	واده
allied	trust	0.695	متحد
morals	trust	0.695	اخلاق
humanitarian	trust	0.695	بشردوستانه
pact	trust	0.695	تړون
courage	trust	0.695	جرئت
accountable	trust	0.695	حساب ورکوونکی
agreeable	trust	0.695	د منلو وړ
united	trust	0.695	متحد
indestructible	trust	0.695	نه ویجاړیدونکی
approving	trust	0.695	تصویب کول
guardian	trust	0.695	ساتونکی
compassionate	trust	0.695	مهربانه
scientist	trust	0.695	ساینس پوه
certified	trust	0.695	تصدیق شوی
pledge	trust	0.688	ژمنه
adviser	trust	0.688	مشاور
authenticity	trust	0.688	صداقت
understanding	trust	0.688	پوهه
secure	trust	0.688	خوندي
guidance	trust	0.688	لارښود
monogamy	trust	0.688	مونوګامي
valor	trust	0.688	زړورتیا
solidity	trust	0.688	ثبات
perfection	trust	0.688	بشپړتیا
believed	trust	0.688	باور وکړ
