English Word	Emotion	Emotion-Intensity-Score	Kurdish-Kurmanji Word
deluge	surprise	0.602	deluge
tackle	surprise	0.602	mijûlkirin
monstrosity	surprise	0.594	monstrosity
lightning	surprise	0.594	brûsk
stupendous	surprise	0.594	ecêb
shrill	surprise	0.594	shrill
mishap	surprise	0.594	xelet
alerts	surprise	0.594	alerts
mysterious	surprise	0.586	pirdizî
randomly	surprise	0.586	bi rasthatinî
wild	surprise	0.586	bejî
deceit	surprise	0.586	şaşkirinî
bonus	surprise	0.586	xelat
pitfall	surprise	0.586	pitfall
uncanny	surprise	0.586	nenas
wondrous	surprise	0.586	ecêb
premature	surprise	0.578	berê
stagger	surprise	0.578	lerzîn
rejoicing	surprise	0.578	şa dibûn
godsend	surprise	0.578	xêra xwedê
jubilant	surprise	0.578	şahî
electric	surprise	0.578	elatrîkî
raving	surprise	0.578	raving
bizarre	surprise	0.578	dîn
death	surprise	0.578	mirin
fluke	surprise	0.578	fluke
oddity	surprise	0.578	xerîbî
dynamic	surprise	0.570	dînamîk
dismay	surprise	0.570	xemgîn
revenge	surprise	0.570	heyf
nefarious	surprise	0.562	nefarious
fascinate	surprise	0.562	balkêş
jerk	surprise	0.562	jerk
ecstatic	surprise	0.562	ecstatic
reward	surprise	0.562	xelat
uncover	surprise	0.562	vekin
reappear	surprise	0.562	dîsa derketin
zany	surprise	0.555	zany
whim	surprise	0.555	whim
thaumaturgy	surprise	0.555	taumaturjî
conjure	surprise	0.555	conjure
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	rizgarî
daze	surprise	0.547	daze
heroism	surprise	0.547	lehengiyê
illuminate	surprise	0.547	biriqandin
winner	surprise	0.547	serketî
ejaculation	surprise	0.547	ejaculation
thwart	surprise	0.547	asteng kirin
rarity	surprise	0.547	kêmasî
unbridled	surprise	0.547	bêsînor
tantalizing	surprise	0.547	tantalizing
punch	surprise	0.539	punch
cheer	surprise	0.539	kêfhatinî
treason	surprise	0.539	îxanet
violation	surprise	0.539	birîn
celebration	surprise	0.539	kêfî
illusion	surprise	0.539	xiyal
marvel	surprise	0.539	heyran
lucky	surprise	0.539	şayî
lunge	surprise	0.539	lunge
interrupt	surprise	0.539	devjêberdan
insult	surprise	0.539	kêmkirinî
concealed	surprise	0.531	veşartî
snag	surprise	0.531	snag
sensation	surprise	0.531	bûyerê ecêb
banger	surprise	0.531	banger
fearfully	surprise	0.531	bi tirs
affront	surprise	0.531	affront
jest	surprise	0.531	jest
undiscovered	surprise	0.523	veşartî
liberate	surprise	0.523	rizgarkirin
veer	surprise	0.523	veer
abandonment	surprise	0.523	terikandin
immediacy	surprise	0.523	yekserbûn
improvise	surprise	0.523	lihevanîn
victimized	surprise	0.523	mexdûr kirin
scorpion	surprise	0.523	dûpişk
majestic	surprise	0.523	majestic
wonder	surprise	0.523	mûcîze
rejoice	surprise	0.523	kêfkirin
tickle	surprise	0.516	xûrîk
chance	surprise	0.516	tesadûf
yelp	surprise	0.516	yelp
howl	surprise	0.516	zûrîn
stealthily	surprise	0.516	bi dizî
unintentionally	surprise	0.508	bêhemdî
magnificent	surprise	0.508	geş
reflex	surprise	0.508	berxwek
garish	surprise	0.508	garish
transcendence	surprise	0.508	transcendence
rave	surprise	0.508	rave
luck	surprise	0.508	şahî
swerve	surprise	0.508	hejandin
pop	surprise	0.508	pop
enliven	surprise	0.500	zindî kirin
slayer	surprise	0.500	qatil
remarkable	surprise	0.500	balkêş
infrequent	surprise	0.500	kêm
pang	surprise	0.500	pang
erotic	surprise	0.500	erotîk
misbehavior	surprise	0.500	nebaş kirin
diversion	surprise	0.500	balalîdanî
heroic	surprise	0.500	qehremanî
alertness	surprise	0.500	hişyarbûn
marvelous	surprise	0.500	pirxweş
fainting	surprise	0.500	bêhişbûn
embarrassment	surprise	0.500	fedî
nab	surprise	0.492	nab
birthday	surprise	0.492	rojbûn
camouflage	surprise	0.492	xweveşartinî
unutterable	surprise	0.492	unutterable
chimera	surprise	0.492	chimera
trump	surprise	0.492	Trump
decoy	surprise	0.492	decoy
infarct	surprise	0.492	infarkt
greatness	surprise	0.492	mezinahî
exigent	surprise	0.492	exigent
prick	surprise	0.484	piçik
variable	surprise	0.484	têgûherr
curiosity	surprise	0.484	miraq
daemon	surprise	0.484	daemon
inexpressible	surprise	0.484	nayê vegotin
magician	surprise	0.484	sihrevan
underestimate	surprise	0.484	biçûkdîtin
fanfare	surprise	0.484	fanfare
horde	surprise	0.484	horde
zeal	surprise	0.484	xîret
incident	surprise	0.477	bûyer
illumination	surprise	0.477	biriqîn
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	pişkîn
subversive	surprise	0.477	bindest
gawk	surprise	0.477	gawk
fortune	surprise	0.477	hebûnî
strange	surprise	0.477	xerîb
dreadfully	surprise	0.477	tirsnak
unguarded	surprise	0.477	bêparastin
prowl	surprise	0.469	prowl
reversal	surprise	0.469	tersî
wizard	surprise	0.469	wizard
rapid	surprise	0.469	jêqetandin
leery	surprise	0.469	leery
break	surprise	0.461	şikesta
slip	surprise	0.461	derpê
divergent	surprise	0.461	divergent
hilarious	surprise	0.461	hilarious
coincidence	surprise	0.461	hevcivîn
subito	surprise	0.461	subito
overestimate	surprise	0.453	zêde dinirxînin
ordeal	surprise	0.453	ceribandin
evanescence	surprise	0.453	evanescence
merriment	surprise	0.453	şahî
raffle	surprise	0.453	raffle
winning	surprise	0.453	serketî
wonderful	surprise	0.453	pirxweş
hoax	surprise	0.453	hoax
confession	surprise	0.453	mûkir
splendid	surprise	0.445	birqok
stound	surprise	0.445	stand
perchance	surprise	0.445	belkî
excel	surprise	0.445	excel
enthusiast	surprise	0.445	enthusiast
gambling	surprise	0.445	qumar
feat	surprise	0.445	kar
laughter	surprise	0.445	pêkenîn
brighten	surprise	0.438	ronî kirin
unique	surprise	0.438	yekane
senseless	surprise	0.438	bêhîs
changeable	surprise	0.438	digûherr
splendor	surprise	0.438	spehî
rapt	surprise	0.438	rapt
unintentional	surprise	0.438	bêqesd
fascination	surprise	0.430	balkêşî
trepidation	surprise	0.430	trepidation
lawsuit	surprise	0.430	doz
gift	surprise	0.430	dîyarî
stealthy	surprise	0.430	dizî
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	fen
delighted	surprise	0.430	dilşad
judgment	surprise	0.422	biryar
stealth	surprise	0.422	dizî
enchant	surprise	0.422	efsûn
originality	surprise	0.422	originality
riddle	surprise	0.422	şertonek
quicksilver	surprise	0.422	zîv zû
illegitimate	surprise	0.414	bêbavane
experiment	surprise	0.414	ceribandinî
elusive	surprise	0.414	jidestrevî
syncope	surprise	0.414	syncope
liberation	surprise	0.414	rizgarî
spirits	surprise	0.414	ruhên
perjury	surprise	0.414	sonda derewîn
veracity	surprise	0.414	rastbûn
parade	surprise	0.406	temaşe
applause	surprise	0.406	çepik
inspired	surprise	0.406	îlham kirin
allure	surprise	0.406	dilkişîn
eager	surprise	0.406	jîrane
gambler	surprise	0.406	lîstikvan
fete	surprise	0.406	fete
divorce	surprise	0.398	telaqdanî
guess	surprise	0.398	texmîn
princely	surprise	0.398	mîr
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	xanîdar
incontinence	surprise	0.391	bêhêvîbûn
peri	surprise	0.391	peri
cheerful	surprise	0.391	şa
hermaphrodite	surprise	0.391	hermafrodît
supremacy	surprise	0.391	serketinî
aspiration	surprise	0.391	aspiration
buck	surprise	0.383	buck
lose	surprise	0.383	windakirin
cadaver	surprise	0.383	cadaver
crowning	surprise	0.383	tackirin
praiseworthy	surprise	0.383	pesindar
inheritance	surprise	0.383	mîratî
score	surprise	0.383	rewşa nixtan
gulp	surprise	0.375	gulp
camouflaged	surprise	0.375	kamûflaj kirin
advance	surprise	0.375	pêşveçûn
succeed	surprise	0.375	serketin
frisky	surprise	0.375	frisky
mystic	surprise	0.375	mîstîk
compliment	surprise	0.375	pesin
hope	surprise	0.367	hêvî
joker	surprise	0.367	joker
sparkle	surprise	0.367	sparkle
excavation	surprise	0.367	kol
sensual	surprise	0.367	bifêhmî
entertainment	surprise	0.359	axaftin
feeling	surprise	0.359	his
modify	surprise	0.352	gûhertin
blessings	surprise	0.352	bereket
newcomer	surprise	0.352	nûhatî
obit	surprise	0.352	obit
postponement	surprise	0.352	tarloq
award	surprise	0.352	xelatkirin
clown	surprise	0.352	palyaço
highest	surprise	0.344	herî bilind
hero	surprise	0.344	qehreman
glorify	surprise	0.344	qîmetzêdegirtin
proficiency	surprise	0.344	jêhatîbûn
start	surprise	0.344	destpêkirin
wonderfully	surprise	0.344	ecêb
celebrity	surprise	0.344	celebrity
rekindle	surprise	0.336	vejîne
optimism	surprise	0.336	xweşbînî
sanctify	surprise	0.336	pîroz kirin
unbeaten	surprise	0.336	bêbinî
prodigious	surprise	0.336	prodigious
grin	surprise	0.336	binsimbêlkenînî
memorable	surprise	0.336	memorable
warned	surprise	0.336	hişyar kir
dissolution	surprise	0.336	hilweşandin
hypertrophy	surprise	0.328	hîpertrofî
admiration	surprise	0.328	dilpêmayî
examination	surprise	0.320	îmtîhan
angel	surprise	0.320	milyaket
present	surprise	0.320	amade
catch	surprise	0.320	girtin
hap	surprise	0.320	hap
saint	surprise	0.312	ezîz
embrace	surprise	0.312	himbêzkirin
flirt	surprise	0.312	flirt
puma	surprise	0.312	puma
kiss	surprise	0.312	maç
liberty	surprise	0.312	Azadî
scrimmage	surprise	0.312	scrimmage
treat	surprise	0.312	dermankirin
inaffable	surprise	0.312	inafable
occasional	surprise	0.312	carinan
dismissal	surprise	0.312	berdanî
perfection	surprise	0.305	gîhiştî
saintly	surprise	0.305	pîroz
gratify	surprise	0.305	dilgeş kirin
generosity	surprise	0.305	dilmezinî
sally	surprise	0.305	sally
palpable	surprise	0.297	palpable
finally	surprise	0.297	paşan
differently	surprise	0.297	cuda
polarity	surprise	0.297	polarity
ceremony	surprise	0.297	şênayî
favorable	surprise	0.297	erzan
larger	surprise	0.297	mezintir
warn	surprise	0.297	gazîgîhandin
medal	surprise	0.289	xelat
romance	surprise	0.289	navderketina evînî
inviting	surprise	0.289	vexwendin
greeting	surprise	0.289	silav
resignation	surprise	0.281	şûndekişî
accolade	surprise	0.281	accolade
labor	surprise	0.281	kar
candid	surprise	0.281	vekirî
trip	surprise	0.281	gerr
stare	surprise	0.273	ziqnerrîn
admire	surprise	0.266	lêşaşman
glimmer	surprise	0.266	çirûsk
playful	surprise	0.266	lîstikî
somatic	surprise	0.266	somatic
festival	surprise	0.266	cejn
mimicry	surprise	0.266	mimicry
insolvency	surprise	0.266	îflasê
immerse	surprise	0.266	navdekirin
invite	surprise	0.266	ezimanden
compensate	surprise	0.266	zîyandayin
receiving	surprise	0.258	wergirtin
complement	surprise	0.258	temam dikin
chuckle	surprise	0.258	kenîn
laugh	surprise	0.258	ken
hypothesis	surprise	0.258	hîpoteza
honeymoon	surprise	0.250	gera paşzewacê
opera	surprise	0.242	opîra
pleasant	surprise	0.242	xweş
marry	surprise	0.242	zewicîn
independence	surprise	0.242	serxwebûnî
chant	surprise	0.234	sing
holiness	surprise	0.234	rûhanî
assessment	surprise	0.234	bellîkirinî
rhythmical	surprise	0.234	rîtmîkî
hopeful	surprise	0.234	hêvîyane
leave	surprise	0.234	terikandin
trophy	surprise	0.234	bîrane
deal	surprise	0.227	bazirganî
procession	surprise	0.227	pêvajo
placard	surprise	0.227	pankart
shopping	surprise	0.219	shopping
musical	surprise	0.219	mûsîqî
cherish	surprise	0.219	hurmet kirin
good	surprise	0.219	baş
dawn	surprise	0.211	bandev
simplify	surprise	0.211	asankirin
shell	surprise	0.211	legan
morals	surprise	0.203	exlaqî
money	surprise	0.203	dirav
nullify	surprise	0.203	betal kirin
purity	surprise	0.203	paqijiyê
sweet	surprise	0.203	şêrîn
synchronize	surprise	0.195	hevdem bikin
precious	surprise	0.195	giranbiha
humanitarian	surprise	0.195	mirovahî
preservative	surprise	0.195	dermanê parastinê
unfulfilled	surprise	0.195	pêknehatî
obliging	surprise	0.188	mecbûr kirin
singularly	surprise	0.188	yekalî
graduation	surprise	0.180	refpîvok
foresee	surprise	0.180	pêşbînî kirin
pray	surprise	0.180	dûakirin
lovely	surprise	0.180	têhezkir
thirst	surprise	0.172	tîbûnî
mouth	surprise	0.172	dev
youth	surprise	0.172	ciwanan
sun	surprise	0.172	tav
art	surprise	0.172	fen
goodness	surprise	0.164	başî
latent	surprise	0.156	latent
visor	surprise	0.156	visor
overdue	surprise	0.156	demhatî
practiced	surprise	0.156	pratîk kirin
loyal	surprise	0.148	pêvgirêda
expect	surprise	0.148	bendeman
wireless	surprise	0.148	bêtêl
destination	surprise	0.148	armanca seyahatê
infant	surprise	0.141	zarokê biçûk
cream	surprise	0.141	qeymax
slush	surprise	0.141	herrî
quote	surprise	0.141	pêşnîyarîya bedelê
playground	surprise	0.133	cihê lîstikê
vote	surprise	0.125	deng
teach	surprise	0.125	hînkirin
organization	surprise	0.125	sazûman
dolphin	surprise	0.117	masîyê ûnis
weight	surprise	0.117	pîvan
smile	surprise	0.117	kenn
sisterhood	surprise	0.109	xwişkbûn
cable	surprise	0.109	kablo
sunny	surprise	0.102	ro
steady	surprise	0.094	steady
peaceful	surprise	0.086	aş
spa	surprise	0.086	spa
leisure	surprise	0.086	betalî
picnic	surprise	0.078	pîknîk
tree	surprise	0.078	dar
worm	surprise	0.055	kûrm
truthfulness	trust	0.906	rastiyê
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	pêbawer
honor	trust	0.844	namûs
honesty	trust	0.844	rastî
honest	trust	0.844	dilpaqij
truth	trust	0.844	rastî
truthful	trust	0.836	dilsoz
trusting	trust	0.836	pêbawer kirin
brotherhood	trust	0.820	biratî
entrust	trust	0.812	emanet kirin
committed	trust	0.805	pêk anîn
loyalty	trust	0.805	pêvgirêdayî
integrity	trust	0.805	linavketinî
honorable	trust	0.805	binamûs
trust	trust	0.805	bawerî
credibility	trust	0.805	bawerîpêhatinî
faithful	trust	0.797	girêda
sincere	trust	0.797	dilrast
partnership	trust	0.789	hevaltî
responsible	trust	0.789	berpirsîyare
true	trust	0.789	rast
wisdom	trust	0.789	rîsipîti
verification	trust	0.781	tesdîq
cooperative	trust	0.781	amadeyê alîkarî
vow	trust	0.781	sond
oath	trust	0.781	sond
respectable	trust	0.773	emelxweş
sisterhood	trust	0.773	xwişkbûn
hero	trust	0.773	qehreman
credible	trust	0.773	pêbawer
promise	trust	0.773	ahd
verified	trust	0.773	verast kirin
qualified	trust	0.766	xwende
authentication	trust	0.766	authentication
respected	trust	0.766	rêzdar
compassion	trust	0.759	dilêşî
approval	trust	0.758	qayilî
moral	trust	0.758	rûhî
reliability	trust	0.758	pêbawerî
trusts	trust	0.758	pêbawer kirin
safekeeping	trust	0.758	parastinê
reputable	trust	0.758	bi navûdeng
love	trust	0.758	evîn
friend	trust	0.750	heval
stable	trust	0.750	stewr
authentic	trust	0.750	rast
competence	trust	0.750	zanyî
safeguard	trust	0.750	parastin
companion	trust	0.750	hevala rê
advised	trust	0.750	şîret kirin
respect	trust	0.750	rûmet
loyal	trust	0.750	pêvgirêda
genuine	trust	0.750	rast
friendships	trust	0.750	bawer dike
ally	trust	0.750	hevkar
proven	trust	0.742	îsbat kirin
freedom	trust	0.742	azadî
respects	trust	0.742	hurmet
accepting	trust	0.742	hevaltî
faith	trust	0.742	bawerî
wholesome	trust	0.742	sax
heartfelt	trust	0.734	ji dil
unification	trust	0.734	komele
confirmation	trust	0.734	tesdîq
protecting	trust	0.734	parastin
reassurance	trust	0.734	rehetî
trustee	trust	0.734	wekîl
supporter	trust	0.734	piştgir
respectful	trust	0.734	rûmetar
admirable	trust	0.734	qeşeng
fact	trust	0.727	berçavî
friendship	trust	0.727	dostî
partners	trust	0.727	qebûl kirin
confidentially	trust	0.727	bi nepenî
confident	trust	0.727	bigûman
equality	trust	0.727	wekhevî
alliance	trust	0.727	hevkarî
credential	trust	0.727	pêbawer
believing	trust	0.727	bawer kirin
excellence	trust	0.727	gelekbaşî
agreement	trust	0.727	lihevhatin
closeness	trust	0.719	nêzîkbûn
authenticate	trust	0.719	tesdîqkirin
virtuous	trust	0.719	virtuous
intelligence	trust	0.719	nûçe
kindred	trust	0.719	xizm
virtue	trust	0.719	fezîlet
honored	trust	0.719	bi rûmet
justice	trust	0.711	mafî
charitable	trust	0.711	xêrxwaz
determination	trust	0.711	tespîtkirinî
creditable	trust	0.711	kredî
consistency	trust	0.711	hevgirtî
allegiance	trust	0.711	dilsozî
cooperation	trust	0.711	hevkarî
guarantee	trust	0.711	garantî
dedication	trust	0.711	şabaşî
straightforward	trust	0.711	yekser
cooperating	trust	0.711	hevkarî dikin
reliable	trust	0.703	bawerdar
nurture	trust	0.703	mezinkirin
mother	trust	0.703	dê
fulfilled	trust	0.703	pêk anîn
admiration	trust	0.703	dilpêmayî
mentor	trust	0.703	mentor
guardianship	trust	0.703	welî
assurance	trust	0.703	sîxorte
morality	trust	0.703	rûhane
motherhood	trust	0.703	dayikbûn
innocent	trust	0.703	bêsûc
reverence	trust	0.703	rêzgirtin
sanctuary	trust	0.703	dorhalîyê parastî
friendliness	trust	0.703	dostanî
prepared	trust	0.703	amade kirin
admire	trust	0.703	lêşaşman
protected	trust	0.703	parastin
proof	trust	0.703	delîl
bodyguard	trust	0.695	bedenparêz
skillful	trust	0.695	jêhatî
marriage	trust	0.695	mahrî
allied	trust	0.695	hevkar
morals	trust	0.695	exlaqî
humanitarian	trust	0.695	mirovahî
pact	trust	0.695	peyman
courage	trust	0.695	cesaret
accountable	trust	0.695	berpirsîyarîn
agreeable	trust	0.695	xweş
united	trust	0.695	yekbû
indestructible	trust	0.695	bêhêvî
approving	trust	0.695	pejirandin
guardian	trust	0.695	wekîl
compassionate	trust	0.695	dilovan
scientist	trust	0.695	zanistvan
certified	trust	0.695	pejirandî
pledge	trust	0.688	berdêl
adviser	trust	0.688	şêwirvan
authenticity	trust	0.688	rasteqînî
understanding	trust	0.688	lihevhat
secure	trust	0.688	bicî
guidance	trust	0.688	birêvebirî
monogamy	trust	0.688	monogamy
valor	trust	0.688	jîrî
solidity	trust	0.688	solidity
perfection	trust	0.688	gîhiştî
believed	trust	0.688	bawer kirin
humanity	trust	0.688	mirovatî
justifiable	trust	0.688	rewa
competent	trust	0.688	zana
esteem	trust	0.688	rêzgirtin
protector	trust	0.680	parastinî
inspire	trust	0.680	eyankirin
hope	trust	0.680	hêvî
strongest	trust	0.680	hevkarên
expertise	trust	0.680	pisporî
humble	trust	0.680	dilnizm
indivisible	trust	0.680	nayê dabeşkirin
official	trust	0.680	fermî
affirm	trust	0.680	bawerdayin
familiarity	trust	0.680	nasîn
confirmed	trust	0.680	piştrast kirin
diligence	trust	0.680	jîrî
grandfather	trust	0.680	bapîr
advocacy	trust	0.680	parêzvanî
goodness	trust	0.680	başî
commendable	trust	0.680	pesinhêja
acceptance	trust	0.680	bawerî
diplomatic	trust	0.680	dîplomatîk
leader	trust	0.680	birêvebir
confide	trust	0.680	bawerpêanîn
agreeing	trust	0.680	lihevhatin
approve	trust	0.680	destûrdan
professional	trust	0.680	karî
elders	trust	0.680	mezinan
confidential	trust	0.680	bawerane
faultless	trust	0.672	bêqusûr
believes	trust	0.672	qebûl kirin
sanctify	trust	0.672	pîroz kirin
intelligent	trust	0.672	reweşenbîr
safe	trust	0.672	emîn
accepted	trust	0.672	herî xurt
dignity	trust	0.672	rûmet
unwavering	trust	0.672	bêhêvî
encyclopedia	trust	0.672	ensîklopediya
mastery	trust	0.672	hostatî
cohesive	trust	0.672	hevgirtî
harmoniously	trust	0.672	bi aheng
benevolence	trust	0.672	xêrxwazî
healing	trust	0.672	saxkirin
accredited	trust	0.672	pejirandî
covenant	trust	0.672	peyman
accountability	trust	0.664	berpirsiyarî
team	trust	0.664	kom
authority	trust	0.664	erc
heroic	trust	0.664	qehremanî
reliance	trust	0.664	reliance
expert	trust	0.664	pispor
communicate	trust	0.664	agahdayin
spiritual	trust	0.664	fikrî
impeccable	trust	0.664	bêqisûr
specialist	trust	0.664	taybetzana
affirmatively	trust	0.664	bi erêkirin
proficient	trust	0.664	jîr
fulfillment	trust	0.664	bicihanînî
advocate	trust	0.664	pêşnîyarkirin
disciple	trust	0.664	dilxaz
attestation	trust	0.664	tesdîqkirin
merit	trust	0.664	birin
supporting	trust	0.664	piştgirî kirin
ambassador	trust	0.664	sefîr
guidebook	trust	0.664	rêber
accept	trust	0.664	baweranîn
strengthening	trust	0.661	xurtkirin
holiness	trust	0.656	rûhanî
facts	trust	0.656	facts
warranty	trust	0.656	libersekînîn
strength	trust	0.656	qawet
relationship	trust	0.656	peywendî
defended	trust	0.656	parastin
constancy	trust	0.656	berdewamî
favorable	trust	0.656	erzan
gentleman	trust	0.656	birêz
counsel	trust	0.656	pêşnîyardanî
scientific	trust	0.656	zanistî
structure	trust	0.656	awayî
elder	trust	0.656	gewretir
excellent	trust	0.656	pirrbidilî
achieve	trust	0.656	gîhaştin
steadfast	trust	0.656	steafast
familiar	trust	0.656	nas
