English Word	Emotion	Emotion-Intensity-Score	Sinhala Word
atone	trust	0.438	සමාව දෙනවා
cabinet	trust	0.438	මණ්ඩල
merci	trust	0.438	වැදගත් වේ
tandem	trust	0.438	ටැන්ඩම්
elite	trust	0.438	ප්රභූ
inauguration	trust	0.438	සමාරම්භක
elect	trust	0.438	තෝරනවා
encore	trust	0.438	encore
villager	trust	0.438	ගැමියා
oracle	trust	0.438	ඔරකල්
fate	trust	0.438	ඉරණම
sun	trust	0.438	හිරු
pay	trust	0.430	ගෙවනවා
base	trust	0.430	පදනම
bridal	trust	0.430	මනාලිය
persuade	trust	0.430	ඒත්තු ගන්වන්න
lender	trust	0.430	ණය දෙන්නා
playful	trust	0.430	සෙල්ලක්කාර
occupant	trust	0.430	පදිංචිකරු
impressionable	trust	0.430	සිත් ඇදගන්නා සුළුය
resources	trust	0.430	සම්පත්
repay	trust	0.430	ආපසු ගෙවන්න
toughness	trust	0.430	දැඩි බව
rule	trust	0.430	නීතිය
elucidate	trust	0.430	පැහැදිලි කරන්න
utopian	trust	0.430	මනෝරාජික
wealth	trust	0.430	ධනය
compact	trust	0.430	සංගත
errand	trust	0.430	වරදක්
simplify	trust	0.430	සරල කරන්න
neutrality	trust	0.430	මධ්යස්ථභාවය
count	trust	0.430	ගණන් කරන්න
grit	trust	0.430	grit
differential	trust	0.430	අවකලනය
blanket	trust	0.430	පොරවනය
hail	trust	0.430	හිම කැට
deacon	trust	0.430	උපස්ථායකයා
sentry	trust	0.430	මුරකරු
bequest	trust	0.430	දායාද කිරීම
disclosed	trust	0.430	අනාවරණය කර ඇත
cop	trust	0.430	පොලිස් නිලධාරියා
circle	trust	0.430	කවය
grammar	trust	0.430	ව්යාකරණ
invite	trust	0.430	ආරාධනා කරන්න
estimable	trust	0.430	ඇස්තමේන්තුගත
maintenance	trust	0.422	නඩත්තු
supplication	trust	0.422	අයැදීම
fixed	trust	0.422	ස්ථාවර
accountant	trust	0.422	ගණකාධිකාරී
sing	trust	0.422	ගයනවා
eulogize	trust	0.422	ප්‍රශංසා කරන්න
easiest	trust	0.422	merci
dealings	trust	0.422	ගනුදෙනු
axiom	trust	0.422	axiom
enablement	trust	0.422	සක්රීය කිරීම
diary	trust	0.422	දිනපොත
trading	trust	0.422	වෙළඳාම
perennial	trust	0.422	බහු වාර්ෂික
primer	trust	0.422	ප්රාථමිකය
truss	trust	0.422	truss
travel	trust	0.422	ගමන්
apprentice	trust	0.422	ආධුනිකයා
hymn	trust	0.422	ගීය
theocratic	trust	0.422	දිව්යාණ්ඩුමය
forum	trust	0.422	මණ්ඩපය
continue	trust	0.422	දිගටම
supremacy	trust	0.422	උත්තරීතරත්වය
wonderstruck	trust	0.422	mlk
probity	trust	0.422	සම්භාවිතාව
parish	trust	0.422	පල්ලිය
treat	trust	0.422	සලකන්න
respite	trust	0.422	විවේකය
dominion	trust	0.422	ආධිපත්යය
antiseptic	trust	0.422	විෂබීජ නාශක
assignee	trust	0.422	පැවරුම්කරු
reconsideration	trust	0.422	නැවත සලකා බැලීම
intend	trust	0.422	අදහස්
shopkeeper	trust	0.422	සාප්පු හිමියා
commodore	trust	0.414	කොමදෝරු
fellas	trust	0.414	සමලිංගිකයන්
routine	trust	0.414	චර්යාව
cash	trust	0.414	මුදල්
labor	trust	0.414	කම්කරු
offering	trust	0.414	පූජා කරනවා
specialize	trust	0.414	විශේෂඥ
gazette	trust	0.414	ගැසට්
choir	trust	0.414	ගායනා කණ්ඩායම
cogent	trust	0.414	cogent
deference	trust	0.414	ගෞරවය
serve	trust	0.414	සේවය
leap	trust	0.414	පිම්ම
preservative	trust	0.414	කල් තබා ගන්නා
akin	trust	0.414	හුරු
amortization	trust	0.414	ක්රමක්ෂය කිරීම
consort	trust	0.414	සහකාරිය
salary	trust	0.414	වැටුප
incline	trust	0.414	ආනතිය
synod	trust	0.414	සිනොඩ්
gate	trust	0.414	ගේට්ටුව
conglomerate	trust	0.414	සංගත
kudos	trust	0.414	පින්
reporter	trust	0.414	වාර්තාකරු
trainer	trust	0.414	පුහුණුකරු
athlete	trust	0.414	මලල ක්රීඩකයා
privilege	trust	0.414	වරප්රසාද
rapt	trust	0.414	rapt
transaction	trust	0.414	ගනුදෙනුව
radar	trust	0.406	රේඩාර්
judged	trust	0.406	විනිශ්චය කළා
legislator	trust	0.406	ව්යවස්ථාදායකය
dermatologist	trust	0.406	චර්ම රෝග විශේෂඥයා
executor	trust	0.406	ක්රියාත්මක කරන්නා
system	trust	0.406	පද්ධතියක්
budget	trust	0.406	අයවැය
trophy	trust	0.406	කුසලානය
tree	trust	0.406	ගස
leisure	trust	0.406	විවේකය
fitting	trust	0.406	සවි කිරීම
glorify	trust	0.406	උත්කර්ෂයට නංවයි
sanction	trust	0.406	සම්බාධක
reimbursement	trust	0.406	අයකරගැනීමේ
extol	trust	0.406	ප්රශංසා කරන්න
patrol	trust	0.406	මුර සංචාරයේ යෙදී
nation	trust	0.406	ජාතිය
linguist	trust	0.406	වාග් විද්යාඥයා
luxury	trust	0.406	සුඛෝපභෝගී
abacus	trust	0.406	abacus
gentry	trust	0.398	වංශවත්
intense	trust	0.398	දැඩි
neutral	trust	0.398	මධ්යස්ථ
clearance	trust	0.398	නිෂ්කාශනය
paths	trust	0.398	ජෙරමියා
iron	trust	0.398	යකඩ
ground	trust	0.398	බිම
deluxe	trust	0.398	deluxe
clan	trust	0.398	වංශය
climax	trust	0.398	උච්චතම අවස්ථාව
electorate	trust	0.398	ඡන්දදායකයන්
merchandise	trust	0.398	වෙළඳ භාණ්ඩ
favs	trust	0.398	පහසුම
eulogy	trust	0.398	ගුණ ගායනා
yearning	trust	0.398	ආශාවෙන්
explain	trust	0.398	පැහැදිලි කරන්න
journalism	trust	0.398	පුවත්පත් කලාව
nest	trust	0.398	කූඩුව
parietal	trust	0.398	ප්රාචීරය
fain	trust	0.398	දුර්වලයි
pursue	trust	0.398	හඹා යනවා
popular	trust	0.398	ජනප්රිය
barter	trust	0.398	හුවමාරුව
glow	trust	0.398	දිලිසෙනවා
depository	trust	0.398	තැන්පතු
quaint	trust	0.398	චමත්කාරජනක
follower	trust	0.391	අනුගාමිකයා
surrogate	trust	0.391	ප්රතිනිහිතය
grin	trust	0.391	සිනහව
accounts	trust	0.391	ගිණුම්
chandler	trust	0.391	චැන්ඩ්ලර්
star	trust	0.391	තරුව
regardless	trust	0.391	පුදුමයට පත් විය
deal	trust	0.391	ගනුදෙනුව
armory	trust	0.391	අවි ගබඩාව
messenger	trust	0.391	පණිවිඩකරුවා
recline	trust	0.391	සැතපෙන්න
escort	trust	0.391	පරිවාර
stages	trust	0.391	යාලුවනේ
translation	trust	0.391	පරිවර්තනය
eulogistic	trust	0.391	ප්‍රශංසනීය
intercession	trust	0.391	මැදිහත් වීම
usher	trust	0.391	ආරම්භය
downright	trust	0.391	කෙලින්ම
horse	trust	0.391	අශ්වයා
paean	trust	0.391	paean
homie	trust	0.391	relancer
baggage	trust	0.391	බඩුබාහිර
cube	trust	0.391	ඝනකයක්
label	trust	0.383	ලේබලය
plaudit	trust	0.383	ප්රශංසා කිරීම
lean	trust	0.383	කෙට්ටු
culinary	trust	0.383	සූපශාස්ත්ර
larger	trust	0.383	විශාල
bartender	trust	0.383	බාර්ටෙන්ඩර්
crisp	trust	0.383	හැපෙනසුළු
faculty	trust	0.383	පීඨය
gage	trust	0.383	ගේජ්
curfew	trust	0.383	ඇඳිරි නීතිය
fortune	trust	0.383	වාසනාව
bounty	trust	0.383	ත්යාගය
leaning	trust	0.383	නැඹුරුව
reparation	trust	0.383	වන්දි ගෙවීම
encomiastic	trust	0.383	encomiastic
series	trust	0.383	මාලාවක්
edited	trust	0.383	මාර්ග
possess	trust	0.383	සතුය
someday	trust	0.383	කැමති
clapping	trust	0.375	අත්පුඩි ගසමින්
cover	trust	0.375	ආවරණය
sex	trust	0.375	ලිංගිකත්වය
adjust	trust	0.375	සකස් කරන්න
bouquet	trust	0.375	මල් කළඹක්
picnic	trust	0.375	විනෝද චාරිකාව
personalities	trust	0.375	අදියර
assessor	trust	0.375	තක්සේරුකරු
differences	trust	0.375	වෙනස්කම්
general	trust	0.375	ජනරාල්
confederate	trust	0.375	කන්ෆෙඩරේට්
desires	trust	0.375	නොසලකා
cosmopolitan	trust	0.367	කොස්මොපොලිටන්
manual	trust	0.367	අත්පොත
dogma	trust	0.367	ධර්මය
marine	trust	0.367	සමුද්ර
pretty	trust	0.367	ලස්සනයි
nestle	trust	0.367	නෙස්ලේ
garrison	trust	0.367	බලකොටුව
throne	trust	0.367	සිංහාසනය
superstar	trust	0.367	සුපිරි තරුව
senate	trust	0.367	සෙනෙට් සභාව
dolphin	trust	0.367	ඩොල්ෆින්
bursary	trust	0.367	ශිෂ්‍යාධාරය
disclaim	trust	0.367	වියාචනය
knickers	trust	0.367	නිකර්
collateral	trust	0.367	ඇපකරය
marrow	trust	0.367	ඇටමිදුළු
bargain	trust	0.367	කේවල් කරනවා
magnet	trust	0.367	චුම්බකය
swell	trust	0.367	ඉදිමීම
bailiff	trust	0.367	ඇපකරු
periodicity	trust	0.367	ආවර්තිතා
microscope	trust	0.367	අන්වීක්ෂය
money	trust	0.359	මුදල
green	trust	0.359	හරිත
lettered	trust	0.359	අකුරු සහිත
fender	trust	0.359	fender
promo	trust	0.359	promo
dance	trust	0.359	නටනවා
phalanx	trust	0.359	ෆැලන්ක්ස්
privileged	trust	0.359	වරප්රසාද ලත්
mortgagee	trust	0.359	උකස්
boomerang	trust	0.359	බූමරන්ග්
eulogium	trust	0.359	eulogium
roadster	trust	0.359	රෝඩ්ස්ටර්
calls	trust	0.359	ඇමතුම්
circumstances	trust	0.359	තත්වයන්
footing	trust	0.359	පා තැබීම
stark	trust	0.359	දැඩි
vulnerable	trust	0.359	අවදානමට ලක්විය හැකි
fade	trust	0.359	මැකී යයි
aga	trust	0.359	ආගා
maxim	trust	0.359	උපරිම
suggest	trust	0.352	යෝජනා කරනවා
banker	trust	0.352	බැංකුකරු
crescendo	trust	0.352	crescendo
administrative	trust	0.352	පරිපාලන
laser	trust	0.352	ලේසර්
show	trust	0.352	පෙන්වන්න
rave	trust	0.352	rave
fuse	trust	0.352	ෆියුස්
poll	trust	0.352	මත විමසුම
tactics	trust	0.352	උපක්රම
seals	trust	0.352	මුද්රා
font	trust	0.352	අකුරු
attorney	trust	0.352	නීතිඥ
axiomatic	trust	0.352	අක්ෂීය
holder	trust	0.344	දරන්නා
purr	trust	0.344	purr
proviso	trust	0.344	විධිවිධාන
playground	trust	0.344	ක්රීඩා පිටිය
servant	trust	0.344	සේවකයා
dame	trust	0.344	ඩැම්
lace	trust	0.344	ලේස්
weigh	trust	0.344	බර
dealt	trust	0.344	කොලින්ස්
petit	trust	0.344	හෝමි
entertainment	trust	0.344	විනෝදාස්වාදය
bounce	trust	0.344	පිම්මක්
shoutout	trust	0.344	සංස්කරණය කළා
clap	trust	0.344	අත්පුඩි ගසන්න
endless	trust	0.344	නිමක් නැති
opera	trust	0.336	ඔපෙරා
estimation	trust	0.336	ඇස්තමේන්තු කිරීම
lens	trust	0.336	කාච
hairchalk	trust	0.336	කවදා හරි
legislature	trust	0.336	ව්යවස්ථාදායකය
shoulder	trust	0.336	උරහිස
cement	trust	0.336	සිමෙන්ති
food	trust	0.336	කෑම
repute	trust	0.336	කීර්තිය
carol	trust	0.336	කැරොල්
county	trust	0.336	ප්රාන්තය
canons	trust	0.328	කැනන
gauging	trust	0.328	මැන බැලීම
execution	trust	0.328	ක්රියාත්මක කිරීම
swear	trust	0.328	දිවුරනවා
wear	trust	0.328	අඳිනවා
theory	trust	0.328	න්යාය
struggles	trust	0.328	ආශාවන්
youll	trust	0.328	බර්මිනාට්
corporation	trust	0.328	සංස්ථා
zeal	trust	0.328	ජ්වලිතය
unofficial	trust	0.320	නිල නොවන
disposed	trust	0.320	බැහැර කර ඇත
heyday	trust	0.320	උච්චතම අවස්ථාව
interior	trust	0.320	අභ්යන්තරය
proxy	trust	0.320	ප්රොක්සි
fill	trust	0.320	පිරවීම
rod	trust	0.320	සැරයටිය
aksesoris	trust	0.320	jual
cap	trust	0.320	තොප්පිය
clerical	trust	0.320	ලිපිකරු
sib	trust	0.320	sib
pavement	trust	0.320	පදික වේදිකාව
girder	trust	0.320	ඉඟටිය
darkest	trust	0.320	බ්රිස්ටල්
handgel	trust	0.320	පෞරුෂයන්
prophylactic	trust	0.312	රෝග නිවාරක
pill	trust	0.312	පෙති
