English Word	Emotion	Emotion-Intensity-Score	Persian Word
judgment	trust	0.469	داوری
judicious	trust	0.469	دارای قوه قضاوت سلیم
top	trust	0.469	بالا
title	trust	0.469	عنوان
vicar	trust	0.469	معاون
bridesmaid	trust	0.469	ساقدوش عروس
commission	trust	0.469	کمیسیون
lifestyle	trust	0.461	سبک زندگی
aunt	trust	0.461	عمه
attendant	trust	0.461	خدمتکار
enroll	trust	0.461	ثبت نام کنید
priesthood	trust	0.461	کشیشی
trade	trust	0.461	تجارت
crucial	trust	0.461	حیاتی
moorings	trust	0.461	پهلوگیری
kitten	trust	0.461	بچه گربه
medal	trust	0.461	مدال
oblige	trust	0.461	وادار کردن
manage	trust	0.461	مدیریت کنید
magnetic	trust	0.461	مغناطیسی
custody	trust	0.461	حضانت
necessarily	trust	0.461	لزوما
partake	trust	0.461	بخور
cautious	trust	0.461	محتاط
consecration	trust	0.461	تقدیس
courier	trust	0.461	پیک
bank	trust	0.461	بانک
lesson	trust	0.461	درس
patriarchal	trust	0.461	پدرسالاری
eventually	trust	0.461	شمارش کرد
commerce	trust	0.461	تجارت
contains	trust	0.461	در نهایت
theological	trust	0.461	الهیاتی
socially	trust	0.461	شامل
admitted	trust	0.461	پذیرفته
fortress	trust	0.461	قلعه
cathedral	trust	0.455	کلیسای جامع
deputy	trust	0.453	قائم مقام
commonplace	trust	0.453	عادی
puppy	trust	0.453	توله سگ
president	trust	0.453	رئيس جمهور
finally	trust	0.453	سرانجام
governor	trust	0.453	فرماندار
synergistic	trust	0.453	هم افزایی
excited	trust	0.453	برانگیخته
encomium	trust	0.453	encomium
chart	trust	0.453	چارت سازمانی
perceive	trust	0.453	درک
insulation	trust	0.453	عایق
present	trust	0.453	حاضر
oasis	trust	0.453	واحه
eagle	trust	0.453	عقاب
exchange	trust	0.453	تبادل
foresee	trust	0.453	پیش بینی
strategist	trust	0.453	استراتژیست
journeyman	trust	0.453	کارآموز
dawn	trust	0.453	سپیده دم
laud	trust	0.453	ستایش
level	trust	0.453	مرحله
chairwoman	trust	0.453	رئیس
tradesmen	trust	0.445	اجتماعی
asserting	trust	0.445	ادعا کردن
negotiate	trust	0.445	مذاکره کنند
sensual	trust	0.445	حسی
chocolate	trust	0.445	شکلات
crew	trust	0.445	خدمه
remains	trust	0.445	باقی
dictum	trust	0.445	دستور
theorem	trust	0.445	قضیه
sir	trust	0.445	آقا
employ	trust	0.445	استخدام کردن
usual	trust	0.445	معمولی
operation	trust	0.445	عمل
magnify	trust	0.445	بزرگ کردن
director	trust	0.445	کارگردان
formula	trust	0.445	فرمول
chemist	trust	0.445	شیمیدان
enliven	trust	0.445	زنده کردن
chancellor	trust	0.445	صدراعظم
orthodoxy	trust	0.445	ارتدکس
lodging	trust	0.445	اسکان
exaltation	trust	0.445	تعالی
lord	trust	0.445	خداوند
handbook	trust	0.445	دفترچه راهنما
bridegroom	trust	0.445	داماد
matters	trust	0.445	تاجران
orchestra	trust	0.445	ارکستر
impart	trust	0.445	به اشتراک بگذارند
statistical	trust	0.445	آماری
indemnity	trust	0.445	غرامت
governess	trust	0.438	حاکم
imagination	trust	0.438	خیال پردازی
butler	trust	0.438	خدمتکار
conformity	trust	0.438	مطابقت
digit	trust	0.438	رقم
comptroller	trust	0.438	کنترل کننده
economy	trust	0.438	اقتصاد
conveyancing	trust	0.438	انتقال
arbitrator	trust	0.438	داور
emphasize	trust	0.438	اهمیت دادن
exhaustive	trust	0.438	جامع
abbot	trust	0.438	ابات
atone	trust	0.438	کفاره دادن
cabinet	trust	0.438	کابینه
merci	trust	0.438	مسائل
tandem	trust	0.438	پشت سر هم
elite	trust	0.438	نخبه
inauguration	trust	0.438	افتتاح
elect	trust	0.438	برگزیدن
encore	trust	0.438	انکور
villager	trust	0.438	روستایی
oracle	trust	0.438	اوراکل
fate	trust	0.438	سرنوشت
sun	trust	0.438	آفتاب
pay	trust	0.430	پرداخت
base	trust	0.430	پایه
bridal	trust	0.430	عروس
persuade	trust	0.430	متقاعد کردن
lender	trust	0.430	وام دهنده
playful	trust	0.430	بازیگوش
occupant	trust	0.430	ساکن
impressionable	trust	0.430	تاثیر پذیر
resources	trust	0.430	منابع
repay	trust	0.430	بازپرداخت
toughness	trust	0.430	سختی
rule	trust	0.430	قانون
elucidate	trust	0.430	روشن کردن
utopian	trust	0.430	اتوپیایی
wealth	trust	0.430	ثروت
compact	trust	0.430	فشرده - جمع و جور
errand	trust	0.430	کارهای محوله
simplify	trust	0.430	ساده کردن
neutrality	trust	0.430	بی طرفی
count	trust	0.430	شمردن
grit	trust	0.430	شن
differential	trust	0.430	دیفرانسیل
blanket	trust	0.430	پتو
hail	trust	0.430	تگرگ
deacon	trust	0.430	شماس
sentry	trust	0.430	نگهبان
bequest	trust	0.430	وصیت
disclosed	trust	0.430	افشا شد
cop	trust	0.430	پلیس
circle	trust	0.430	دایره
grammar	trust	0.430	دستور زبان
invite	trust	0.430	دعوت
estimable	trust	0.430	قابل تخمین
maintenance	trust	0.422	نگهداری
supplication	trust	0.422	التماس دعا
fixed	trust	0.422	درست شد
accountant	trust	0.422	حسابدار
sing	trust	0.422	آواز خواندن
eulogize	trust	0.422	مداحی کردن
easiest	trust	0.422	مرسی
dealings	trust	0.422	معاملات
axiom	trust	0.422	اصل
enablement	trust	0.422	توانمندسازی
diary	trust	0.422	دفتر خاطرات
trading	trust	0.422	تجارت
perennial	trust	0.422	چند ساله
primer	trust	0.422	آغازگر
truss	trust	0.422	خرپا
travel	trust	0.422	مسافرت رفتن
apprentice	trust	0.422	شاگرد کارآموز
hymn	trust	0.422	سرود
theocratic	trust	0.422	تئوکراتیک
forum	trust	0.422	انجمن
continue	trust	0.422	ادامه هید
supremacy	trust	0.422	برتری
wonderstruck	trust	0.422	mlk
probity	trust	0.422	احتیاط
parish	trust	0.422	محله
treat	trust	0.422	درمان شود
respite	trust	0.422	مهلت دادن
dominion	trust	0.422	سلطه
antiseptic	trust	0.422	ضد عفونی کننده
assignee	trust	0.422	واگذارنده
reconsideration	trust	0.422	تجدید نظر
intend	trust	0.422	قصد داشتن - خواستن
shopkeeper	trust	0.422	مغازه دار
commodore	trust	0.414	کمدور
fellas	trust	0.414	لزبین ها
routine	trust	0.414	روال
cash	trust	0.414	پول نقد
labor	trust	0.414	کار یدی
offering	trust	0.414	ارائه
specialize	trust	0.414	تخصصی شدن
gazette	trust	0.414	روزنامه
choir	trust	0.414	گروه کر
cogent	trust	0.414	قانع کننده
deference	trust	0.414	احترام
serve	trust	0.414	خدمت
leap	trust	0.414	جهش
preservative	trust	0.414	نگهدارنده
akin	trust	0.414	یکسان
amortization	trust	0.414	استهلاک
consort	trust	0.414	همسر
salary	trust	0.414	حقوق
incline	trust	0.414	متمایل شدن
synod	trust	0.414	سینود
gate	trust	0.414	دروازه
conglomerate	trust	0.414	گروه تولیدی
kudos	trust	0.414	ستایش
reporter	trust	0.414	خبرنگار
trainer	trust	0.414	مربی
athlete	trust	0.414	ورزشکار
privilege	trust	0.414	امتیاز
rapt	trust	0.414	تسخیر کردن
transaction	trust	0.414	معامله
radar	trust	0.406	رادار
judged	trust	0.406	قضاوت کرد
legislator	trust	0.406	قانون گذار
dermatologist	trust	0.406	متخصص پوست
executor	trust	0.406	مجری
system	trust	0.406	سیستم
budget	trust	0.406	بودجه
trophy	trust	0.406	جام
tree	trust	0.406	درخت
leisure	trust	0.406	اوقات فراغت
fitting	trust	0.406	مناسب
glorify	trust	0.406	تجلیل کردن
sanction	trust	0.406	تحریم
reimbursement	trust	0.406	بازپرداخت
extol	trust	0.406	ستایش کردن
patrol	trust	0.406	گشت
nation	trust	0.406	ملت
linguist	trust	0.406	زبانشناس
luxury	trust	0.406	لوکس
abacus	trust	0.406	چرتکه
gentry	trust	0.398	نجیب زاده
intense	trust	0.398	شدید، قوی
neutral	trust	0.398	خنثی
clearance	trust	0.398	ترخیص کالا از گمرک
paths	trust	0.398	ارمیا
iron	trust	0.398	اهن
ground	trust	0.398	زمین
deluxe	trust	0.398	لوکس
clan	trust	0.398	قبیله
climax	trust	0.398	به اوج رسیدن
electorate	trust	0.398	رای دهندگان
merchandise	trust	0.398	کالا
favs	trust	0.398	آسان ترین
eulogy	trust	0.398	مداحی
yearning	trust	0.398	اشتیاق
explain	trust	0.398	توضیح
journalism	trust	0.398	روزنامه نگاری
nest	trust	0.398	لانه
parietal	trust	0.398	جداری
fain	trust	0.398	غش کردن
pursue	trust	0.398	دنبال کردن
popular	trust	0.398	محبوب
barter	trust	0.398	معامله پایاپای
glow	trust	0.398	درخشش
depository	trust	0.398	سپرده گذاری
quaint	trust	0.398	عجیب و غریب
follower	trust	0.391	دنباله رو
surrogate	trust	0.391	جانشین
grin	trust	0.391	پوزخند
accounts	trust	0.391	حساب ها
chandler	trust	0.391	چندلر
star	trust	0.391	ستاره
regardless	trust	0.391	شگفت زده شده
deal	trust	0.391	معامله
armory	trust	0.391	اسلحه خانه
messenger	trust	0.391	پیام رسان
recline	trust	0.391	لم دادن
escort	trust	0.391	اسکورت
stages	trust	0.391	بچه ها
translation	trust	0.391	ترجمه
eulogistic	trust	0.391	مداحی
intercession	trust	0.391	شفاعت
usher	trust	0.391	طلیعه
downright	trust	0.391	کاملا
horse	trust	0.391	اسب
paean	trust	0.391	paean
homie	trust	0.391	معطوف کننده
baggage	trust	0.391	بار سفر
cube	trust	0.391	مکعب
label	trust	0.383	برچسب
plaudit	trust	0.383	ستایش
lean	trust	0.383	لاغر
culinary	trust	0.383	آشپزی
larger	trust	0.383	بزرگتر
bartender	trust	0.383	متصدی بار
crisp	trust	0.383	ترد
faculty	trust	0.383	دانشکده
gage	trust	0.383	گیج
curfew	trust	0.383	مقررات حکومت نظامی وخاموشی در ساعت معین شب
fortune	trust	0.383	ثروت
bounty	trust	0.383	فضل
leaning	trust	0.383	تکیه دادن
reparation	trust	0.383	جبران خسارت
encomiastic	trust	0.383	انکومیاستیک
series	trust	0.383	سلسله
edited	trust	0.383	راه ها
possess	trust	0.383	در اختیار داشتن
someday	trust	0.383	مورد علاقه
clapping	trust	0.375	کف زدن
cover	trust	0.375	پوشش دادن
sex	trust	0.375	رابطه ی جنسی
adjust	trust	0.375	تنظیم کنید
bouquet	trust	0.375	دسته گل
picnic	trust	0.375	پیک نیک
personalities	trust	0.375	مراحل
assessor	trust	0.375	ارزیاب
differences	trust	0.375	تفاوت
general	trust	0.375	عمومی
confederate	trust	0.375	کنفدراسیون
desires	trust	0.375	بدون در نظر گرفتن
cosmopolitan	trust	0.367	شهری
manual	trust	0.367	کتابچه راهنمای
dogma	trust	0.367	عقیده تعصب آمیز
marine	trust	0.367	دریایی
pretty	trust	0.367	بسیار
nestle	trust	0.367	لانه سازی
garrison	trust	0.367	پادگان
throne	trust	0.367	تخت پادشاهی
superstar	trust	0.367	فوق ستاره
senate	trust	0.367	سنا
dolphin	trust	0.367	دلفین
bursary	trust	0.367	بورسیه
disclaim	trust	0.367	سلب مسئولیت
knickers	trust	0.367	چاقو
collateral	trust	0.367	وثیقه
marrow	trust	0.367	مغز
bargain	trust	0.367	چانه زدن
magnet	trust	0.367	آهن ربا
swell	trust	0.367	متورم شدن
bailiff	trust	0.367	ضابط
periodicity	trust	0.367	دوره ای
microscope	trust	0.367	میکروسکوپ
money	trust	0.359	پول
green	trust	0.359	سبز
lettered	trust	0.359	نامه دار
fender	trust	0.359	گلگیر
promo	trust	0.359	تبلیغاتی
dance	trust	0.359	رقصیدن
phalanx	trust	0.359	فالانکس
privileged	trust	0.359	ممتاز
mortgagee	trust	0.359	رهن دار
boomerang	trust	0.359	بومرنگ
eulogium	trust	0.359	مداحی
roadster	trust	0.359	رودستر
calls	trust	0.359	تماس می گیرد
circumstances	trust	0.359	موقعیت
footing	trust	0.359	پایه
stark	trust	0.359	شدید
vulnerable	trust	0.359	آسیب پذیر
fade	trust	0.359	محو شدن
aga	trust	0.359	آگا
maxim	trust	0.359	حداکثر
suggest	trust	0.352	پیشنهاد می دهد
banker	trust	0.352	بانکدار
crescendo	trust	0.352	اوج
administrative	trust	0.352	اداری
laser	trust	0.352	لیزر
show	trust	0.352	نشان می دهد
rave	trust	0.352	دیوانه
fuse	trust	0.352	فیوز
poll	trust	0.352	نظرسنجی
tactics	trust	0.352	تاکتیک ها
seals	trust	0.352	مهر و موم
font	trust	0.352	فونت
attorney	trust	0.352	وکیل
axiomatic	trust	0.352	بدیهی
holder	trust	0.344	دارنده
purr	trust	0.344	خرخر کردن
proviso	trust	0.344	شرط
playground	trust	0.344	زمین بازی
servant	trust	0.344	خدمتگزار
dame	trust	0.344	خانم
lace	trust	0.344	توری
weigh	trust	0.344	وزن کردن
dealt	trust	0.344	کالینز
petit	trust	0.344	خانواده
entertainment	trust	0.344	سرگرمی
bounce	trust	0.344	جهش
shoutout	trust	0.344	ویرایش شده
clap	trust	0.344	کف زدن
endless	trust	0.344	بی پایان
opera	trust	0.336	اپرا
estimation	trust	0.336	برآورد کردن
lens	trust	0.336	لنز
hairchalk	trust	0.336	روزی
legislature	trust	0.336	قانونگذار
shoulder	trust	0.336	شانه
cement	trust	0.336	سیمان
food	trust	0.336	غذا
repute	trust	0.336	شهرت
carol	trust	0.336	سرود
county	trust	0.336	شهرستان
canons	trust	0.328	قوانین
gauging	trust	0.328	سنجش
execution	trust	0.328	اعدام
swear	trust	0.328	سوگند
wear	trust	0.328	پوشیدن
theory	trust	0.328	تئوری
struggles	trust	0.328	خواسته ها
youll	trust	0.328	برمینات
corporation	trust	0.328	شرکت
zeal	trust	0.328	غیرت
unofficial	trust	0.320	غیر رسمی
disposed	trust	0.320	بیرون انداخته شده
heyday	trust	0.320	اوج
interior	trust	0.320	داخلی
proxy	trust	0.320	پروکسی
fill	trust	0.320	پر کردن
rod	trust	0.320	میله
aksesoris	trust	0.320	جوال
cap	trust	0.320	کلاه لبه دار
clerical	trust	0.320	روحانی
sib	trust	0.320	خواهر
pavement	trust	0.320	پیاده رو
girder	trust	0.320	تیر اهن
darkest	trust	0.320	بریستول
handgel	trust	0.320	شخصیت ها
prophylactic	trust	0.312	پیشگیری کننده
pill	trust	0.312	قرص
spaniel	trust	0.312	اسپانیل
veal	trust	0.312	گوشت گوساله
gubernatorial	trust	0.312	فرمانداری
bruh	trust	0.312	جیبی
spa	trust	0.312	آبگرم
smith	trust	0.312	اسمیت
imperfections	trust	0.312	monde
reseller	trust	0.312	آنکا
hermit	trust	0.305	گوشه نشین
exception	trust	0.305	استثنا
actress	trust	0.305	بازیگر
secret	trust	0.305	راز
warn	trust	0.305	هشدار دهد
presumption	trust	0.305	فرض
sundial	trust	0.305	ساعت آفتابی
thermometer	trust	0.305	دماسنج
shopping	trust	0.297	خريد كردن
resistance	trust	0.297	مقاومت
hairclip	trust	0.297	معامله شد
pivot	trust	0.297	محوری
flatter	trust	0.297	چاپلوس کردن
pin	trust	0.297	سنجاق
tickle	trust	0.297	قلقلک دادن
levee	trust	0.297	خاکریز
congressman	trust	0.297	نماینده کنگره
mandarin	trust	0.297	ماندارین
pith	trust	0.297	مغز
divan	trust	0.297	دیوان
chicane	trust	0.289	شیکن
owing	trust	0.289	مدیون
challenges	trust	0.289	کوچک
zest	trust	0.289	شوق و شور
calf	trust	0.289	گوساله
contagiously	trust	0.289	گچ مو
shorty	trust	0.289	فریاد زدن
weight	trust	0.289	وزن
insolvent	trust	0.289	ورشکسته
machine	trust	0.289	دستگاه
fiesta	trust	0.281	فستا
mule	trust	0.281	قاطر
regrets	trust	0.281	کارونیا
fisheye	trust	0.281	مبارزات
gullible	trust	0.281	زود باور
surrender	trust	0.281	تسلیم شدن
denying	trust	0.281	انکار کردن
flirt	trust	0.281	معاشقه
congress	trust	0.273	کنگره
sappy	trust	0.273	احساساتی
celebrity	trust	0.273	فرد مشهور
conquer	trust	0.273	تسخیر
ejaculation	trust	0.273	انزال
chubby	trust	0.273	چاق و چله
