English Word	Emotion	Emotion-Intensity-Score	German Word
leader	trust	0.680	Führer
confide	trust	0.680	anvertrauen
agreeing	trust	0.680	einverstanden
approve	trust	0.680	genehmigen
professional	trust	0.680	Fachmann
elders	trust	0.680	Älteste
confidential	trust	0.680	vertraulich
faultless	trust	0.672	einwandfrei
believes	trust	0.672	akzeptiert
sanctify	trust	0.672	heiligen
intelligent	trust	0.672	intelligent
safe	trust	0.672	sicher
accepted	trust	0.672	am stärksten
dignity	trust	0.672	Würde
unwavering	trust	0.672	unerschütterlich
encyclopedia	trust	0.672	Enzyklopädie
mastery	trust	0.672	Meisterschaft
cohesive	trust	0.672	zusammenhängend
harmoniously	trust	0.672	harmonisch
benevolence	trust	0.672	Wohlwollen
healing	trust	0.672	Heilung
accredited	trust	0.672	akkreditiert
covenant	trust	0.672	Bund
accountability	trust	0.664	Rechenschaftspflicht
team	trust	0.664	Mannschaft
authority	trust	0.664	Behörde
heroic	trust	0.664	heroisch
reliance	trust	0.664	Vertrauen
expert	trust	0.664	Experte
communicate	trust	0.664	kommunizieren
spiritual	trust	0.664	spirituell
impeccable	trust	0.664	einwandfrei
specialist	trust	0.664	Spezialist
affirmatively	trust	0.664	bejahend
proficient	trust	0.664	kompetent
fulfillment	trust	0.664	Erfüllung
advocate	trust	0.664	Fürsprecher
disciple	trust	0.664	Schüler
attestation	trust	0.664	Bescheinigung
merit	trust	0.664	Verdienst
supporting	trust	0.664	unterstützend
ambassador	trust	0.664	Botschafter
guidebook	trust	0.664	Reiseführer
accept	trust	0.664	annehmen
strengthening	trust	0.661	Stärkung
holiness	trust	0.656	Heiligkeit
facts	trust	0.656	Fakten
warranty	trust	0.656	Garantie
strength	trust	0.656	Stärke
relationship	trust	0.656	Beziehung
defended	trust	0.656	verteidigt
constancy	trust	0.656	Konstanz
favorable	trust	0.656	günstig
gentleman	trust	0.656	Gentleman
counsel	trust	0.656	Rat
scientific	trust	0.656	wissenschaftlich
structure	trust	0.656	Struktur
elder	trust	0.656	ältere
excellent	trust	0.656	Ausgezeichnet
achieve	trust	0.656	erreichen
steadfast	trust	0.656	standhaft
familiar	trust	0.656	vertraut
proficiency	trust	0.656	Kompetenz
supports	trust	0.656	glaubt
counselor	trust	0.648	Berater
lovable	trust	0.648	liebenswert
advisable	trust	0.648	ratsam
agreed	trust	0.648	einverstanden
heroism	trust	0.648	Heldentum
rely	trust	0.648	vertrauen
uphold	trust	0.648	aufrechterhalten
brother	trust	0.648	Bruder
matrimony	trust	0.648	Ehe
assuredly	trust	0.648	ganz gewiss
peaceful	trust	0.648	friedlich
saint	trust	0.648	Heilige
unconditionally	trust	0.648	akzeptiert
solidarity	trust	0.648	Solidarität
accepts	trust	0.648	unterstützt
inspiration	trust	0.648	Inspiration
noble	trust	0.648	edel
successful	trust	0.648	erfolgreich
harmony	trust	0.648	Harmonie
protective	trust	0.648	schützend
competency	trust	0.648	Kompetenz
comrade	trust	0.648	Genosse
academic	trust	0.648	akademisch
assist	trust	0.648	helfen
worthy	trust	0.643	würdig
benefactor	trust	0.641	Wohltäter
credence	trust	0.641	Glaubwürdigkeit
confidence	trust	0.641	Vertrauen
relationships	trust	0.641	bedingungslos
ordained	trust	0.641	ordiniert
legal	trust	0.641	legal
champion	trust	0.641	Champion
lawful	trust	0.641	rechtmäßig
durability	trust	0.641	Haltbarkeit
judiciary	trust	0.641	Justiz
doctor	trust	0.641	Arzt
loving	trust	0.641	liebend
assure	trust	0.641	versichern
establish	trust	0.641	Gründen
mamma	trust	0.641	Mama
kind	trust	0.641	nett
unity	trust	0.641	Einheit
conscientious	trust	0.641	gewissenhaft
real	trust	0.641	real
coexist	trust	0.641	koexistieren
leading	trust	0.641	führend
teacher	trust	0.641	Lehrer
intimate	trust	0.634	intim
brotherly	trust	0.633	brüderlich
physician	trust	0.633	Arzt
judicial	trust	0.633	gerichtlich
saintly	trust	0.633	heilig
aspiration	trust	0.633	Aspiration
conscience	trust	0.633	Gewissen
therapeutic	trust	0.633	therapeutisch
fidelity	trust	0.633	Treue
soundness	trust	0.633	Solidität
important	trust	0.633	wichtig
homage	trust	0.633	Huldigung
legitimacy	trust	0.633	Legitimität
fortitude	trust	0.633	Kraft
deepest	trust	0.633	Beziehungen
approved	trust	0.633	genehmigt
courageous	trust	0.633	mutig
devotional	trust	0.633	Andacht
endorse	trust	0.633	befürworten
backbone	trust	0.633	Rückgrat
authorize	trust	0.633	autorisieren
practiced	trust	0.633	geübt
sanctification	trust	0.633	Heiligung
hopeful	trust	0.633	hoffnungsvoll
convincing	trust	0.633	überzeugend
bless	trust	0.633	segnen
angel	trust	0.625	Engel
authorization	trust	0.625	Genehmigung
assured	trust	0.625	versicherte
purify	trust	0.625	reinigen
caretaker	trust	0.625	Hausmeister
regard	trust	0.625	betrachten
profound	trust	0.625	tiefgreifend
achievement	trust	0.625	Leistung
evident	trust	0.625	offensichtlich
positivity	trust	0.625	Positivität
communication	trust	0.625	Kommunikation
professorship	trust	0.625	Professur
blessing	trust	0.625	Segen
beliefs	trust	0.625	am tiefsten
encourage	trust	0.625	ermutigen
fireman	trust	0.625	Feuerwehrmann
majestic	trust	0.625	majestätisch
civilized	trust	0.625	zivilisiert
certify	trust	0.625	bestätigen
wonderful	trust	0.625	wunderbar
engaged	trust	0.625	verlobt
accurate	trust	0.625	genau
approvement	trust	0.617	Zustimmung
optimism	trust	0.617	Optimismus
planning	trust	0.617	Planung
believer	trust	0.617	Gläubige
advice	trust	0.617	Rat
commend	trust	0.617	empfehlen
gospel	trust	0.617	Evangelium
objective	trust	0.617	Zielsetzung
rational	trust	0.617	rational
cherish	trust	0.617	wertschätzen
constantly	trust	0.617	ständig
haven	trust	0.617	Oase
fundamental	trust	0.617	grundlegend
bedrock	trust	0.617	Grundgestein
accord	trust	0.617	Übereinstimmung
triumphant	trust	0.617	triumphierend
surety	trust	0.617	Sicherheit
testament	trust	0.617	Testament
absolution	trust	0.617	Absolution
truce	trust	0.617	Waffenstillstand
reassure	trust	0.617	beruhigen
appreciation	trust	0.617	Anerkennung
qualities	trust	0.617	Qualitäten
passionate	trust	0.617	leidenschaftlich
good	trust	0.617	gut
unimpeachable	trust	0.617	unanfechtbar
corroborate	trust	0.617	bestätigen
thoughtful	trust	0.617	nachdenklich
heroine	trust	0.617	Heldin
teach	trust	0.617	unterrichten
god	trust	0.617	Gott
attentive	trust	0.617	aufmerksam
scripture	trust	0.609	Schrift
civilization	trust	0.609	Zivilisation
magnificence	trust	0.609	Pracht
recommend	trust	0.609	empfehlen
progression	trust	0.609	Fortschreiten
steward	trust	0.609	Steward
purification	trust	0.609	Reinigung
patron	trust	0.609	Patron
praiseworthy	trust	0.609	lobenswert
heal	trust	0.609	heilen
considerate	trust	0.609	rücksichtsvoll
blessings	trust	0.609	Segen
mediator	trust	0.609	Vermittler
babysitter	trust	0.609	Babysitter
notary	trust	0.609	Notar
awareness	trust	0.609	Bewusstsein
vetted	trust	0.609	Überzeugungen
excel	trust	0.609	übertreffen
happy	trust	0.609	glücklich
praise	trust	0.609	loben
brilliant	trust	0.609	brillant
liking	trust	0.609	Geschmack
definitive	trust	0.609	endgültig
comfort	trust	0.609	Komfort
officer	trust	0.609	Offizier
peace	trust	0.602	Frieden
serenity	trust	0.602	Gelassenheit
unquestionable	trust	0.602	unbestreitbar
embrace	trust	0.602	Umarmung
identify	trust	0.602	identifizieren
inspired	trust	0.602	inspiriert
steady	trust	0.602	stetig
nun	trust	0.602	Nonne
guarded	trust	0.602	bewacht
symmetry	trust	0.602	Symmetrie
mainstay	trust	0.602	Hauptstütze
fulfill	trust	0.602	erfüllen
humility	trust	0.602	Demut
helpful	trust	0.602	hilfreich
transcendence	trust	0.602	Transzendenz
unconditional	trust	0.602	bedingungslos
brave	trust	0.602	tapfer
brighten	trust	0.602	aufhellen
experienced	trust	0.602	erfahren
enlightenment	trust	0.602	Aufklärung
sympathetic	trust	0.602	sympathisch
witness	trust	0.602	Zeuge
vigilant	trust	0.594	wachsam
ministry	trust	0.594	Ministerium
admiral	trust	0.594	Admiral
vigilance	trust	0.594	Wachsamkeit
depend	trust	0.594	abhängen
generosity	trust	0.594	Großzügigkeit
befriend	trust	0.594	sich anfreunden
complimentary	trust	0.594	kostenlos
assessment	trust	0.594	Bewertung
fairly	trust	0.594	ziemlich
enlighten	trust	0.594	erleuchten
strengthen	trust	0.594	stärken
nurse	trust	0.594	Krankenschwester
endowment	trust	0.594	Ausstattung
visionary	trust	0.594	visionär
praised	trust	0.594	gelobt
eminence	trust	0.594	Eminenz
marry	trust	0.594	heiraten
generous	trust	0.594	großzügig
gratitude	trust	0.594	Dankbarkeit
sage	trust	0.594	Salbei
tranquility	trust	0.594	Ruhe
openly	trust	0.594	offen
grant	trust	0.594	gewähren
spouse	trust	0.594	Ehepartner
philanthropic	trust	0.594	menschenfreundlich
regent	trust	0.594	Regent
substantiate	trust	0.594	begründen
commendation	trust	0.594	Lob
council	trust	0.594	Rat
efficient	trust	0.594	effizient
sweetheart	trust	0.589	Schatz
bylaw	trust	0.586	Verordnung
magnificent	trust	0.586	herrlich
designation	trust	0.586	Bezeichnung
godly	trust	0.586	göttlich
seniority	trust	0.586	Dienstalter
conservation	trust	0.586	Erhaltung
educational	trust	0.586	lehrreich
rooted	trust	0.586	verwurzelt
inheritance	trust	0.586	Nachlass
diplomacy	trust	0.586	Diplomatie
mate	trust	0.586	Kamerad
convince	trust	0.586	überzeugen
unfailing	trust	0.586	unfehlbar
share	trust	0.586	Teilen
monk	trust	0.586	Mönch
constitutional	trust	0.586	verfassungsrechtlich
lovely	trust	0.586	schön
compliance	trust	0.586	Beachtung
attest	trust	0.586	bezeugen
victory	trust	0.586	Sieg
serene	trust	0.586	heiter
checklist	trust	0.586	Checkliste
husbandry	trust	0.586	Haltung
enjoying	trust	0.586	genießen
revere	trust	0.586	verehren
tribe	trust	0.586	Stamm
meritorious	trust	0.586	verdienstvoll
joyful	trust	0.586	froh
delegate	trust	0.586	delegieren
helper	trust	0.586	Helfer
angelic	trust	0.586	engelhaft
ambition	trust	0.586	Ehrgeiz
father	trust	0.586	Vater
acclaim	trust	0.586	Anerkennung
testimony	trust	0.586	Zeugnis
collectively	trust	0.586	gemeinsam
sobriety	trust	0.586	Nüchternheit
prestige	trust	0.586	Prestige
firmness	trust	0.586	Festigkeit
structural	trust	0.578	strukturell
impartiality	trust	0.578	Unparteilichkeit
navigator	trust	0.578	Navigator
judge	trust	0.578	Richter
shelter	trust	0.578	Schutz
coexisting	trust	0.578	koexistieren
unquestioned	trust	0.578	unbestritten
careful	trust	0.578	Vorsichtig
obey	trust	0.578	Folge leisten
professor	trust	0.578	Professor
convinced	trust	0.578	überzeugt
communion	trust	0.578	Gemeinschaft
cheerfulness	trust	0.578	Fröhlichkeit
inviting	trust	0.578	einladend
irrefutable	trust	0.578	unwiderlegbar
commandant	trust	0.578	Kommandant
smile	trust	0.578	lächeln
authoritative	trust	0.578	maßgeblich
philanthropist	trust	0.578	Philanthrop
legalized	trust	0.578	legalisiert
adore	trust	0.578	verehren
upright	trust	0.578	aufrecht
revival	trust	0.578	Wiederbelebung
dutiful	trust	0.578	pflichtbewusst
watchdog	trust	0.578	Wachhund
apostle	trust	0.570	Apostel
volunteers	trust	0.570	Freiwillige
immaculate	trust	0.570	unbefleckt
adhering	trust	0.570	haftend
unquestionably	trust	0.570	zweifellos
advise	trust	0.570	beraten
punctual	trust	0.570	pünktlich
consult	trust	0.570	konsultieren
ordinance	trust	0.570	Verordnung
complement	trust	0.570	ergänzen
modest	trust	0.570	bescheiden
everlasting	trust	0.570	ewig
compass	trust	0.570	Kompass
heavenly	trust	0.570	paradiesisch
determinate	trust	0.570	bestimmen
counsellor	trust	0.570	Berater
abundance	trust	0.570	Fülle
guide	trust	0.570	führen
earned	trust	0.570	geprüft
pedigree	trust	0.570	Stammbaum
relative	trust	0.570	relativ
principal	trust	0.570	Rektor
plausible	trust	0.570	plausibel
collaborator	trust	0.570	Mitarbeiter
connective	trust	0.570	verbindend
corroboration	trust	0.570	Bestätigung
insure	trust	0.570	versichern
pilot	trust	0.570	Pilot
unequivocal	trust	0.570	eindeutig
matron	trust	0.570	Matrone
cuddle	trust	0.570	kuscheln
measured	trust	0.570	gemessen
fort	trust	0.562	Fort
treasurer	trust	0.562	Schatzmeister
apostolic	trust	0.562	apostolisch
save	trust	0.562	sparen
frankness	trust	0.562	Offenheit
insight	trust	0.562	Einblick
admit	trust	0.562	zugeben
earn	trust	0.562	verdiene
remarkable	trust	0.562	bemerkenswert
strong	trust	0.562	stark
content	trust	0.562	Inhalt
vitality	trust	0.562	Vitalität
prize	trust	0.562	Preis-
vigorous	trust	0.562	kräftig
congregation	trust	0.562	Gemeinde
uplift	trust	0.562	erheben
spotless	trust	0.562	makellos
devout	trust	0.562	fromm
soothing	trust	0.562	beruhigend
miracle	trust	0.562	Wunder
cohesion	trust	0.562	Zusammenhalt
lovemaking	trust	0.562	Liebe machen
curable	trust	0.562	heilbar
pleasant	trust	0.562	angenehm
jury	trust	0.562	Jury
pertinent	trust	0.562	relevant
succeeding	trust	0.562	gelingen
concordance	trust	0.562	Konkordanz
jurist	trust	0.562	Jurist
applaud	trust	0.562	applaudieren
ordination	trust	0.562	Ordination
compensate	trust	0.562	kompensieren
patience	trust	0.555	Geduld
mediate	trust	0.555	vermitteln
coach	trust	0.555	Coach
illumination	trust	0.555	Erleuchtung
cultivate	trust	0.555	pflegen
providing	trust	0.555	Bereitstellung
precedence	trust	0.555	Vorrang
exalt	trust	0.555	erhöhen
succeed	trust	0.555	erfolgreich
inclusion	trust	0.555	Aufnahme
meditate	trust	0.555	meditieren
coalesce	trust	0.555	verschmelzen
betrothed	trust	0.555	verlobt
midwife	trust	0.555	Hebamme
veteran	trust	0.555	Veteran
destined	trust	0.555	bestimmt
auditor	trust	0.555	Wirtschaftsprüfer
privacy	trust	0.555	Privatsphäre
restorative	trust	0.555	stärkend
influential	trust	0.555	einflussreich
impartial	trust	0.555	unparteiisch
discretion	trust	0.555	Diskretion
foresight	trust	0.555	Voraussicht
congruence	trust	0.555	Kongruenz
worship	trust	0.555	Verehrung
constant	trust	0.555	Konstante
reunion	trust	0.555	Wiedervereinigung
intuition	trust	0.555	Intuition
reconciliation	trust	0.555	Versöhnung
ambulance	trust	0.555	Ambulanz
defender	trust	0.555	Verteidiger
greatness	trust	0.555	ehrgeizig
buddy	trust	0.555	Kumpel
vote	trust	0.555	Abstimmung
physicist	trust	0.555	Physiker
prophet	trust	0.555	Prophet
prevalent	trust	0.547	weit verbreitet
eyewitness	trust	0.547	Augenzeuge
durable	trust	0.547	dauerhaft
prudent	trust	0.547	umsichtig
securities	trust	0.547	Wertpapiere
salvation	trust	0.547	Erlösung
govern	trust	0.547	regieren
law	trust	0.547	Gesetz
proud	trust	0.547	stolz
cheer	trust	0.547	jubeln
reinforcement	trust	0.547	Verstärkung
promises	trust	0.547	verdient
invocation	trust	0.547	Aufruf
provide	trust	0.547	zur Verfügung stellen
friendly	trust	0.547	freundlich
commanding	trust	0.547	befehlend
temperate	trust	0.547	gemäßigt
conciliation	trust	0.547	Schlichtung
convent	trust	0.547	Kloster
heritage	trust	0.547	Erbe
independence	trust	0.547	Unabhängigkeit
rejoice	trust	0.547	jubeln
engaging	trust	0.547	einnehmend
readiness	trust	0.547	Bereitschaft
registry	trust	0.547	Registrierung
statement	trust	0.547	Aussage
liberty	trust	0.547	Freiheit
forgive	trust	0.547	verzeihen
ancestral	trust	0.547	Ahnen-
impenetrable	trust	0.547	undurchdringlich
choices	trust	0.539	Versprechen
psalms	trust	0.539	Psalmen
majority	trust	0.539	mehrheitlich
antidote	trust	0.539	Gegenmittel
tantamount	trust	0.539	gleichbedeutend
perfect	trust	0.539	perfekt
regularity	trust	0.539	Regelmäßigkeit
chronicle	trust	0.539	Chronik
ensemble	trust	0.539	Ensemble
applause	trust	0.539	Beifall
obedience	trust	0.539	Gehorsam
aspiring	trust	0.539	aufstrebend
watchman	trust	0.539	Wächter
inimitable	trust	0.539	unnachahmlich
chastity	trust	0.539	Keuschheit
architecture	trust	0.539	die Architektur
stamina	trust	0.539	Durchhaltevermögen
delightful	trust	0.539	herrlich
exalted	trust	0.539	erhaben
relevant	trust	0.539	relevant
reinforcements	trust	0.539	Verstärkung
proctor	trust	0.539	Proktor
immovable	trust	0.539	unbeweglich
instructions	trust	0.539	Anweisungen
define	trust	0.539	definieren
uncensured	trust	0.539	unzensiert
institute	trust	0.539	Institut
responsive	trust	0.539	ansprechbar
recovery	trust	0.539	Wiederherstellung
obliging	trust	0.539	gefällig
obvious	trust	0.539	offensichtlich
forefathers	trust	0.539	Vorfahren
eager	trust	0.539	erpicht
inoculation	trust	0.539	Impfung
admitting	trust	0.539	zugeben
memorable	trust	0.539	unvergesslich
hospital	trust	0.531	Krankenhaus
rescue	trust	0.531	Rettung
deed	trust	0.531	Tat
princely	trust	0.531	fürstlich
retirement	trust	0.531	Ruhestand
cradle	trust	0.531	Wiege
immunization	trust	0.531	Immunisierung
bloom	trust	0.531	blühen
candid	trust	0.531	offen
evergreen	trust	0.531	immergrün
ballot	trust	0.531	Abstimmung
accompaniment	trust	0.531	Begleitung
verily	trust	0.531	wahrlich
inseparable	trust	0.531	untrennbar
analyst	trust	0.531	Analytiker
strive	trust	0.531	sich bemühen
dependent	trust	0.531	abhängig
heavens	trust	0.531	Himmel
answerable	trust	0.531	verantwortlich
school	trust	0.531	Schule
terms	trust	0.531	Bedingungen
center	trust	0.531	Center
firstborn	trust	0.531	Erstgeborener
transcript	trust	0.531	Abschrift
fraternal	trust	0.531	brüderlich
omniscient	trust	0.531	allwissend
seal	trust	0.531	Siegel
edification	trust	0.531	Erbauung
doubtless	trust	0.531	zweifellos
deliverance	trust	0.531	Befreiung
sponsor	trust	0.531	Sponsor
expedient	trust	0.531	zweckmäßig
bride	trust	0.531	Braut
refuge	trust	0.531	Zuflucht
approbation	trust	0.527	Billigung
chaplain	trust	0.523	Kaplan
laureate	trust	0.523	Preisträger
liberate	trust	0.523	befreien
coronation	trust	0.523	Krönung
adoration	trust	0.523	Anbetung
countenance	trust	0.523	Antlitz
honeymoon	trust	0.523	Flitterwochen
connoisseur	trust	0.523	Kenner
notable	trust	0.523	bemerkenswert
benedictory	trust	0.523	segensreich
celebration	trust	0.523	Feier
neighbor	trust	0.523	Nachbar
unbroken	trust	0.523	ungebrochen
award	trust	0.523	vergeben
improvement	trust	0.523	Verbesserung
hug	trust	0.523	Umarmung
graduation	trust	0.523	Abschluss
correctness	trust	0.523	Richtigkeit
winning	trust	0.523	gewinnen
paragon	trust	0.523	Vorbild
ratify	trust	0.523	ratifizieren
powerful	trust	0.523	mächtig
elevation	trust	0.523	Elevation
commonwealth	trust	0.523	Commonwealth
account	trust	0.523	Konto
unimpeached	trust	0.523	ungeprüft
taught	trust	0.523	gelehrt
salutary	trust	0.523	heilsam
captivate	trust	0.523	bestechen
dictionary	trust	0.523	Wörterbuch
nobility	trust	0.523	Adel
ourselves	trust	0.523	Auswahlmöglichkeiten
feeling	trust	0.518	Gefühl
amen	trust	0.516	Amen
committee	trust	0.516	Komitee
reverie	trust	0.516	Träumereien
deserve	trust	0.516	verdienen
fully	trust	0.516	völlig
compliment	trust	0.516	Kompliment
obstetrician	trust	0.516	Geburtshelfer
enchanted	trust	0.516	verzaubert
inform	trust	0.516	informieren
association	trust	0.516	Verband
credit	trust	0.516	Anerkennung
passwords	trust	0.516	uns selbst
freely	trust	0.516	frei
framework	trust	0.516	Rahmen
nobleman	trust	0.516	Edelmann
formative	trust	0.516	prägend
tender	trust	0.516	zart
measure	trust	0.516	messen
advent	trust	0.516	Advent
management	trust	0.516	Management
confession	trust	0.516	Geständnis
remedy	trust	0.516	Abhilfe
sentinel	trust	0.516	Wächter
pray	trust	0.516	beten
perpetuity	trust	0.516	Ewigkeit
tribunal	trust	0.516	Gericht
minded	trust	0.516	gedanken
organization	trust	0.516	Organisation
predominant	trust	0.516	vorherrschend
volunteer	trust	0.509	Freiwillige
accolade	trust	0.508	Akkolade
courtship	trust	0.508	Balz
