English Word	Emotion	Emotion-Intensity-Score	Turkish Word
educational	trust	0.586	eğitici
rooted	trust	0.586	köklü
inheritance	trust	0.586	miras
diplomacy	trust	0.586	diplomasi
mate	trust	0.586	mat
convince	trust	0.586	ikna etmek
unfailing	trust	0.586	şaşmaz
share	trust	0.586	Paylaş
monk	trust	0.586	keşiş
constitutional	trust	0.586	anayasal
lovely	trust	0.586	sevimli
compliance	trust	0.586	uyma
attest	trust	0.586	kanıtlamak
victory	trust	0.586	zafer
serene	trust	0.586	sakin
checklist	trust	0.586	kontrol listesi
husbandry	trust	0.586	hayvancılık
enjoying	trust	0.586	zevk almak
revere	trust	0.586	saygı duymak
tribe	trust	0.586	kabile
meritorious	trust	0.586	övgüye değer
joyful	trust	0.586	neşe dolu
delegate	trust	0.586	temsilci
helper	trust	0.586	yardımcı
angelic	trust	0.586	meleksi
ambition	trust	0.586	hırs
father	trust	0.586	baba
acclaim	trust	0.586	beğeni
testimony	trust	0.586	tanıklık
collectively	trust	0.586	topluca
sobriety	trust	0.586	ayıklık
prestige	trust	0.586	prestij
firmness	trust	0.586	sertlik
structural	trust	0.578	yapısal
impartiality	trust	0.578	tarafsızlık
navigator	trust	0.578	gezgin
judge	trust	0.578	hakim
shelter	trust	0.578	barınak
coexisting	trust	0.578	bir arada var olan
unquestioned	trust	0.578	sorgulanmamış
careful	trust	0.578	dikkatli olmak
obey	trust	0.578	itaat et
professor	trust	0.578	profesör
convinced	trust	0.578	ikna edilmiş
communion	trust	0.578	cemaat
cheerfulness	trust	0.578	neşe
inviting	trust	0.578	davetkar
irrefutable	trust	0.578	reddedilemez
commandant	trust	0.578	komutan
smile	trust	0.578	gülümsemek
authoritative	trust	0.578	yetkili
philanthropist	trust	0.578	hayırsever
legalized	trust	0.578	yasallaştırılmış
adore	trust	0.578	hayranlık duymak
upright	trust	0.578	dik
revival	trust	0.578	canlanma
dutiful	trust	0.578	saygılı
watchdog	trust	0.578	bekçi köpeği
apostle	trust	0.570	havari
volunteers	trust	0.570	gönüllüler
immaculate	trust	0.570	tertemiz
adhering	trust	0.570	bağlı kalmak
unquestionably	trust	0.570	tartışmasız
advise	trust	0.570	öğüt vermek
punctual	trust	0.570	dakik
consult	trust	0.570	danışmak
ordinance	trust	0.570	yönetmelik
complement	trust	0.570	Tamamlayıcı
modest	trust	0.570	mütevazı
everlasting	trust	0.570	sonsuz
compass	trust	0.570	pusula
heavenly	trust	0.570	cennet gibi
determinate	trust	0.570	belirli
counsellor	trust	0.570	danışman
abundance	trust	0.570	bolluk
guide	trust	0.570	kılavuz
earned	trust	0.570	incelenmiş
pedigree	trust	0.570	soyağacı
relative	trust	0.570	akraba
principal	trust	0.570	müdür
plausible	trust	0.570	Mantıklı
collaborator	trust	0.570	işbirlikçi
connective	trust	0.570	bağlayıcı
corroboration	trust	0.570	doğrulama
insure	trust	0.570	sigortalamak
pilot	trust	0.570	pilot
unequivocal	trust	0.570	açık
matron	trust	0.570	matron
cuddle	trust	0.570	sarılmak
measured	trust	0.570	ölçülen
fort	trust	0.562	kale
treasurer	trust	0.562	sayman
apostolic	trust	0.562	apostolik
save	trust	0.562	kaydetmek
frankness	trust	0.562	dürüstlük
insight	trust	0.562	Içgörü
admit	trust	0.562	Kabul et
earn	trust	0.562	para kazanmak
remarkable	trust	0.562	dikkat çekici
strong	trust	0.562	kuvvetli
content	trust	0.562	içerik
vitality	trust	0.562	canlılık
prize	trust	0.562	ödül
vigorous	trust	0.562	güçlü
congregation	trust	0.562	cemaat
uplift	trust	0.562	yükselmek
spotless	trust	0.562	lekesiz
devout	trust	0.562	dindar
soothing	trust	0.562	yatıştırıcı
miracle	trust	0.562	mucize
cohesion	trust	0.562	uyum
lovemaking	trust	0.562	sevişme
curable	trust	0.562	tedavi edilebilir
pleasant	trust	0.562	güzel
jury	trust	0.562	jüri
pertinent	trust	0.562	ilgili
succeeding	trust	0.562	başarılı
concordance	trust	0.562	uyum
jurist	trust	0.562	hukukçu
applaud	trust	0.562	alkışlamak
ordination	trust	0.562	emretmek
compensate	trust	0.562	tazmin etmek
patience	trust	0.555	sabır
mediate	trust	0.555	aracılık etmek
coach	trust	0.555	koç
illumination	trust	0.555	aydınlatma
cultivate	trust	0.555	yetiştirmek
providing	trust	0.555	sağlama
precedence	trust	0.555	öncelik
exalt	trust	0.555	yüceltmek
succeed	trust	0.555	başarmak
inclusion	trust	0.555	dahil etme
meditate	trust	0.555	meditasyon yapmak
coalesce	trust	0.555	birleşmek
betrothed	trust	0.555	nişanlı
midwife	trust	0.555	ebe
veteran	trust	0.555	kıdemli
destined	trust	0.555	mukadder
auditor	trust	0.555	denetçi
privacy	trust	0.555	mahremiyet
restorative	trust	0.555	onarıcı
influential	trust	0.555	etkili
impartial	trust	0.555	tarafsız
discretion	trust	0.555	takdir yetkisi
foresight	trust	0.555	öngörü
congruence	trust	0.555	uyum
worship	trust	0.555	tapmak
constant	trust	0.555	devamlı
reunion	trust	0.555	yeniden birleşme
intuition	trust	0.555	sezgi
reconciliation	trust	0.555	mutabakat
ambulance	trust	0.555	ambulans
defender	trust	0.555	defans oyuncusu
greatness	trust	0.555	büyüklük
buddy	trust	0.555	ahbap
vote	trust	0.555	oy
physicist	trust	0.555	fizikçi
prophet	trust	0.555	peygamber
prevalent	trust	0.547	yaygın
eyewitness	trust	0.547	görgü tanığı
durable	trust	0.547	dayanıklı
prudent	trust	0.547	ihtiyatlı
securities	trust	0.547	menkul kıymetler
salvation	trust	0.547	kurtuluş
govern	trust	0.547	yönetmek
law	trust	0.547	yasa
proud	trust	0.547	gurur duymak
cheer	trust	0.547	tezahürat
reinforcement	trust	0.547	güçlendirme
promises	trust	0.547	kazanılmış
invocation	trust	0.547	çağırma
provide	trust	0.547	sağlamak
friendly	trust	0.547	arkadaş canlısı
commanding	trust	0.547	komuta etmek
temperate	trust	0.547	ılıman
conciliation	trust	0.547	uzlaşma
convent	trust	0.547	manastır
heritage	trust	0.547	miras
independence	trust	0.547	bağımsızlık
rejoice	trust	0.547	sevinmek
engaging	trust	0.547	ilgi çekici
readiness	trust	0.547	hazır olma
registry	trust	0.547	kayıt
statement	trust	0.547	Beyan
liberty	trust	0.547	özgürlük
forgive	trust	0.547	affetmek
ancestral	trust	0.547	atalardan kalma
impenetrable	trust	0.547	aşılmaz
choices	trust	0.539	vaatler
psalms	trust	0.539	mezmurlar
majority	trust	0.539	çoğunluk
antidote	trust	0.539	panzehir
tantamount	trust	0.539	eşdeğer
perfect	trust	0.539	mükemmel
regularity	trust	0.539	düzenlilik
chronicle	trust	0.539	kronik
ensemble	trust	0.539	topluluk
applause	trust	0.539	alkış
obedience	trust	0.539	itaat
aspiring	trust	0.539	hevesli
watchman	trust	0.539	bekçi
inimitable	trust	0.539	taklit edilemez
chastity	trust	0.539	iffet
architecture	trust	0.539	mimari
stamina	trust	0.539	dayanıklılık
delightful	trust	0.539	keyifli
exalted	trust	0.539	yüce
relevant	trust	0.539	ilgili
reinforcements	trust	0.539	takviye
proctor	trust	0.539	gözetmen
immovable	trust	0.539	taşınmaz
instructions	trust	0.539	Talimatlar
define	trust	0.539	tanımlamak
uncensured	trust	0.539	sansürsüz
institute	trust	0.539	enstitü
responsive	trust	0.539	duyarlı
recovery	trust	0.539	kurtarma
obliging	trust	0.539	mecbur
obvious	trust	0.539	bariz
forefathers	trust	0.539	atalar
eager	trust	0.539	istekli
inoculation	trust	0.539	aşılama
admitting	trust	0.539	kabul etmek
memorable	trust	0.539	unutulmaz
hospital	trust	0.531	hastane
rescue	trust	0.531	kurtarmak
deed	trust	0.531	senet
princely	trust	0.531	prens
retirement	trust	0.531	emeklilik
cradle	trust	0.531	beşik
immunization	trust	0.531	bağışıklama
bloom	trust	0.531	Çiçek açmak
candid	trust	0.531	samimi
evergreen	trust	0.531	yaprak dökmeyen
ballot	trust	0.531	oy pusulası
accompaniment	trust	0.531	eşlik
verily	trust	0.531	gerçekten
inseparable	trust	0.531	ayrılmaz
analyst	trust	0.531	analist
strive	trust	0.531	çabalamak
dependent	trust	0.531	bağımlı
heavens	trust	0.531	gökler
answerable	trust	0.531	cevaplanabilir
school	trust	0.531	okul
terms	trust	0.531	şartlar
center	trust	0.531	merkez
firstborn	trust	0.531	ilk doğan
transcript	trust	0.531	Transcript
fraternal	trust	0.531	kardeşçe
omniscient	trust	0.531	her şeyi bilen
seal	trust	0.531	fok
edification	trust	0.531	düzenleme
doubtless	trust	0.531	şüphesiz
deliverance	trust	0.531	kurtuluş
sponsor	trust	0.531	sponsor
expedient	trust	0.531	amaca uygun
bride	trust	0.531	gelin
refuge	trust	0.531	sığınak
approbation	trust	0.527	onay
chaplain	trust	0.523	papaz
laureate	trust	0.523	ödüllü
liberate	trust	0.523	özgürleştirmek
coronation	trust	0.523	taç giyme töreni
adoration	trust	0.523	hayranlık
countenance	trust	0.523	Yüz
honeymoon	trust	0.523	balayı
connoisseur	trust	0.523	uzman
notable	trust	0.523	dikkate değer
benedictory	trust	0.523	hayırsever
celebration	trust	0.523	kutlama
neighbor	trust	0.523	komşu
unbroken	trust	0.523	kırılmamış
award	trust	0.523	ödül
improvement	trust	0.523	Gelişme
hug	trust	0.523	sarılmak
graduation	trust	0.523	mezuniyet
correctness	trust	0.523	doğruluk
winning	trust	0.523	kazanan
paragon	trust	0.523	mükemmel
ratify	trust	0.523	onaylamak
powerful	trust	0.523	güçlü
elevation	trust	0.523	yükseklik
commonwealth	trust	0.523	devlet
account	trust	0.523	hesap
unimpeached	trust	0.523	suçsuz
taught	trust	0.523	öğretilen
salutary	trust	0.523	sıhhatli
captivate	trust	0.523	büyülemek
dictionary	trust	0.523	sözlük
nobility	trust	0.523	asalet
ourselves	trust	0.523	seçimler
feeling	trust	0.518	his
amen	trust	0.516	amin
committee	trust	0.516	Kurul
reverie	trust	0.516	hayal
deserve	trust	0.516	hak etmek
fully	trust	0.516	tamamen
compliment	trust	0.516	iltifat
obstetrician	trust	0.516	kadın doğum uzmanı
enchanted	trust	0.516	büyülenmiş
inform	trust	0.516	bilgi vermek
association	trust	0.516	bağlantı
credit	trust	0.516	kredi
passwords	trust	0.516	kendimizi
freely	trust	0.516	özgürce
framework	trust	0.516	çerçeve
nobleman	trust	0.516	asilzade
formative	trust	0.516	biçimlendirici
tender	trust	0.516	sunmak
measure	trust	0.516	ölçüm
advent	trust	0.516	gelişi
management	trust	0.516	yönetmek
confession	trust	0.516	itiraf
remedy	trust	0.516	çare
sentinel	trust	0.516	nöbetçi
pray	trust	0.516	dua etmek
perpetuity	trust	0.516	sonsuzluk
tribunal	trust	0.516	mahkeme
minded	trust	0.516	fikirli
organization	trust	0.516	organizasyon
predominant	trust	0.516	baskın
volunteer	trust	0.509	gönüllü
accolade	trust	0.508	övgü
courtship	trust	0.508	kur
patronage	trust	0.508	himaye
philosopher	trust	0.508	filozof
confessional	trust	0.508	günah çıkarma
diversity	trust	0.508	çeşitlilik
virgin	trust	0.508	bakire
venerable	trust	0.508	saygıdeğer
policy	trust	0.508	politika
intact	trust	0.508	bozulmamış
custodian	trust	0.508	gardiyan
automatic	trust	0.508	otomatik
unsurpassed	trust	0.508	eşsiz
shepherd	trust	0.508	çoban
reward	trust	0.508	ödül
beautification	trust	0.508	güzelleştirme
medical	trust	0.508	tıbbi
constable	trust	0.508	polis memuru
forgiving	trust	0.508	bağışlayıcı
tolerance	trust	0.508	hata payı
priest	trust	0.508	rahip
enable	trust	0.508	etkinleştirme
vouch	trust	0.508	kefil
lieutenant	trust	0.508	teğmen
instruct	trust	0.508	öğretmek
housewife	trust	0.508	ev hanımı
admissible	trust	0.508	kabul edilebilir
sovereign	trust	0.508	egemen
amour	trust	0.508	aşk
savor	trust	0.508	tadı
darling	trust	0.500	sevgilim
related	trust	0.500	ilişkili
infallibility	trust	0.500	yanılmazlık
watchful	trust	0.500	dikkatli
nerds	trust	0.500	şifreler
instruction	trust	0.500	talimat
doctrine	trust	0.500	doktrin
birth	trust	0.500	doğum
timing	trust	0.500	zamanlama
infinity	trust	0.500	sonsuzluk
religions	trust	0.500	inekler
warden	trust	0.500	gardiyan
optimist	trust	0.500	iyimser
apologetic	trust	0.500	özür dileyen
gateway	trust	0.500	geçit
pontiff	trust	0.500	papa
alive	trust	0.500	canlı
indelible	trust	0.500	silinmez
personal	trust	0.500	kişiye özel
pious	trust	0.500	dindar
majesty	trust	0.500	majesteleri
synchronize	trust	0.500	senkronize etmek
guard	trust	0.500	koruma
retain	trust	0.500	sürdürmek
romantic	trust	0.500	romantik
superman	trust	0.500	Süpermen
info	trust	0.500	bilgi
backer	trust	0.500	destekçi
undying	trust	0.500	ölümsüz
vindication	trust	0.500	haklı çıkarma
badge	trust	0.500	rozet
treasure	trust	0.500	hazine
guru	trust	0.500	guru
church	trust	0.492	kilise
formality	trust	0.492	formalite
contributor	trust	0.492	katkıda bulunan
radiance	trust	0.492	parlaklık
psalm	trust	0.492	mezmur
laudatory	trust	0.492	övgü dolu
grandchildren	trust	0.492	torunlar
popularity	trust	0.492	popülerlik
salute	trust	0.492	selamlamak
hosannah	trust	0.492	hosannah
attraction	trust	0.492	cazibe
efforts	trust	0.492	yargı
privy	trust	0.492	özel
improve	trust	0.492	geliştirmek
sheriff	trust	0.492	şerif
chairman	trust	0.492	başkan
judgement	trust	0.492	atasözleri
harbor	trust	0.492	liman
elegance	trust	0.492	zarafet
hardy	trust	0.492	dayanıklı
umpire	trust	0.492	hakem
constitute	trust	0.492	oluşturmak
proverbs	trust	0.492	dinler
jubilant	trust	0.492	sevinçli
aspire	trust	0.492	talip
synonymous	trust	0.492	eşanlamlı
inevitable	trust	0.492	kaçınılmaz
musical	trust	0.492	müzikal
spokesman	trust	0.492	sözcü
endow	trust	0.492	bağışlamak
fellow	trust	0.492	dost
grow	trust	0.492	büyümek
moderator	trust	0.492	moderatör
enjoy	trust	0.484	eğlence
found	trust	0.484	bulundu
armor	trust	0.484	zırh
colonel	trust	0.484	albay
referee	trust	0.484	hakem
favorite	trust	0.484	favori
assembly	trust	0.484	toplantı
romance	trust	0.484	romantik
confess	trust	0.484	itiraf etmek
sweet	trust	0.484	tatlı
crowning	trust	0.484	taçlandırma
forecast	trust	0.484	tahmin etmek
affection	trust	0.484	alaka
approbate	trust	0.484	onaylamak
path	trust	0.484	yol
concord	trust	0.484	uyum
police	trust	0.484	polis
countryman	trust	0.484	taşralı
income	trust	0.484	Gelir
ranger	trust	0.484	korucu
depth	trust	0.484	derinlik
like	trust	0.484	beğenmek
voucher	trust	0.484	fiş
diagnosis	trust	0.484	Teşhis
hire	trust	0.484	kiralamak
clean	trust	0.484	temiz
laudation	trust	0.484	övgü
arbiter	trust	0.484	söz sahibi
purely	trust	0.477	yalnızca
votive	trust	0.477	adak
expect	trust	0.477	beklemek
glory	trust	0.477	görkem
counted	trust	0.477	çabalar
apologize	trust	0.477	özür dilemek
sterling	trust	0.477	sterlin
word	trust	0.477	kelime
follow	trust	0.477	takip et
sermon	trust	0.477	vaaz
consul	trust	0.477	konsolos
calculator	trust	0.477	hesap makinesi
lamb	trust	0.477	Kuzu
veracity	trust	0.477	doğruluk
matter	trust	0.477	Önemli olmak
parliament	trust	0.477	parlamento
lover	trust	0.477	sevgili
sacrifice	trust	0.477	kurban
putative	trust	0.477	varsayılan
preponderance	trust	0.477	üstünlük
landmark	trust	0.477	dönüm noktası
nursery	trust	0.477	yuva
mathematical	trust	0.477	matematiksel
frank	trust	0.477	açık sözlü
signature	trust	0.477	imza
policeman	trust	0.477	polis
episcopal	trust	0.477	piskoposluk
pastor	trust	0.477	papaz
eagerness	trust	0.469	şevk
mighty	trust	0.469	güçlü
recruits	trust	0.469	acemiler
tribune	trust	0.469	tribün
author	trust	0.469	yazar
effective	trust	0.469	etkili
intended	trust	0.469	amaçlanan
passion	trust	0.469	tutku
religion	trust	0.469	din
flagship	trust	0.469	amiral gemisi
immerse	trust	0.469	daldırmak
capacity	trust	0.469	kapasite
associate	trust	0.469	iş arkadaşı
cashier	trust	0.469	kasiyer
regal	trust	0.469	muhteşem
dove	trust	0.469	güvercin
tutelage	trust	0.469	vesayet
underwrite	trust	0.469	garanti altına almak
uncritical	trust	0.469	kritik olmayan
prefer	trust	0.469	tercih
instructor	trust	0.469	eğitmen
gain	trust	0.469	kazanmak
marshal	trust	0.469	mareşal
judgment	trust	0.469	yargı
judicious	trust	0.469	mantıklı
top	trust	0.469	tepe
title	trust	0.469	Başlık
vicar	trust	0.469	papaz
bridesmaid	trust	0.469	nedime
commission	trust	0.469	komisyon
lifestyle	trust	0.461	yaşam tarzı
aunt	trust	0.461	hala
attendant	trust	0.461	görevli
enroll	trust	0.461	kaydolmak
priesthood	trust	0.461	rahiplik
trade	trust	0.461	Ticaret
crucial	trust	0.461	hayati
moorings	trust	0.461	demirleme
kitten	trust	0.461	kedi yavrusu
medal	trust	0.461	madalya
oblige	trust	0.461	mecbur etmek
manage	trust	0.461	üstesinden gelmek
magnetic	trust	0.461	manyetik
custody	trust	0.461	velayet
necessarily	trust	0.461	mutlaka
partake	trust	0.461	katılmak
cautious	trust	0.461	dikkatli
consecration	trust	0.461	kutsama
courier	trust	0.461	kurye
bank	trust	0.461	banka
lesson	trust	0.461	ders
patriarchal	trust	0.461	ataerkil
eventually	trust	0.461	sayılır
commerce	trust	0.461	ticaret
contains	trust	0.461	sonunda
theological	trust	0.461	teolojik
socially	trust	0.461	içerir
admitted	trust	0.461	kabul edilmiş
fortress	trust	0.461	kale
cathedral	trust	0.455	katedral
deputy	trust	0.453	milletvekili
commonplace	trust	0.453	sıradan
puppy	trust	0.453	köpek yavrusu
president	trust	0.453	Devlet Başkanı
finally	trust	0.453	en sonunda
governor	trust	0.453	Vali
synergistic	trust	0.453	sinerjik
excited	trust	0.453	heyecanlı
encomium	trust	0.453	kaside
chart	trust	0.453	çizelge
perceive	trust	0.453	algılamak
insulation	trust	0.453	yalıtım
present	trust	0.453	Sunmak
oasis	trust	0.453	vaha
eagle	trust	0.453	kartal
exchange	trust	0.453	değiş tokuş
foresee	trust	0.453	öngörmek
strategist	trust	0.453	stratejist
journeyman	trust	0.453	kalfa
dawn	trust	0.453	şafak
laud	trust	0.453	övmek
level	trust	0.453	seviye
chairwoman	trust	0.453	başkan
tradesmen	trust	0.445	sosyal olarak
asserting	trust	0.445	iddia etmek
negotiate	trust	0.445	müzakere etmek
sensual	trust	0.445	şehvetli
chocolate	trust	0.445	çikolata
crew	trust	0.445	mürettebat
remains	trust	0.445	kalıntılar
dictum	trust	0.445	özdeyiş
theorem	trust	0.445	teorem
sir	trust	0.445	Sayın
employ	trust	0.445	kullanmak
usual	trust	0.445	her zamanki
operation	trust	0.445	operasyon
magnify	trust	0.445	büyütmek
director	trust	0.445	müdür
formula	trust	0.445	formül
chemist	trust	0.445	eczacı
enliven	trust	0.445	canlandırmak
chancellor	trust	0.445	şansölye
orthodoxy	trust	0.445	ortodoksluk
lodging	trust	0.445	konaklama
exaltation	trust	0.445	yüceltme
lord	trust	0.445	Kral
handbook	trust	0.445	el kitabı
bridegroom	trust	0.445	damat
matters	trust	0.445	esnaf
orchestra	trust	0.445	orkestra
impart	trust	0.445	vermek
statistical	trust	0.445	istatistiksel
indemnity	trust	0.445	tazminat
governess	trust	0.438	mürebbiye
imagination	trust	0.438	hayal gücü
butler	trust	0.438	uşak
conformity	trust	0.438	uygunluk
digit	trust	0.438	hane
comptroller	trust	0.438	denetçi
economy	trust	0.438	ekonomi
conveyancing	trust	0.438	taşıma
arbitrator	trust	0.438	hakem
emphasize	trust	0.438	vurgu yapmak
exhaustive	trust	0.438	kapsamlı
abbot	trust	0.438	başrahip
atone	trust	0.438	kefaret
cabinet	trust	0.438	kabine
merci	trust	0.438	meseleler
tandem	trust	0.438	tandem
elite	trust	0.438	seçkinler
inauguration	trust	0.438	resmen işe başlama
elect	trust	0.438	seçmek
encore	trust	0.438	tekrarlamak
villager	trust	0.438	köylü
oracle	trust	0.438	kehanet
fate	trust	0.438	kader
sun	trust	0.438	güneş
pay	trust	0.430	ödemek
base	trust	0.430	temel
