English Word	Emotion	Emotion-Intensity-Score	Kyrgyz Word
uncanny	surprise	0.586	укмуштуу
wondrous	surprise	0.586	кереметтүү
premature	surprise	0.578	мөөнөтүнөн мурда
stagger	surprise	0.578	тайсалдоо
rejoicing	surprise	0.578	кубануу
godsend	surprise	0.578	кудай берген
jubilant	surprise	0.578	кубанычтуу
electric	surprise	0.578	электр
raving	surprise	0.578	ыргытуу
bizarre	surprise	0.578	кызык
death	surprise	0.578	өлүм
fluke	surprise	0.578	кокустук
oddity	surprise	0.578	кызык
dynamic	surprise	0.570	динамикалык
dismay	surprise	0.570	коркуу
revenge	surprise	0.570	өч алуу
nefarious	surprise	0.562	жаман
fascinate	surprise	0.562	суктандыруу
jerk	surprise	0.562	шылдың
ecstatic	surprise	0.562	экстатикалык
reward	surprise	0.562	сыйлык
uncover	surprise	0.562	ачуу
reappear	surprise	0.562	кайра пайда болот
zany	surprise	0.555	zany
whim	surprise	0.555	каприз
thaumaturgy	surprise	0.555	тавматургия
conjure	surprise	0.555	ойлоо
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	куткаруу
daze	surprise	0.547	тан калтыруу
heroism	surprise	0.547	баатырдык
illuminate	surprise	0.547	жарык кылуу
winner	surprise	0.547	жеңүүчү
ejaculation	surprise	0.547	эякуляция
thwart	surprise	0.547	тоскоол кылуу
rarity	surprise	0.547	сейрек
unbridled	surprise	0.547	ооздукталбаган
tantalizing	surprise	0.547	тантализатор
punch	surprise	0.539	муштум
cheer	surprise	0.539	кубануу
treason	surprise	0.539	чыккынчылык
violation	surprise	0.539	бузуу
celebration	surprise	0.539	майрам
illusion	surprise	0.539	иллюзия
marvel	surprise	0.539	керемет
lucky	surprise	0.539	бактылуу
lunge	surprise	0.539	lunge
interrupt	surprise	0.539	үзүү
insult	surprise	0.539	кемсинтүү
concealed	surprise	0.531	жашырылган
snag	surprise	0.531	кагып алуу
sensation	surprise	0.531	сенсация
banger	surprise	0.531	бангер
fearfully	surprise	0.531	коркуп
affront	surprise	0.531	кордоо
jest	surprise	0.531	тамаша
undiscovered	surprise	0.523	ачылбаган
liberate	surprise	0.523	бошотуу
veer	surprise	0.523	veer
abandonment	surprise	0.523	таштоо
immediacy	surprise	0.523	дароо
improvise	surprise	0.523	импровизациялоо
victimized	surprise	0.523	курман болгон
scorpion	surprise	0.523	чаян
majestic	surprise	0.523	улуу
wonder	surprise	0.523	таң калуу
rejoice	surprise	0.523	кубангыла
tickle	surprise	0.516	кытыгылоо
chance	surprise	0.516	кокустук
yelp	surprise	0.516	кыйкыр
howl	surprise	0.516	улу
stealthily	surprise	0.516	уурданып
unintentionally	surprise	0.508	билбестен
magnificent	surprise	0.508	керемет
reflex	surprise	0.508	рефлекс
garish	surprise	0.508	саркеч
transcendence	surprise	0.508	трансценденттик
rave	surprise	0.508	мактоо
luck	surprise	0.508	ийгилик
swerve	surprise	0.508	буруп кетүү
pop	surprise	0.508	поп
enliven	surprise	0.500	жандантуу
slayer	surprise	0.500	өлтүргүч
remarkable	surprise	0.500	көрүнүктүү
infrequent	surprise	0.500	сейрек
pang	surprise	0.500	азап
erotic	surprise	0.500	эротикалык
misbehavior	surprise	0.500	туура эмес жүрүм-турум
diversion	surprise	0.500	диверсия
heroic	surprise	0.500	баатырдык
alertness	surprise	0.500	сергектик
marvelous	surprise	0.500	керемет
fainting	surprise	0.500	эс-учун жоготуу
embarrassment	surprise	0.500	уялуу
nab	surprise	0.492	наб
birthday	surprise	0.492	туулган күн
camouflage	surprise	0.492	камуфляж
unutterable	surprise	0.492	айтууга болбойт
chimera	surprise	0.492	химера
trump	surprise	0.492	Трамп
decoy	surprise	0.492	алдамчы
infarct	surprise	0.492	инфаркт
greatness	surprise	0.492	улуулук
exigent	surprise	0.492	зарыл
prick	surprise	0.484	сайгыла
variable	surprise	0.484	өзгөрмө
curiosity	surprise	0.484	кызыгуу
daemon	surprise	0.484	демон
inexpressible	surprise	0.484	айтып жеткис
magician	surprise	0.484	сыйкырчы
underestimate	surprise	0.484	төмөн баалоо
fanfare	surprise	0.484	фанфар
horde	surprise	0.484	ордо
zeal	surprise	0.484	ынталуулук
incident	surprise	0.477	окуя
illumination	surprise	0.477	жарыктандыруу
chicane	surprise	0.477	шикан
sneeze	surprise	0.477	чүчкүрүү
subversive	surprise	0.477	диверсиялык
gawk	surprise	0.477	гавк
fortune	surprise	0.477	байлык
strange	surprise	0.477	кызык
dreadfully	surprise	0.477	коркунучтуу
unguarded	surprise	0.477	кайтарылбаган
prowl	surprise	0.469	азгырык
reversal	surprise	0.469	тескери
wizard	surprise	0.469	уста
rapid	surprise	0.469	тез
leery	surprise	0.469	шектүү
break	surprise	0.461	тыныгуу
slip	surprise	0.461	тайып
divergent	surprise	0.461	дивергенттүү
hilarious	surprise	0.461	күлкүлүү
coincidence	surprise	0.461	кокустук
subito	surprise	0.461	subito
overestimate	surprise	0.453	ашыкча баалоо
ordeal	surprise	0.453	сыноо
evanescence	surprise	0.453	жоготуу
merriment	surprise	0.453	шаттык
raffle	surprise	0.453	лотерея
winning	surprise	0.453	жеңиш
wonderful	surprise	0.453	сонун
hoax	surprise	0.453	алдамчылык
confession	surprise	0.453	моюнга алуу
splendid	surprise	0.445	сонун
stound	surprise	0.445	турду
perchance	surprise	0.445	балким
excel	surprise	0.445	excel
enthusiast	surprise	0.445	энтузиаст
gambling	surprise	0.445	кумар оюндары
feat	surprise	0.445	feat
laughter	surprise	0.445	күлкү
brighten	surprise	0.438	жарыктандыруу
unique	surprise	0.438	уникалдуу
senseless	surprise	0.438	акылсыз
changeable	surprise	0.438	өзгөрмөлүү
splendor	surprise	0.438	көрк
rapt	surprise	0.438	rapt
unintentional	surprise	0.438	ниетсиз
fascination	surprise	0.430	суктануу
trepidation	surprise	0.430	коркуу
lawsuit	surprise	0.430	доо
gift	surprise	0.430	белек
stealthy	surprise	0.430	уурданып
fiesta	surprise	0.430	майрам
intrigue	surprise	0.430	интрига
delighted	surprise	0.430	сүйүнгөн
judgment	surprise	0.422	сот
stealth	surprise	0.422	уурулук
enchant	surprise	0.422	сыйкырлоо
originality	surprise	0.422	оригиналдуулук
riddle	surprise	0.422	табышмак
quicksilver	surprise	0.422	тез күмүш
illegitimate	surprise	0.414	мыйзамсыз
experiment	surprise	0.414	эксперимент
elusive	surprise	0.414	кармалгыс
syncope	surprise	0.414	синкоп
liberation	surprise	0.414	боштондукка чыгуу
spirits	surprise	0.414	рухтар
perjury	surprise	0.414	жалган көрсөтмө
veracity	surprise	0.414	чындык
parade	surprise	0.406	парад
applause	surprise	0.406	кол чабуулар
inspired	surprise	0.406	шыктандырган
allure	surprise	0.406	тартуу
eager	surprise	0.406	дилгир
gambler	surprise	0.406	кумарчы
fete	surprise	0.406	майрам
divorce	surprise	0.398	ажырашуу
guess	surprise	0.398	божомолдоо
princely	surprise	0.398	принц
burlesque	surprise	0.398	бурлеск
secrecy	surprise	0.398	жашыруундук
incontinence	surprise	0.391	заара кармап калуу
peri	surprise	0.391	peri
cheerful	surprise	0.391	шайыр
hermaphrodite	surprise	0.391	гермафродит
supremacy	surprise	0.391	үстөмдүк
aspiration	surprise	0.391	умтулуу
buck	surprise	0.383	бак
lose	surprise	0.383	жоготуу
cadaver	surprise	0.383	өлүк
crowning	surprise	0.383	таажы кийүү
praiseworthy	surprise	0.383	мактоого татыктуу
inheritance	surprise	0.383	мурас
score	surprise	0.383	упай
gulp	surprise	0.375	жутуп алуу
camouflaged	surprise	0.375	камуфляждалган
advance	surprise	0.375	алдын ала
succeed	surprise	0.375	ийгиликке
frisky	surprise	0.375	чымырканган
mystic	surprise	0.375	мистикалык
compliment	surprise	0.375	комплимент
hope	surprise	0.367	үмүт
joker	surprise	0.367	тамашачы
sparkle	surprise	0.367	жаркырап
excavation	surprise	0.367	казуу
sensual	surprise	0.367	сезимтал
entertainment	surprise	0.359	көңүл ачуу
feeling	surprise	0.359	сезим
modify	surprise	0.352	өзгөртүү
blessings	surprise	0.352	баталар
newcomer	surprise	0.352	жаңы келген
obit	surprise	0.352	obit
postponement	surprise	0.352	кийинкиге калтыруу
award	surprise	0.352	сыйлык
clown	surprise	0.352	клоун
highest	surprise	0.344	эң жогорку
hero	surprise	0.344	баатыр
glorify	surprise	0.344	даңктоо
proficiency	surprise	0.344	чеберчилик
start	surprise	0.344	баштоо
wonderfully	surprise	0.344	сонун
celebrity	surprise	0.344	атактуу
rekindle	surprise	0.336	кайра жандыруу
optimism	surprise	0.336	оптимизм
sanctify	surprise	0.336	ыйыктоо
unbeaten	surprise	0.336	жеңилбеген
prodigious	surprise	0.336	укмуштуу
grin	surprise	0.336	жылмайып
memorable	surprise	0.336	эсте каларлык
warned	surprise	0.336	эскертти
dissolution	surprise	0.336	эритүү
hypertrophy	surprise	0.328	гипертрофия
admiration	surprise	0.328	суктануу
examination	surprise	0.320	экспертиза
angel	surprise	0.320	периште
present	surprise	0.320	азыркы
catch	surprise	0.320	кармоо
hap	surprise	0.320	hap
saint	surprise	0.312	ыйык
embrace	surprise	0.312	кучактоо
flirt	surprise	0.312	флирт
puma	surprise	0.312	puma
kiss	surprise	0.312	өбүү
liberty	surprise	0.312	эркиндик
scrimmage	surprise	0.312	кагылышуу
treat	surprise	0.312	мамиле кылуу
inaffable	surprise	0.312	жеткис
occasional	surprise	0.312	анда-санда
dismissal	surprise	0.312	иштен бошотуу
perfection	surprise	0.305	кемчиликсиздик
saintly	surprise	0.305	ыйык
gratify	surprise	0.305	ыраазы кылуу
generosity	surprise	0.305	берешендик
sally	surprise	0.305	салли
palpable	surprise	0.297	сезилет
finally	surprise	0.297	акыры
differently	surprise	0.297	башкача
polarity	surprise	0.297	полярдуулук
ceremony	surprise	0.297	салтанат
favorable	surprise	0.297	жагымдуу
larger	surprise	0.297	чоңураак
warn	surprise	0.297	эскертүү
medal	surprise	0.289	медаль
romance	surprise	0.289	романтика
inviting	surprise	0.289	чакыруу
greeting	surprise	0.289	саламдашуу
resignation	surprise	0.281	отставкага кетүү
accolade	surprise	0.281	мактоо
labor	surprise	0.281	эмгек
candid	surprise	0.281	ачык
trip	surprise	0.281	сапар
stare	surprise	0.273	тиктөө
admire	surprise	0.266	суктануу
glimmer	surprise	0.266	жылтылдап
playful	surprise	0.266	ойноок
somatic	surprise	0.266	соматикалык
festival	surprise	0.266	фестиваль
mimicry	surprise	0.266	мимика
insolvency	surprise	0.266	кудуретсиздик
immerse	surprise	0.266	чөмүлүү
invite	surprise	0.266	чакыруу
compensate	surprise	0.266	компенсациялоо
receiving	surprise	0.258	алуу
complement	surprise	0.258	толуктоо
chuckle	surprise	0.258	күлүү
laugh	surprise	0.258	күлүү
hypothesis	surprise	0.258	гипотеза
honeymoon	surprise	0.250	бал айы
opera	surprise	0.242	опера
pleasant	surprise	0.242	жагымдуу
marry	surprise	0.242	үйлөнүү
independence	surprise	0.242	көз карандысыздык
chant	surprise	0.234	ырдоо
holiness	surprise	0.234	ыйыктык
assessment	surprise	0.234	баалоо
rhythmical	surprise	0.234	ритмикалык
hopeful	surprise	0.234	үмүттүү
leave	surprise	0.234	кет
trophy	surprise	0.234	кубок
deal	surprise	0.227	келишим
procession	surprise	0.227	жүрүш
placard	surprise	0.227	плакат
shopping	surprise	0.219	соода
musical	surprise	0.219	музыкалык
cherish	surprise	0.219	баалоо
good	surprise	0.219	жакшы
dawn	surprise	0.211	таң
simplify	surprise	0.211	жөнөкөйлөтүү
shell	surprise	0.211	кабык
morals	surprise	0.203	моралдык
money	surprise	0.203	акча
nullify	surprise	0.203	жокко чыгаруу
purity	surprise	0.203	тазалык
sweet	surprise	0.203	таттуу
synchronize	surprise	0.195	синхрондоштуруу
precious	surprise	0.195	кымбат
humanitarian	surprise	0.195	гуманитардык
preservative	surprise	0.195	консервант
unfulfilled	surprise	0.195	аткарылбаган
obliging	surprise	0.188	милдеттендирүүчү
singularly	surprise	0.188	өзгөчө
graduation	surprise	0.180	бүтүрүү
foresee	surprise	0.180	алдын ала көрүү
pray	surprise	0.180	тилен
lovely	surprise	0.180	сүйкүмдүү
thirst	surprise	0.172	суусоо
mouth	surprise	0.172	ооз
youth	surprise	0.172	жаштар
sun	surprise	0.172	күн
art	surprise	0.172	ст
goodness	surprise	0.164	жакшылык
latent	surprise	0.156	жашыруун
visor	surprise	0.156	визор
overdue	surprise	0.156	мөөнөтү өтүп кеткен
practiced	surprise	0.156	машыккан
loyal	surprise	0.148	ишенимдүү
expect	surprise	0.148	күтүү
wireless	surprise	0.148	зымсыз
destination	surprise	0.148	көздөгөн жер
infant	surprise	0.141	ымыркай
cream	surprise	0.141	каймак
slush	surprise	0.141	ылай
quote	surprise	0.141	цитата
playground	surprise	0.133	оюн аянтчасы
vote	surprise	0.125	добуш берүү
teach	surprise	0.125	үйрөтүү
organization	surprise	0.125	уюштуруу
dolphin	surprise	0.117	дельфин
weight	surprise	0.117	салмак
smile	surprise	0.117	жылмаюу
sisterhood	surprise	0.109	карындаштык
cable	surprise	0.109	кабель
sunny	surprise	0.102	күн ачык
steady	surprise	0.094	туруктуу
peaceful	surprise	0.086	тынч
spa	surprise	0.086	курорт
leisure	surprise	0.086	эс алуу
