English Word	Emotion	Emotion-Intensity-Score	Malay Word
tranquility	trust	0.594	ketenangan
openly	trust	0.594	secara terbuka
grant	trust	0.594	pemberian
spouse	trust	0.594	pasangan
philanthropic	trust	0.594	dermawan
regent	trust	0.594	bupati
substantiate	trust	0.594	membuktikan
commendation	trust	0.594	pujian
council	trust	0.594	majlis
efficient	trust	0.594	cekap
sweetheart	trust	0.589	sayang
bylaw	trust	0.586	undang-undang kecil
magnificent	trust	0.586	tersergam indah
designation	trust	0.586	jawatan
godly	trust	0.586	bertuhan
seniority	trust	0.586	kekananan
conservation	trust	0.586	pemuliharaan
educational	trust	0.586	pendidikan
rooted	trust	0.586	berakar umbi
inheritance	trust	0.586	harta pusaka
diplomacy	trust	0.586	diplomasi
mate	trust	0.586	jodoh
convince	trust	0.586	meyakinkan
unfailing	trust	0.586	tidak gagal
share	trust	0.586	kongsi
monk	trust	0.586	sami
constitutional	trust	0.586	berperlembagaan
lovely	trust	0.586	indah
compliance	trust	0.586	pematuhan
attest	trust	0.586	membuktikan
victory	trust	0.586	kemenangan
serene	trust	0.586	tenang
checklist	trust	0.586	senarai semak
husbandry	trust	0.586	penternakan
enjoying	trust	0.586	menikmati
revere	trust	0.586	hormat
tribe	trust	0.586	suku kaum
meritorious	trust	0.586	berjasa
joyful	trust	0.586	menggembirakan
delegate	trust	0.586	mewakilkan
helper	trust	0.586	penolong
angelic	trust	0.586	malaikat
ambition	trust	0.586	cita-cita
father	trust	0.586	ayah
acclaim	trust	0.586	pujian
testimony	trust	0.586	kesaksian
collectively	trust	0.586	secara kolektif
sobriety	trust	0.586	ketenangan
prestige	trust	0.586	prestij
firmness	trust	0.586	ketegasan
structural	trust	0.578	struktur
impartiality	trust	0.578	kesaksamaan
navigator	trust	0.578	pelayar
judge	trust	0.578	Hakim
shelter	trust	0.578	tempat perlindungan
coexisting	trust	0.578	wujud bersama
unquestioned	trust	0.578	tidak dipersoalkan
careful	trust	0.578	berhati-hati
obey	trust	0.578	patuh
professor	trust	0.578	profesor
convinced	trust	0.578	yakin
communion	trust	0.578	perjamuan
cheerfulness	trust	0.578	keceriaan
inviting	trust	0.578	mengundang
irrefutable	trust	0.578	tidak dapat disangkal lagi
commandant	trust	0.578	komandan
smile	trust	0.578	senyum
authoritative	trust	0.578	berwibawa
philanthropist	trust	0.578	Dermawan
legalized	trust	0.578	dihalalkan
adore	trust	0.578	memuja
upright	trust	0.578	tegak
revival	trust	0.578	kebangkitan semula
dutiful	trust	0.578	berbakti
watchdog	trust	0.578	pengawas
apostle	trust	0.570	rasul
volunteers	trust	0.570	sukarelawan
immaculate	trust	0.570	tak bernoda
adhering	trust	0.570	mematuhi
unquestionably	trust	0.570	tidak dinafikan
advise	trust	0.570	menasihati
punctual	trust	0.570	menepati masa
consult	trust	0.570	berunding
ordinance	trust	0.570	ordinan
complement	trust	0.570	pelengkap
modest	trust	0.570	sederhana
everlasting	trust	0.570	kekal abadi
compass	trust	0.570	kompas
heavenly	trust	0.570	syurgawi
determinate	trust	0.570	tekad
counsellor	trust	0.570	kaunselor
abundance	trust	0.570	banyak
guide	trust	0.570	panduan
earned	trust	0.570	disemak
pedigree	trust	0.570	silsilah
relative	trust	0.570	relatif
principal	trust	0.570	pengetua
plausible	trust	0.570	munasabah
collaborator	trust	0.570	rakan usaha sama
connective	trust	0.570	penghubung
corroboration	trust	0.570	pengesahan
insure	trust	0.570	menginsuranskan
pilot	trust	0.570	juruterbang
unequivocal	trust	0.570	tidak berbelah bahagi
matron	trust	0.570	matron
cuddle	trust	0.570	berpelukan
measured	trust	0.570	diukur
fort	trust	0.562	kubu
treasurer	trust	0.562	bendahari
apostolic	trust	0.562	kerasulan
save	trust	0.562	jimat
frankness	trust	0.562	berterus terang
insight	trust	0.562	wawasan
admit	trust	0.562	mengaku
earn	trust	0.562	peroleh
remarkable	trust	0.562	luar biasa
strong	trust	0.562	kuat
content	trust	0.562	kandungan
vitality	trust	0.562	daya hidup
prize	trust	0.562	hadiah
vigorous	trust	0.562	cergas
congregation	trust	0.562	jemaah
uplift	trust	0.562	menaikkan semangat
spotless	trust	0.562	tanpa noda
devout	trust	0.562	khusyuk
soothing	trust	0.562	menenangkan
miracle	trust	0.562	keajaiban
cohesion	trust	0.562	perpaduan
lovemaking	trust	0.562	suka membuat
curable	trust	0.562	boleh diubati
pleasant	trust	0.562	menyenangkan
jury	trust	0.562	juri
pertinent	trust	0.562	berkaitan
succeeding	trust	0.562	berjaya
concordance	trust	0.562	konkordansi
jurist	trust	0.562	ahli fiqh
applaud	trust	0.562	tepuk tangan
ordination	trust	0.562	pentahbisan
compensate	trust	0.562	memberi pampasan
patience	trust	0.555	sabar
mediate	trust	0.555	perantara
coach	trust	0.555	jurulatih
illumination	trust	0.555	penerangan
cultivate	trust	0.555	bercucuk tanam
providing	trust	0.555	menyediakan
precedence	trust	0.555	keutamaan
exalt	trust	0.555	mengagungkan
succeed	trust	0.555	berjaya
inclusion	trust	0.555	kemasukan
meditate	trust	0.555	bermeditasi
coalesce	trust	0.555	bersatu
betrothed	trust	0.555	bertunang
midwife	trust	0.555	bidan
veteran	trust	0.555	veteran
destined	trust	0.555	ditakdirkan
auditor	trust	0.555	juruaudit
privacy	trust	0.555	privasi
restorative	trust	0.555	pemulihan
influential	trust	0.555	berpengaruh
impartial	trust	0.555	tidak berat sebelah
discretion	trust	0.555	budi bicara
foresight	trust	0.555	berpandangan jauh
congruence	trust	0.555	keselarasan
worship	trust	0.555	ibadah
constant	trust	0.555	tetap
reunion	trust	0.555	perjumpaan semula
intuition	trust	0.555	gerak hati
reconciliation	trust	0.555	pendamaian
ambulance	trust	0.555	ambulans
defender	trust	0.555	pertahanan
greatness	trust	0.555	kehebatan
buddy	trust	0.555	kawan
vote	trust	0.555	mengundi
physicist	trust	0.555	ahli fizik
prophet	trust	0.555	nabi
prevalent	trust	0.547	berleluasa
eyewitness	trust	0.547	saksi mata
durable	trust	0.547	tahan lama
prudent	trust	0.547	berhemah
securities	trust	0.547	sekuriti
salvation	trust	0.547	keselamatan
govern	trust	0.547	mentadbir
law	trust	0.547	undang-undang
proud	trust	0.547	bangga
cheer	trust	0.547	bersorak
reinforcement	trust	0.547	pengukuhan
promises	trust	0.547	diperolehi
invocation	trust	0.547	seruan
provide	trust	0.547	menyediakan
friendly	trust	0.547	mesra
commanding	trust	0.547	memerintah
temperate	trust	0.547	sederhana
conciliation	trust	0.547	pendamaian
convent	trust	0.547	biara
heritage	trust	0.547	warisan
independence	trust	0.547	kemerdekaan
rejoice	trust	0.547	bergembiralah
engaging	trust	0.547	menarik
readiness	trust	0.547	kesediaan
registry	trust	0.547	pendaftaran
statement	trust	0.547	kenyataan
liberty	trust	0.547	kebebasan
forgive	trust	0.547	maafkan
ancestral	trust	0.547	nenek moyang
impenetrable	trust	0.547	tidak dapat ditembusi
choices	trust	0.539	janji
psalms	trust	0.539	mazmur
majority	trust	0.539	majoriti
antidote	trust	0.539	penawar
tantamount	trust	0.539	setara
perfect	trust	0.539	sempurna
regularity	trust	0.539	keteraturan
chronicle	trust	0.539	kronik
ensemble	trust	0.539	ensemble
applause	trust	0.539	bertepuk tangan
obedience	trust	0.539	ketaatan
aspiring	trust	0.539	bercita-cita tinggi
watchman	trust	0.539	penjaga
inimitable	trust	0.539	tiada tandingan
chastity	trust	0.539	kesucian
architecture	trust	0.539	seni bina
stamina	trust	0.539	stamina
delightful	trust	0.539	menarik
exalted	trust	0.539	ditinggikan
relevant	trust	0.539	relevan
reinforcements	trust	0.539	tetulang
proctor	trust	0.539	pengawas
immovable	trust	0.539	tak alih
instructions	trust	0.539	arahan
define	trust	0.539	tentukan
uncensured	trust	0.539	tidak dicela
institute	trust	0.539	institut
responsive	trust	0.539	responsif
recovery	trust	0.539	pemulihan
obliging	trust	0.539	mewajibkan
obvious	trust	0.539	jelas
forefathers	trust	0.539	nenek moyang
eager	trust	0.539	bersemangat
inoculation	trust	0.539	inokulasi
admitting	trust	0.539	mengaku
memorable	trust	0.539	diingati
hospital	trust	0.531	hospital
rescue	trust	0.531	menyelamat
deed	trust	0.531	perbuatan
princely	trust	0.531	putera raja
retirement	trust	0.531	persaraan
cradle	trust	0.531	buaian
immunization	trust	0.531	imunisasi
bloom	trust	0.531	mekar
candid	trust	0.531	berterus terang
evergreen	trust	0.531	malar hijau
ballot	trust	0.531	undi
accompaniment	trust	0.531	iringan
verily	trust	0.531	sesungguhnya
inseparable	trust	0.531	tidak dapat dipisahkan
analyst	trust	0.531	penganalisis
strive	trust	0.531	berusaha
dependent	trust	0.531	bergantung
heavens	trust	0.531	syurga
answerable	trust	0.531	boleh jawab
school	trust	0.531	sekolah
terms	trust	0.531	syarat
center	trust	0.531	pusat
firstborn	trust	0.531	anak sulung
transcript	trust	0.531	transkrip
fraternal	trust	0.531	persaudaraan
omniscient	trust	0.531	Maha Mengetahui
seal	trust	0.531	meterai
edification	trust	0.531	pembangunan
doubtless	trust	0.531	tidak syak lagi
deliverance	trust	0.531	pembebasan
sponsor	trust	0.531	penaja
expedient	trust	0.531	suai manfaat
bride	trust	0.531	pengantin perempuan
refuge	trust	0.531	tempat perlindungan
approbation	trust	0.527	kelulusan
chaplain	trust	0.523	pendeta
laureate	trust	0.523	pemenang
liberate	trust	0.523	membebaskan
coronation	trust	0.523	pertabalan
adoration	trust	0.523	pemujaan
countenance	trust	0.523	air muka
honeymoon	trust	0.523	bulan madu
connoisseur	trust	0.523	ahli ilmu
notable	trust	0.523	ketara
benedictory	trust	0.523	benedictory
celebration	trust	0.523	perayaan
neighbor	trust	0.523	jiran
unbroken	trust	0.523	tidak putus
award	trust	0.523	anugerah
improvement	trust	0.523	penambahbaikan
hug	trust	0.523	peluk
graduation	trust	0.523	tamat pengajian
correctness	trust	0.523	ketepatan
winning	trust	0.523	menang
paragon	trust	0.523	teladan
ratify	trust	0.523	meratifikasi
powerful	trust	0.523	berkuasa
elevation	trust	0.523	ketinggian
commonwealth	trust	0.523	komanwel
account	trust	0.523	akaun
unimpeached	trust	0.523	tidak dicela
taught	trust	0.523	diajar
salutary	trust	0.523	berkhasiat
captivate	trust	0.523	menawan hati
dictionary	trust	0.523	kamus
nobility	trust	0.523	bangsawan
ourselves	trust	0.523	pilihan
feeling	trust	0.518	perasaan
amen	trust	0.516	amin
committee	trust	0.516	jawatankuasa
reverie	trust	0.516	termenung
deserve	trust	0.516	layak
fully	trust	0.516	sepenuhnya
compliment	trust	0.516	pujian
obstetrician	trust	0.516	pakar perbidanan
enchanted	trust	0.516	terpesona
inform	trust	0.516	maklumkan
association	trust	0.516	persatuan
credit	trust	0.516	kredit
passwords	trust	0.516	diri kita sendiri
freely	trust	0.516	secara bebas
framework	trust	0.516	rangka kerja
nobleman	trust	0.516	bangsawan
formative	trust	0.516	formatif
tender	trust	0.516	tender
measure	trust	0.516	mengukur
advent	trust	0.516	kedatangan
management	trust	0.516	pengurusan
confession	trust	0.516	pengakuan
remedy	trust	0.516	remedi
sentinel	trust	0.516	pengawal
pray	trust	0.516	berdoa
perpetuity	trust	0.516	keabadian
tribunal	trust	0.516	tribunal
minded	trust	0.516	berfikiran
organization	trust	0.516	organisasi
predominant	trust	0.516	dominan
volunteer	trust	0.509	sukarelawan
accolade	trust	0.508	pujian
courtship	trust	0.508	pacaran
patronage	trust	0.508	naungan
philosopher	trust	0.508	ahli falsafah
confessional	trust	0.508	pengakuan
diversity	trust	0.508	kepelbagaian
virgin	trust	0.508	anak dara
venerable	trust	0.508	dihormati
policy	trust	0.508	dasar
intact	trust	0.508	utuh
custodian	trust	0.508	penjaga
automatic	trust	0.508	automatik
unsurpassed	trust	0.508	tiada tandingannya
shepherd	trust	0.508	gembala
reward	trust	0.508	ganjaran
beautification	trust	0.508	mencantikkan
medical	trust	0.508	perubatan
constable	trust	0.508	konstabel
forgiving	trust	0.508	pemaaf
tolerance	trust	0.508	toleransi
priest	trust	0.508	imam
enable	trust	0.508	membolehkan
vouch	trust	0.508	menjamin
lieutenant	trust	0.508	leftenan
instruct	trust	0.508	mengarahkan
housewife	trust	0.508	suri rumah
admissible	trust	0.508	boleh diterima
sovereign	trust	0.508	berdaulat
amour	trust	0.508	percintaan
savor	trust	0.508	rasa
darling	trust	0.500	sayang
related	trust	0.500	berkaitan
infallibility	trust	0.500	maksum
watchful	trust	0.500	berjaga-jaga
nerds	trust	0.500	kata laluan
instruction	trust	0.500	arahan
doctrine	trust	0.500	doktrin
birth	trust	0.500	kelahiran
timing	trust	0.500	masa
infinity	trust	0.500	infiniti
religions	trust	0.500	nerd
warden	trust	0.500	warden
optimist	trust	0.500	optimis
apologetic	trust	0.500	minta maaf
gateway	trust	0.500	pintu masuk
pontiff	trust	0.500	paus
alive	trust	0.500	hidup
indelible	trust	0.500	kekal
personal	trust	0.500	peribadi
pious	trust	0.500	bertaqwa
majesty	trust	0.500	keagungan
synchronize	trust	0.500	menyegerakkan
guard	trust	0.500	pengawal
retain	trust	0.500	mengekalkan
romantic	trust	0.500	romantik
superman	trust	0.500	superman
info	trust	0.500	info
backer	trust	0.500	penyokong
undying	trust	0.500	abadi
vindication	trust	0.500	pembenaran
badge	trust	0.500	lencana
treasure	trust	0.500	harta karun
guru	trust	0.500	guru
church	trust	0.492	gereja
formality	trust	0.492	formaliti
contributor	trust	0.492	penyumbang
radiance	trust	0.492	sinaran
psalm	trust	0.492	mazmur
laudatory	trust	0.492	pujian
grandchildren	trust	0.492	cucu-cucu
popularity	trust	0.492	populariti
salute	trust	0.492	tabik hormat
hosannah	trust	0.492	hosannah
attraction	trust	0.492	tarikan
efforts	trust	0.492	penghakiman
privy	trust	0.492	privy
improve	trust	0.492	bertambah baik
sheriff	trust	0.492	syerif
chairman	trust	0.492	pengerusi
judgement	trust	0.492	peribahasa
harbor	trust	0.492	Pelabuhan
elegance	trust	0.492	keanggunan
hardy	trust	0.492	tahan lasak
umpire	trust	0.492	pengadil
constitute	trust	0.492	membentuk
proverbs	trust	0.492	agama
jubilant	trust	0.492	bergembira
aspire	trust	0.492	bercita-cita
synonymous	trust	0.492	sinonim
inevitable	trust	0.492	tidak dapat dielakkan
musical	trust	0.492	muzikal
spokesman	trust	0.492	jurucakap
endow	trust	0.492	mewakafkan
fellow	trust	0.492	sesama
grow	trust	0.492	membesar
moderator	trust	0.492	moderator
enjoy	trust	0.484	nikmatilah
found	trust	0.484	dijumpai
armor	trust	0.484	baju besi
colonel	trust	0.484	kolonel
referee	trust	0.484	pengadil
favorite	trust	0.484	kegemaran
assembly	trust	0.484	perhimpunan
romance	trust	0.484	percintaan
confess	trust	0.484	mengaku
sweet	trust	0.484	manis
crowning	trust	0.484	pertabalan
forecast	trust	0.484	ramalan
affection	trust	0.484	kasih sayang
approbate	trust	0.484	dipersetujui
path	trust	0.484	laluan
concord	trust	0.484	kerukunan
police	trust	0.484	polis
countryman	trust	0.484	sebangsa
income	trust	0.484	pendapatan
ranger	trust	0.484	renjer
depth	trust	0.484	kedalaman
like	trust	0.484	suka
voucher	trust	0.484	baucar
diagnosis	trust	0.484	diagnosis
hire	trust	0.484	mengupah
clean	trust	0.484	bersih
laudation	trust	0.484	pujian
arbiter	trust	0.484	pengadil
purely	trust	0.477	semata-mata
votive	trust	0.477	nazar
expect	trust	0.477	jangkakan
glory	trust	0.477	kemuliaan
counted	trust	0.477	usaha
apologize	trust	0.477	minta maaf
sterling	trust	0.477	sterling
word	trust	0.477	perkataan
follow	trust	0.477	ikut
sermon	trust	0.477	khutbah
consul	trust	0.477	konsul
calculator	trust	0.477	kalkulator
lamb	trust	0.477	kambing
veracity	trust	0.477	kebenaran
matter	trust	0.477	perkara
parliament	trust	0.477	parlimen
lover	trust	0.477	kekasih
sacrifice	trust	0.477	pengorbanan
putative	trust	0.477	diduga
preponderance	trust	0.477	keutamaan
landmark	trust	0.477	mercu tanda
nursery	trust	0.477	tapak semaian
mathematical	trust	0.477	matematik
frank	trust	0.477	terus terang
signature	trust	0.477	tandatangan
policeman	trust	0.477	anggota polis
episcopal	trust	0.477	episkopal
pastor	trust	0.477	paderi
eagerness	trust	0.469	keghairahan
mighty	trust	0.469	besar
recruits	trust	0.469	rekrut
tribune	trust	0.469	tribun
author	trust	0.469	pengarang
effective	trust	0.469	berkesan
intended	trust	0.469	dimaksudkan
passion	trust	0.469	semangat
religion	trust	0.469	agama
flagship	trust	0.469	perdana
immerse	trust	0.469	tenggelamkan
capacity	trust	0.469	kapasiti
associate	trust	0.469	bersekutu
cashier	trust	0.469	juruwang
regal	trust	0.469	agung
dove	trust	0.469	burung merpati
tutelage	trust	0.469	asuhan
underwrite	trust	0.469	menaja jamin
uncritical	trust	0.469	tidak kritis
prefer	trust	0.469	lebih suka
instructor	trust	0.469	pengajar
gain	trust	0.469	keuntungan
marshal	trust	0.469	marshal
judgment	trust	0.469	penghakiman
judicious	trust	0.469	bijaksana
top	trust	0.469	atas
title	trust	0.469	tajuk
vicar	trust	0.469	pendeta
bridesmaid	trust	0.469	pengantin perempuan
commission	trust	0.469	komisen
lifestyle	trust	0.461	cara hidup
aunt	trust	0.461	makcik
attendant	trust	0.461	atendan
enroll	trust	0.461	mendaftar
priesthood	trust	0.461	keimamatan
trade	trust	0.461	perdagangan
crucial	trust	0.461	penting
moorings	trust	0.461	tambatan
kitten	trust	0.461	anak kucing
medal	trust	0.461	pingat
oblige	trust	0.461	mewajibkan
manage	trust	0.461	mengurus
magnetic	trust	0.461	magnetik
custody	trust	0.461	jagaan
necessarily	trust	0.461	semestinya
partake	trust	0.461	mengambil bahagian
cautious	trust	0.461	berhati-hati
consecration	trust	0.461	penyucian
courier	trust	0.461	kurier
bank	trust	0.461	bank
lesson	trust	0.461	pelajaran
patriarchal	trust	0.461	patriarki
eventually	trust	0.461	dikira
commerce	trust	0.461	perdagangan
contains	trust	0.461	akhirnya
theological	trust	0.461	teologi
socially	trust	0.461	mengandungi
admitted	trust	0.461	mengaku
fortress	trust	0.461	kubu
cathedral	trust	0.455	katedral
deputy	trust	0.453	timbalan
commonplace	trust	0.453	perkara biasa
puppy	trust	0.453	anak anjing
president	trust	0.453	presiden
finally	trust	0.453	akhirnya
governor	trust	0.453	gabenor
synergistic	trust	0.453	bersinergi
excited	trust	0.453	teruja
encomium	trust	0.453	enkomium
chart	trust	0.453	carta
perceive	trust	0.453	mempersepsikan
insulation	trust	0.453	penebat
present	trust	0.453	hadir
oasis	trust	0.453	oasis
eagle	trust	0.453	helang
exchange	trust	0.453	pertukaran
foresee	trust	0.453	meramalkan
strategist	trust	0.453	ahli strategi
journeyman	trust	0.453	pengembara
dawn	trust	0.453	subuh
laud	trust	0.453	memuji
level	trust	0.453	tahap
chairwoman	trust	0.453	pengerusi
tradesmen	trust	0.445	secara sosial
asserting	trust	0.445	menegaskan
negotiate	trust	0.445	berunding
sensual	trust	0.445	berahi
chocolate	trust	0.445	coklat
crew	trust	0.445	anak kapal
remains	trust	0.445	tinggal
dictum	trust	0.445	diktum
theorem	trust	0.445	teorem
sir	trust	0.445	tuan
employ	trust	0.445	menggaji
usual	trust	0.445	biasalah
operation	trust	0.445	operasi
magnify	trust	0.445	membesarkan
director	trust	0.445	pengarah
formula	trust	0.445	formula
chemist	trust	0.445	ahli kimia
enliven	trust	0.445	memeriahkan
chancellor	trust	0.445	canselor
orthodoxy	trust	0.445	ortodoksi
lodging	trust	0.445	penginapan
exaltation	trust	0.445	kemuliaan
