English Word	Emotion	Emotion-Intensity-Score	Sindhi Word
cable	surprise	0.109	ڪيبل
sunny	surprise	0.102	سج
steady	surprise	0.094	مستحڪم
peaceful	surprise	0.086	پرامن
spa	surprise	0.086	اسپا
leisure	surprise	0.086	فرصت
picnic	surprise	0.078	پڪنڪ
tree	surprise	0.078	وڻ
worm	surprise	0.055	ڪيڙو
truthfulness	trust	0.906	سچائي
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	قابل اعتماد
honor	trust	0.844	عزت
honesty	trust	0.844	ايمانداري
honest	trust	0.844	ايماندار
truth	trust	0.844	سچ
truthful	trust	0.836	سچو
trusting	trust	0.836	ڀروسو ڪرڻ
brotherhood	trust	0.820	برادري
entrust	trust	0.812	سپرد ڪرڻ
committed	trust	0.805	انجام
loyalty	trust	0.805	وفاداري
integrity	trust	0.805	سالميت
honorable	trust	0.805	معزز
trust	trust	0.805	ڀروسو
credibility	trust	0.805	اعتبار
faithful	trust	0.797	وفادار
sincere	trust	0.797	مخلص
partnership	trust	0.789	ڀائيواري
responsible	trust	0.789	ذميوار
true	trust	0.789	سچو
wisdom	trust	0.789	حڪمت
verification	trust	0.781	تصديق
cooperative	trust	0.781	تعاون ڪندڙ
vow	trust	0.781	واعدو
oath	trust	0.781	حلف
respectable	trust	0.773	قابل احترام
sisterhood	trust	0.773	ڀيڻ
hero	trust	0.773	هيرو
credible	trust	0.773	قابل اعتبار
promise	trust	0.773	واعدو
verified	trust	0.773	تصديق ٿيل
qualified	trust	0.766	قابل
authentication	trust	0.766	تصديق
respected	trust	0.766	عزت وارو
compassion	trust	0.759	شفقت
approval	trust	0.758	منظوري
moral	trust	0.758	اخلاقي
reliability	trust	0.758	اعتبار
trusts	trust	0.758	ڀروسو
safekeeping	trust	0.758	حفاظت
reputable	trust	0.758	معزز
love	trust	0.758	پيار
friend	trust	0.750	دوست
stable	trust	0.750	مستحڪم
authentic	trust	0.750	مستند
competence	trust	0.750	قابليت
safeguard	trust	0.750	حفاظت ڪرڻ
companion	trust	0.750	ساٿي
advised	trust	0.750	صلاح ڏني
respect	trust	0.750	عزت
loyal	trust	0.750	وفادار
genuine	trust	0.750	حقيقي
friendships	trust	0.750	ڀروسو
ally	trust	0.750	اتحادي
proven	trust	0.742	ثابت
freedom	trust	0.742	آزادي
respects	trust	0.742	احترام
accepting	trust	0.742	دوستي
faith	trust	0.742	ايمان
wholesome	trust	0.742	صحتمند
heartfelt	trust	0.734	دلدار
unification	trust	0.734	متحد ٿيڻ
confirmation	trust	0.734	تصديق
protecting	trust	0.734	حفاظت ڪرڻ
reassurance	trust	0.734	اطمينان
trustee	trust	0.734	امانتدار
supporter	trust	0.734	حامي
respectful	trust	0.734	تميز ڌار
admirable	trust	0.734	قابل تعريف
fact	trust	0.727	حقيقت
friendship	trust	0.727	دوستي
partners	trust	0.727	قبول ڪرڻ
confidentially	trust	0.727	رازداري سان
confident	trust	0.727	اعتماد وارو
equality	trust	0.727	برابري
alliance	trust	0.727	اتحاد
credential	trust	0.727	سند
believing	trust	0.727	مڃڻ
excellence	trust	0.727	فضيلت
agreement	trust	0.727	معاهدو
closeness	trust	0.719	قربت
authenticate	trust	0.719	تصديق ڪرڻ
virtuous	trust	0.719	نيڪ
intelligence	trust	0.719	انٽيليجنس
kindred	trust	0.719	مائٽ
virtue	trust	0.719	فضيلت
honored	trust	0.719	عزت وارو
justice	trust	0.711	انصاف
charitable	trust	0.711	خيراتي
determination	trust	0.711	عزم
creditable	trust	0.711	قابل اعتبار
consistency	trust	0.711	مطابقت
allegiance	trust	0.711	وفاداري
cooperation	trust	0.711	تعاون
guarantee	trust	0.711	ضمانت
dedication	trust	0.711	وقف ڪرڻ
straightforward	trust	0.711	سڌو
cooperating	trust	0.711	تعاون ڪرڻ
reliable	trust	0.703	قابل اعتماد
nurture	trust	0.703	پرورش ڪرڻ
mother	trust	0.703	ماءُ
fulfilled	trust	0.703	پورو ٿيو
admiration	trust	0.703	تعريف
mentor	trust	0.703	مرشد
guardianship	trust	0.703	سرپرستي
assurance	trust	0.703	اطمينان
morality	trust	0.703	اخلاقيات
motherhood	trust	0.703	مادريت
innocent	trust	0.703	معصوم
reverence	trust	0.703	عزت
sanctuary	trust	0.703	پناهه گاهه
friendliness	trust	0.703	دوستي
prepared	trust	0.703	تيار ڪيل
admire	trust	0.703	تعريف ڪرڻ
protected	trust	0.703	محفوظ ٿيل
proof	trust	0.703	ثبوت
bodyguard	trust	0.695	محافظ
skillful	trust	0.695	مهارت وارو
marriage	trust	0.695	شادي
allied	trust	0.695	اتحادي
morals	trust	0.695	اخلاق
humanitarian	trust	0.695	انسانيت پسند
pact	trust	0.695	معاهدو
courage	trust	0.695	همت
accountable	trust	0.695	احتسابي
agreeable	trust	0.695	قابل قبول
united	trust	0.695	متحد
indestructible	trust	0.695	ناقابل تباهي
approving	trust	0.695	منظوري ڏيڻ
guardian	trust	0.695	سنڀاليندڙ
compassionate	trust	0.695	رحمدل
scientist	trust	0.695	سائنسدان
certified	trust	0.695	تصديق ٿيل
pledge	trust	0.688	عهد
adviser	trust	0.688	صلاحڪار
authenticity	trust	0.688	صداقت
understanding	trust	0.688	سمجھڻ
secure	trust	0.688	محفوظ
guidance	trust	0.688	هدايت
monogamy	trust	0.688	مونوگامي
valor	trust	0.688	بهادري
solidity	trust	0.688	استحڪام
perfection	trust	0.688	تڪميل
believed	trust	0.688	ايمان آندو
humanity	trust	0.688	انسانيت
justifiable	trust	0.688	جائز
competent	trust	0.688	قابل
esteem	trust	0.688	عزت
protector	trust	0.680	محافظ
inspire	trust	0.680	متاثر ڪرڻ
hope	trust	0.680	اميد
strongest	trust	0.680	ڀائيوار
expertise	trust	0.680	ماهر
humble	trust	0.680	عاجز
indivisible	trust	0.680	ناقابل تقسيم
official	trust	0.680	سرڪاري
affirm	trust	0.680	تصديق ڪرڻ
familiarity	trust	0.680	واقفيت
confirmed	trust	0.680	تصديق ٿيل
diligence	trust	0.680	محنت
grandfather	trust	0.680	ڏاڏو
advocacy	trust	0.680	وکالت
goodness	trust	0.680	ڀلائي
commendable	trust	0.680	قابل تعريف
acceptance	trust	0.680	قبوليت
diplomatic	trust	0.680	سفارتي
leader	trust	0.680	aggwan
confide	trust	0.680	يقين ڪرڻ
agreeing	trust	0.680	اتفاق ڪرڻ
approve	trust	0.680	منظور ڪرڻ
professional	trust	0.680	پيشه ور
elders	trust	0.680	بزرگ
confidential	trust	0.680	رازداري
faultless	trust	0.672	بي عيب
believes	trust	0.672	قبول ڪيو
sanctify	trust	0.672	پاڪ ڪرڻ
intelligent	trust	0.672	سمجھدار
safe	trust	0.672	محفوظ
accepted	trust	0.672	مضبوط
dignity	trust	0.672	وقار
unwavering	trust	0.672	بيحد
encyclopedia	trust	0.672	انسائيڪلوپيڊيا
mastery	trust	0.672	مهارت
cohesive	trust	0.672	هم آهنگ
harmoniously	trust	0.672	هم آهنگي سان
benevolence	trust	0.672	احسان
healing	trust	0.672	شفا ڏيڻ
accredited	trust	0.672	تصديق ٿيل
covenant	trust	0.672	معاهدو
accountability	trust	0.664	احتساب
team	trust	0.664	ٽيم
authority	trust	0.664	اختيار
heroic	trust	0.664	بهادر
reliance	trust	0.664	ڀروسو
expert	trust	0.664	ماهر
communicate	trust	0.664	رابطو ڪرڻ
spiritual	trust	0.664	روحاني
impeccable	trust	0.664	بي عيب
specialist	trust	0.664	ماهر
affirmatively	trust	0.664	مثبت طور تي
proficient	trust	0.664	ماهر
fulfillment	trust	0.664	پورو ڪرڻ
advocate	trust	0.664	وڪيل
disciple	trust	0.664	شاگرد
attestation	trust	0.664	تصديق
merit	trust	0.664	قابليت
supporting	trust	0.664	حمايت ڪرڻ
ambassador	trust	0.664	سفير
guidebook	trust	0.664	ھدايت وارو ڪتاب
accept	trust	0.664	قبول ڪرڻ
strengthening	trust	0.661	مضبوط ڪرڻ
holiness	trust	0.656	تقدس
facts	trust	0.656	حقيقتون
warranty	trust	0.656	وارنٽي
strength	trust	0.656	طاقت
relationship	trust	0.656	تعلق
defended	trust	0.656	دفاع ڪيو
constancy	trust	0.656	تسلسل
favorable	trust	0.656	سازگار
gentleman	trust	0.656	صاحب
counsel	trust	0.656	صلاح
scientific	trust	0.656	سائنسي
structure	trust	0.656	ساخت
elder	trust	0.656	بزرگ
excellent	trust	0.656	چڱو
achieve	trust	0.656	حاصل ڪرڻ
steadfast	trust	0.656	ثابت قدم
familiar	trust	0.656	واقف
proficiency	trust	0.656	مهارت
supports	trust	0.656	مڃي ٿو
counselor	trust	0.648	صلاحڪار
lovable	trust	0.648	پيارو
advisable	trust	0.648	صلاح ڏيڻ وارو
agreed	trust	0.648	اتفاق ڪيو
heroism	trust	0.648	بهادري
rely	trust	0.648	ڀروسو ڪرڻ
uphold	trust	0.648	برقرار رکڻ
brother	trust	0.648	ڀاءُ
matrimony	trust	0.648	شادي
assuredly	trust	0.648	يقينن
peaceful	trust	0.648	پرامن
saint	trust	0.648	سائين
unconditionally	trust	0.648	قبول ڪري ٿو
solidarity	trust	0.648	ايڪتا
accepts	trust	0.648	سپورٽ ڪري ٿو
inspiration	trust	0.648	وحي
noble	trust	0.648	عظيم
successful	trust	0.648	ڪامياب
harmony	trust	0.648	هم آهنگي
protective	trust	0.648	حفاظتي
competency	trust	0.648	قابليت
comrade	trust	0.648	ڪامريڊ
academic	trust	0.648	تعليمي
assist	trust	0.648	مدد ڪرڻ
worthy	trust	0.643	لائق
benefactor	trust	0.641	فائدو ڏيندڙ
credence	trust	0.641	اعتبار
confidence	trust	0.641	اعتماد
relationships	trust	0.641	غير مشروط طور تي
ordained	trust	0.641	مقرر ڪيل
legal	trust	0.641	قانوني
champion	trust	0.641	چيمپيئن
lawful	trust	0.641	جائز
durability	trust	0.641	استحڪام
judiciary	trust	0.641	عدليه
doctor	trust	0.641	ڊاڪٽر
loving	trust	0.641	پيار ڪندڙ
assure	trust	0.641	يقين ڏيارڻ
establish	trust	0.641	قائم ڪرڻ
mamma	trust	0.641	ماما
kind	trust	0.641	قسم
unity	trust	0.641	اتحاد
conscientious	trust	0.641	باشعور
real	trust	0.641	حقيقي
coexist	trust	0.641	گڏ رهڻ
leading	trust	0.641	اڳواڻي
teacher	trust	0.641	استاد
intimate	trust	0.634	مباشرت
brotherly	trust	0.633	ڀاءُ
physician	trust	0.633	طبيب
judicial	trust	0.633	عدالتي
saintly	trust	0.633	پاڪيزه
aspiration	trust	0.633	آرزو
conscience	trust	0.633	ضمير
therapeutic	trust	0.633	علاج وارو
fidelity	trust	0.633	وفاداري
soundness	trust	0.633	تندرستي
important	trust	0.633	اهم
homage	trust	0.633	تعظيم
legitimacy	trust	0.633	قانونيت
fortitude	trust	0.633	طاقت
deepest	trust	0.633	رشتا
approved	trust	0.633	منظور ٿيل
courageous	trust	0.633	بهادر
devotional	trust	0.633	عقيدتمند
endorse	trust	0.633	توثيق ڪرڻ
backbone	trust	0.633	پوئتي
authorize	trust	0.633	اختيار ڏيڻ
practiced	trust	0.633	مشق ڪيو
sanctification	trust	0.633	پاڪائي
hopeful	trust	0.633	اميد رکندڙ
convincing	trust	0.633	قائل ڪندڙ
bless	trust	0.633	نعمت
angel	trust	0.625	فرشتو
authorization	trust	0.625	اختيار ڏيڻ
assured	trust	0.625	يقين ڏياريو
purify	trust	0.625	صاف ڪرڻ
caretaker	trust	0.625	سنڀاليندڙ
regard	trust	0.625	حوالي
profound	trust	0.625	عميق
achievement	trust	0.625	ڪاميابي
evident	trust	0.625	پڌرو
positivity	trust	0.625	مثبتيت
communication	trust	0.625	مواصلات
professorship	trust	0.625	پروفيسر
blessing	trust	0.625	نعمت
beliefs	trust	0.625	تمام گهڻي
encourage	trust	0.625	همٿائڻ
fireman	trust	0.625	فائر ڪندڙ
majestic	trust	0.625	عاليشان
civilized	trust	0.625	تهذيب يافته
certify	trust	0.625	تصديق ڪرڻ
wonderful	trust	0.625	شاندار
engaged	trust	0.625	مشغول
accurate	trust	0.625	درست
approvement	trust	0.617	منظوري
optimism	trust	0.617	اميد پسندي
planning	trust	0.617	رٿابندي ڪرڻ
believer	trust	0.617	مومن
advice	trust	0.617	صلاح
commend	trust	0.617	تعريف ڪرڻ
gospel	trust	0.617	انجيل
objective	trust	0.617	مقصد
rational	trust	0.617	عقلي
cherish	trust	0.617	پالڻ
constantly	trust	0.617	مسلسل
haven	trust	0.617	پناهه
fundamental	trust	0.617	بنيادي
bedrock	trust	0.617	بيڊروڪ
accord	trust	0.617	اتفاق
triumphant	trust	0.617	فتح ڪندڙ
surety	trust	0.617	ضمانت
testament	trust	0.617	وصيت
absolution	trust	0.617	معافي
truce	trust	0.617	جنگبندي
reassure	trust	0.617	اطمينان ڏيڻ
appreciation	trust	0.617	قدر
qualities	trust	0.617	خاصيتون
passionate	trust	0.617	پرجوش
good	trust	0.617	سٺو
unimpeachable	trust	0.617	ناقابل برداشت
corroborate	trust	0.617	تصديق ڪرڻ
thoughtful	trust	0.617	سوچيندڙ
heroine	trust	0.617	هيروئن
teach	trust	0.617	سيکارڻ
god	trust	0.617	خدا
attentive	trust	0.617	ڌيان ڏيڻ وارو
scripture	trust	0.609	لکت
civilization	trust	0.609	تمدن
magnificence	trust	0.609	عظمت
recommend	trust	0.609	سفارش ڪرڻ
progression	trust	0.609	ترقي
steward	trust	0.609	سنڀاليندڙ
purification	trust	0.609	صفائي
patron	trust	0.609	سرپرست
praiseworthy	trust	0.609	ساراهه جي لائق
heal	trust	0.609	شفا
considerate	trust	0.609	غور ڪندڙ
blessings	trust	0.609	نعمتون
mediator	trust	0.609	ثالث
babysitter	trust	0.609	نينگر
notary	trust	0.609	نوٽري
awareness	trust	0.609	آگاهي
vetted	trust	0.609	عقيدا
excel	trust	0.609	Excel
happy	trust	0.609	خوش
praise	trust	0.609	ساراهه
brilliant	trust	0.609	شاندار
liking	trust	0.609	پسند ڪرڻ
definitive	trust	0.609	حتمي
comfort	trust	0.609	آرام
officer	trust	0.609	آفيسر
peace	trust	0.602	امن
serenity	trust	0.602	سڪون
unquestionable	trust	0.602	غير سواليه
embrace	trust	0.602	ڀاڪر پائڻ
identify	trust	0.602	سڃاڻڻ
inspired	trust	0.602	متاثر
steady	trust	0.602	مستحڪم
nun	trust	0.602	نون
guarded	trust	0.602	سنڀاليل
symmetry	trust	0.602	برابري
mainstay	trust	0.602	بنيادي بنياد
fulfill	trust	0.602	پورو ڪرڻ
humility	trust	0.602	عاجزي
helpful	trust	0.602	مددگار
transcendence	trust	0.602	عبور
unconditional	trust	0.602	غير مشروط
brave	trust	0.602	بهادر
brighten	trust	0.602	روشن ڪرڻ
experienced	trust	0.602	تجربيڪار
enlightenment	trust	0.602	روشني
sympathetic	trust	0.602	همدردي وارو
witness	trust	0.602	شاھد
vigilant	trust	0.594	هوشيار
ministry	trust	0.594	وزارت
admiral	trust	0.594	ايڊمرل
vigilance	trust	0.594	نگراني
depend	trust	0.594	انحصار ڪرڻ
generosity	trust	0.594	سخاوت
befriend	trust	0.594	دوستي ڪرڻ
complimentary	trust	0.594	مفت ۾
assessment	trust	0.594	تشخيص
fairly	trust	0.594	بلڪل
enlighten	trust	0.594	روشناس ڪرڻ
strengthen	trust	0.594	مضبوط ڪرڻ
nurse	trust	0.594	نرس
endowment	trust	0.594	وقف
visionary	trust	0.594	بصيرت وارو
praised	trust	0.594	ساراهيو
eminence	trust	0.594	ممتاز
marry	trust	0.594	شادي ڪرڻ
generous	trust	0.594	سخي
gratitude	trust	0.594	شڪرگذاري
sage	trust	0.594	بابا
tranquility	trust	0.594	سڪون
openly	trust	0.594	کليل طور تي
grant	trust	0.594	عطا ڪرڻ
spouse	trust	0.594	زال
philanthropic	trust	0.594	انسان دوست
regent	trust	0.594	ريجنٽ
substantiate	trust	0.594	ثابت ڪرڻ
commendation	trust	0.594	تعريف
council	trust	0.594	ڪائونسل
efficient	trust	0.594	موثر
sweetheart	trust	0.589	پياري
bylaw	trust	0.586	قانون
magnificent	trust	0.586	شاندار
designation	trust	0.586	عهدو
godly	trust	0.586	خدائي
seniority	trust	0.586	سينئرٽي
conservation	trust	0.586	تحفظ
educational	trust	0.586	تعليمي
rooted	trust	0.586	جڙيل
inheritance	trust	0.586	وراثت
diplomacy	trust	0.586	سفارتڪاري
mate	trust	0.586	ساٿي
convince	trust	0.586	قائل ڪرڻ
unfailing	trust	0.586	ناڪام ٿيڻ وارو
share	trust	0.586	حصيداري
monk	trust	0.586	راهب
constitutional	trust	0.586	آئيني
lovely	trust	0.586	پيارو
compliance	trust	0.586	تعميل
attest	trust	0.586	تصديق ڪرڻ
victory	trust	0.586	فتح
serene	trust	0.586	پرسڪون
checklist	trust	0.586	چيڪ لسٽ
husbandry	trust	0.586	پالڻ
enjoying	trust	0.586	لطف اندوز ٿيڻ
revere	trust	0.586	عزت ڪرڻ
tribe	trust	0.586	قبيلو
meritorious	trust	0.586	قابل
joyful	trust	0.586	خوش ڪندڙ
delegate	trust	0.586	نمائندو
helper	trust	0.586	مددگار
angelic	trust	0.586	ملائڪ
ambition	trust	0.586	آرزو
father	trust	0.586	پيءُ
acclaim	trust	0.586	تعريف ڪرڻ
testimony	trust	0.586	شاهدي
collectively	trust	0.586	مجموعي طور تي
sobriety	trust	0.586	نرمي
prestige	trust	0.586	وقار
firmness	trust	0.586	مضبوطي
structural	trust	0.578	ساخت وارو
impartiality	trust	0.578	غير جانبداري
navigator	trust	0.578	نيويگيٽر
judge	trust	0.578	جج
shelter	trust	0.578	پناهه
coexisting	trust	0.578	گڏ موجود
unquestioned	trust	0.578	بي سوال
careful	trust	0.578	محتاط
obey	trust	0.578	فرمانبرداري ڪرڻ
professor	trust	0.578	پروفيسر
convinced	trust	0.578	قائل
communion	trust	0.578	گڏجاڻي
cheerfulness	trust	0.578	خوش مزاجي
inviting	trust	0.578	دعوت ڏيڻ
irrefutable	trust	0.578	ناقابل ترديد
commandant	trust	0.578	ڪمانڊر
smile	trust	0.578	مرڪ
authoritative	trust	0.578	بااختيار
philanthropist	trust	0.578	انسان دوست
legalized	trust	0.578	قانوني ڪيو
adore	trust	0.578	پيار ڪرڻ
upright	trust	0.578	سڌو
revival	trust	0.578	بحالي
dutiful	trust	0.578	فرض شناس
watchdog	trust	0.578	نگران
apostle	trust	0.570	رسول
volunteers	trust	0.570	رضاڪار
immaculate	trust	0.570	بي عيب
adhering	trust	0.570	پيروي ڪرڻ
unquestionably	trust	0.570	بغير ڪنهن شڪ جي
advise	trust	0.570	صلاح ڏيڻ
punctual	trust	0.570	وقت جو پابند
consult	trust	0.570	صلاح ڪرڻ
ordinance	trust	0.570	آرڊيننس
complement	trust	0.570	مڪمل ڪرڻ
modest	trust	0.570	معمولي
everlasting	trust	0.570	دائمي
compass	trust	0.570	کمپاس
heavenly	trust	0.570	آسماني
determinate	trust	0.570	مقرر ڪرڻ
counsellor	trust	0.570	صلاحڪار
abundance	trust	0.570	گهڻائي
guide	trust	0.570	رهنمائي ڪرڻ
earned	trust	0.570	جانچيل
pedigree	trust	0.570	نسب
relative	trust	0.570	مائٽ
principal	trust	0.570	پرنسپل
plausible	trust	0.570	قابل اعتبار
collaborator	trust	0.570	تعاون ڪندڙ
connective	trust	0.570	ڳنڍيندڙ
corroboration	trust	0.570	تصديق
insure	trust	0.570	بيمه ڪرڻ
pilot	trust	0.570	پائلٽ
unequivocal	trust	0.570	غير واضح
matron	trust	0.570	ميٽرون
cuddle	trust	0.570	چمي ڏيڻ
measured	trust	0.570	ماپيل
fort	trust	0.562	قلعو
treasurer	trust	0.562	خزانچي
apostolic	trust	0.562	رسولي
save	trust	0.562	بچايو
frankness	trust	0.562	صاف گوئي
