English Word	Emotion	Emotion-Intensity-Score	Indonesian Word
majority	trust	0.539	mayoritas
antidote	trust	0.539	penangkal
tantamount	trust	0.539	sama
perfect	trust	0.539	sempurna
regularity	trust	0.539	keteraturan
chronicle	trust	0.539	kronik
ensemble	trust	0.539	ansambel
applause	trust	0.539	tepuk tangan
obedience	trust	0.539	ketaatan
aspiring	trust	0.539	bercita-cita
watchman	trust	0.539	penjaga
inimitable	trust	0.539	yg tak ada bandingannya
chastity	trust	0.539	kesucian
architecture	trust	0.539	Arsitektur
stamina	trust	0.539	daya tahan
delightful	trust	0.539	menyenangkan
exalted	trust	0.539	mulia
relevant	trust	0.539	relevan
reinforcements	trust	0.539	bala bantuan
proctor	trust	0.539	pengawas
immovable	trust	0.539	tak tergoyahkan
instructions	trust	0.539	instruksi
define	trust	0.539	mendefinisikan
uncensured	trust	0.539	tanpa kecaman
institute	trust	0.539	lembaga
responsive	trust	0.539	responsif
recovery	trust	0.539	pemulihan
obliging	trust	0.539	mewajibkan
obvious	trust	0.539	jelas
forefathers	trust	0.539	nenek moyang
eager	trust	0.539	ingin sekali
inoculation	trust	0.539	inokulasi
admitting	trust	0.539	mengakui
memorable	trust	0.539	mudah diingat
hospital	trust	0.531	RSUD
rescue	trust	0.531	menyelamatkan
deed	trust	0.531	akta
princely	trust	0.531	seperti bangsawan
retirement	trust	0.531	masa pensiun
cradle	trust	0.531	buaian
immunization	trust	0.531	imunisasi
bloom	trust	0.531	bunga
candid	trust	0.531	jujur
evergreen	trust	0.531	hijau abadi
ballot	trust	0.531	suara
accompaniment	trust	0.531	iringan
verily	trust	0.531	sesungguhnya
inseparable	trust	0.531	tak terpisahkan
analyst	trust	0.531	analis
strive	trust	0.531	berjuang
dependent	trust	0.531	bergantung
heavens	trust	0.531	surga
answerable	trust	0.531	jawab
school	trust	0.531	sekolah
terms	trust	0.531	ketentuan
center	trust	0.531	tengah
firstborn	trust	0.531	sulung
transcript	trust	0.531	salinan
fraternal	trust	0.531	persaudaraan
omniscient	trust	0.531	mahatahu
seal	trust	0.531	segel
edification	trust	0.531	pendidikan
doubtless	trust	0.531	pasti
deliverance	trust	0.531	pembebasan
sponsor	trust	0.531	sponsor
expedient	trust	0.531	bijaksana
bride	trust	0.531	pengantin perempuan
refuge	trust	0.531	tempat berlindung
approbation	trust	0.527	persetujuan
chaplain	trust	0.523	pendeta
laureate	trust	0.523	pemenang hadiah
liberate	trust	0.523	membebaskan
coronation	trust	0.523	pemahkotaan
adoration	trust	0.523	pemujaan
countenance	trust	0.523	wajah
honeymoon	trust	0.523	bulan madu
connoisseur	trust	0.523	penikmat
notable	trust	0.523	penting
benedictory	trust	0.523	yg mengucapkan syukur
celebration	trust	0.523	perayaan
neighbor	trust	0.523	tetangga
unbroken	trust	0.523	tak terputus
award	trust	0.523	menghadiahkan
improvement	trust	0.523	peningkatan
hug	trust	0.523	memeluk
graduation	trust	0.523	kelulusan
correctness	trust	0.523	ketepatan
winning	trust	0.523	kemenangan
paragon	trust	0.523	suri teladan
ratify	trust	0.523	mengesahkan
powerful	trust	0.523	kuat
elevation	trust	0.523	ketinggian
commonwealth	trust	0.523	persemakmuran
account	trust	0.523	Akun
unimpeached	trust	0.523	tidak dimakzulkan
taught	trust	0.523	diajari
salutary	trust	0.523	bermanfaat
captivate	trust	0.523	memikat hati
dictionary	trust	0.523	kamus
nobility	trust	0.523	kaum bangsawan
ourselves	trust	0.523	pilihan
feeling	trust	0.518	merasa
amen	trust	0.516	Amin
committee	trust	0.516	komite
reverie	trust	0.516	lamunan
deserve	trust	0.516	layak
fully	trust	0.516	sepenuhnya
compliment	trust	0.516	pujian
obstetrician	trust	0.516	dokter kandungan
enchanted	trust	0.516	terpesona
inform	trust	0.516	memberitahukan
association	trust	0.516	asosiasi
credit	trust	0.516	kredit
passwords	trust	0.516	diri
freely	trust	0.516	bebas
framework	trust	0.516	kerangka
nobleman	trust	0.516	bangsawan
formative	trust	0.516	formatif
tender	trust	0.516	lembut
measure	trust	0.516	ukuran
advent	trust	0.516	kedatangan
management	trust	0.516	pengelolaan
confession	trust	0.516	pengakuan
remedy	trust	0.516	memperbaiki
sentinel	trust	0.516	penjaga
pray	trust	0.516	berdoa
perpetuity	trust	0.516	kelangsungan
tribunal	trust	0.516	pengadilan
minded	trust	0.516	berpikiran
organization	trust	0.516	organisasi
predominant	trust	0.516	utama
volunteer	trust	0.509	sukarelawan
accolade	trust	0.508	penghargaan
courtship	trust	0.508	pacaran
patronage	trust	0.508	perlindungan
philosopher	trust	0.508	filsuf
confessional	trust	0.508	pengakuan
diversity	trust	0.508	perbedaan
virgin	trust	0.508	perawan
venerable	trust	0.508	tua
policy	trust	0.508	aturan
intact	trust	0.508	utuh
custodian	trust	0.508	pemelihara
automatic	trust	0.508	otomatis
unsurpassed	trust	0.508	tak tertandingi
shepherd	trust	0.508	gembala
reward	trust	0.508	Penghargaan
beautification	trust	0.508	kecantikan
medical	trust	0.508	medis
constable	trust	0.508	polisi
forgiving	trust	0.508	memaafkan
tolerance	trust	0.508	toleransi
priest	trust	0.508	pendeta
enable	trust	0.508	memungkinkan
vouch	trust	0.508	menjamin
lieutenant	trust	0.508	letnan
instruct	trust	0.508	menginstruksikan
housewife	trust	0.508	ibu rumah tangga
admissible	trust	0.508	dapat diterima
sovereign	trust	0.508	berdaulat
amour	trust	0.508	cinta
savor	trust	0.508	menikmati
darling	trust	0.500	sayang
related	trust	0.500	terkait
infallibility	trust	0.500	infalibilitas
watchful	trust	0.500	waspada
nerds	trust	0.500	kata sandi
instruction	trust	0.500	petunjuk
doctrine	trust	0.500	doktrin
birth	trust	0.500	kelahiran
timing	trust	0.500	waktu
infinity	trust	0.500	ketakterbatasan
religions	trust	0.500	kutu buku
warden	trust	0.500	sipir
optimist	trust	0.500	optimis
apologetic	trust	0.500	minta maaf
gateway	trust	0.500	pintu gerbang
pontiff	trust	0.500	paus
alive	trust	0.500	hidup
indelible	trust	0.500	tak terhapuskan
personal	trust	0.500	pribadi
pious	trust	0.500	saleh
majesty	trust	0.500	keagungan
synchronize	trust	0.500	menyinkronkan
guard	trust	0.500	penjaga
retain	trust	0.500	mempertahankan
romantic	trust	0.500	romantis
superman	trust	0.500	manusia super
info	trust	0.500	info
backer	trust	0.500	penyokong
undying	trust	0.500	abadi
vindication	trust	0.500	pemulihan nama baik
badge	trust	0.500	lencana
treasure	trust	0.500	harta karun
guru	trust	0.500	guru
church	trust	0.492	gereja
formality	trust	0.492	formalitas
contributor	trust	0.492	penyumbang
radiance	trust	0.492	cahaya
psalm	trust	0.492	mazmur
laudatory	trust	0.492	yg bersifat pujian
grandchildren	trust	0.492	cucu
popularity	trust	0.492	kepopuleran
salute	trust	0.492	salut
hosannah	trust	0.492	hosana
attraction	trust	0.492	daya tarik
efforts	trust	0.492	pertimbangan
privy	trust	0.492	rahasia
improve	trust	0.492	memperbaiki
sheriff	trust	0.492	sheriff
chairman	trust	0.492	ketua
judgement	trust	0.492	Peribahasa
harbor	trust	0.492	pelabuhan
elegance	trust	0.492	keanggunan
hardy	trust	0.492	kuat
umpire	trust	0.492	wasit
constitute	trust	0.492	merupakan
proverbs	trust	0.492	agama
jubilant	trust	0.492	bergembira sekali
aspire	trust	0.492	bercita-cita
synonymous	trust	0.492	sinonim
inevitable	trust	0.492	tidak bisa dihindari
musical	trust	0.492	musikal
spokesman	trust	0.492	juru bicara
endow	trust	0.492	memberkati
fellow	trust	0.492	sesama
grow	trust	0.492	tumbuh
moderator	trust	0.492	moderator
enjoy	trust	0.484	Nikmati
found	trust	0.484	ditemukan
armor	trust	0.484	baju zirah
colonel	trust	0.484	kolonel
referee	trust	0.484	wasit
favorite	trust	0.484	favorit
assembly	trust	0.484	perakitan
romance	trust	0.484	percintaan
confess	trust	0.484	mengakui
sweet	trust	0.484	manis
crowning	trust	0.484	terpenting
forecast	trust	0.484	ramalan
affection	trust	0.484	kasih sayang
approbate	trust	0.484	menerima dgn baik
path	trust	0.484	jalur
concord	trust	0.484	kerukunan
police	trust	0.484	POLISI
countryman	trust	0.484	sebangsa
income	trust	0.484	penghasilan
ranger	trust	0.484	penjaga hutan
depth	trust	0.484	kedalaman
like	trust	0.484	Suka
voucher	trust	0.484	voucher
diagnosis	trust	0.484	diagnosa
hire	trust	0.484	mempekerjakan
clean	trust	0.484	membersihkan
laudation	trust	0.484	pujian
arbiter	trust	0.484	wasit
purely	trust	0.477	murni
votive	trust	0.477	nazar
expect	trust	0.477	mengharapkan
glory	trust	0.477	Kemuliaan
counted	trust	0.477	upaya
apologize	trust	0.477	meminta maaf
sterling	trust	0.477	sterling
word	trust	0.477	kata
follow	trust	0.477	mengikuti
sermon	trust	0.477	khotbah
consul	trust	0.477	konsul
calculator	trust	0.477	Kalkulator
lamb	trust	0.477	domba
veracity	trust	0.477	kebenaran
matter	trust	0.477	urusan
parliament	trust	0.477	parlemen
lover	trust	0.477	kekasih
sacrifice	trust	0.477	pengorbanan
putative	trust	0.477	diduga
preponderance	trust	0.477	jumlah lebih besar
landmark	trust	0.477	tengara
nursery	trust	0.477	kamar bayi
mathematical	trust	0.477	matematis
frank	trust	0.477	jujur
signature	trust	0.477	tanda tangan
policeman	trust	0.477	polisi
episcopal	trust	0.477	episkopal
pastor	trust	0.477	pendeta
eagerness	trust	0.469	keinginan
mighty	trust	0.469	kuat
recruits	trust	0.469	merekrut
tribune	trust	0.469	mimbar
author	trust	0.469	pengarang
effective	trust	0.469	efektif
intended	trust	0.469	disengaja
passion	trust	0.469	gairah
religion	trust	0.469	agama
flagship	trust	0.469	unggulan
immerse	trust	0.469	membenamkan
capacity	trust	0.469	kapasitas
associate	trust	0.469	rekan
cashier	trust	0.469	kasir
regal	trust	0.469	megah
dove	trust	0.469	merpati
tutelage	trust	0.469	pengawasan
underwrite	trust	0.469	menanggung
uncritical	trust	0.469	tanpa kritik
prefer	trust	0.469	lebih menyukai
instructor	trust	0.469	pengajar
gain	trust	0.469	memperoleh
marshal	trust	0.469	marsekal
judgment	trust	0.469	pertimbangan
judicious	trust	0.469	bijaksana
top	trust	0.469	atas
title	trust	0.469	judul
vicar	trust	0.469	vikaris
bridesmaid	trust	0.469	pengiring pengantin perempuan
commission	trust	0.469	Komisi
lifestyle	trust	0.461	gaya hidup
aunt	trust	0.461	tante
attendant	trust	0.461	pembantu
enroll	trust	0.461	mendaftar
priesthood	trust	0.461	imamat
trade	trust	0.461	berdagang
crucial	trust	0.461	penting
moorings	trust	0.461	tambatan
kitten	trust	0.461	anak kucing
medal	trust	0.461	medali
oblige	trust	0.461	mewajibkan
manage	trust	0.461	mengelola
magnetic	trust	0.461	magnetis
custody	trust	0.461	hak asuh
necessarily	trust	0.461	perlu
partake	trust	0.461	mengambil bagian
cautious	trust	0.461	waspada
consecration	trust	0.461	konsekrasi
courier	trust	0.461	kurir
bank	trust	0.461	bank
lesson	trust	0.461	pelajaran
patriarchal	trust	0.461	patriarkhal
eventually	trust	0.461	terhitung
commerce	trust	0.461	perdagangan
contains	trust	0.461	pada akhirnya
theological	trust	0.461	teologis
socially	trust	0.461	mengandung
admitted	trust	0.461	diterima
fortress	trust	0.461	benteng
cathedral	trust	0.455	Katedral
deputy	trust	0.453	wakil
commonplace	trust	0.453	biasa
puppy	trust	0.453	anak anjing
president	trust	0.453	Presiden
finally	trust	0.453	akhirnya
governor	trust	0.453	gubernur
synergistic	trust	0.453	sinergis
excited	trust	0.453	bergairah
encomium	trust	0.453	enkomium
chart	trust	0.453	bagan
perceive	trust	0.453	melihat
insulation	trust	0.453	isolasi
present	trust	0.453	hadiah
oasis	trust	0.453	oasis
eagle	trust	0.453	burung rajawali
exchange	trust	0.453	menukarkan
foresee	trust	0.453	meramalkan
strategist	trust	0.453	penyiasat
journeyman	trust	0.453	pekerja harian
dawn	trust	0.453	Fajar
laud	trust	0.453	memuji
level	trust	0.453	tingkat
chairwoman	trust	0.453	ketua
tradesmen	trust	0.445	secara sosial
asserting	trust	0.445	menegaskan
negotiate	trust	0.445	negosiasi
sensual	trust	0.445	sensual
chocolate	trust	0.445	cokelat
crew	trust	0.445	awak kapal
remains	trust	0.445	tetap
dictum	trust	0.445	ucapan
theorem	trust	0.445	dalil
sir	trust	0.445	pak
employ	trust	0.445	mempekerjakan
usual	trust	0.445	biasa
operation	trust	0.445	operasi
magnify	trust	0.445	memperbesar
director	trust	0.445	Direktur
formula	trust	0.445	rumus
chemist	trust	0.445	ahli kimia
enliven	trust	0.445	memeriahkan
chancellor	trust	0.445	kanselir
orthodoxy	trust	0.445	ortodoksi
lodging	trust	0.445	penginapan
exaltation	trust	0.445	peninggian
lord	trust	0.445	Tuan
handbook	trust	0.445	buku pegangan
bridegroom	trust	0.445	mempelai
matters	trust	0.445	pedagang
orchestra	trust	0.445	orkestra
impart	trust	0.445	memberi
statistical	trust	0.445	statistik
indemnity	trust	0.445	ganti rugi
governess	trust	0.438	pengasuh
imagination	trust	0.438	imajinasi
butler	trust	0.438	kepala pelayan
conformity	trust	0.438	kesesuaian
digit	trust	0.438	angka
comptroller	trust	0.438	pengawas
economy	trust	0.438	ekonomi
conveyancing	trust	0.438	pengangkutan
arbitrator	trust	0.438	wasit
emphasize	trust	0.438	menekankan
exhaustive	trust	0.438	lengkap
abbot	trust	0.438	kepala biara
atone	trust	0.438	menebus
cabinet	trust	0.438	kabinet
merci	trust	0.438	penting
tandem	trust	0.438	tandem
elite	trust	0.438	elite
inauguration	trust	0.438	inaugurasi
elect	trust	0.438	memilih
encore	trust	0.438	encore
villager	trust	0.438	orang desa
oracle	trust	0.438	peramal
fate	trust	0.438	takdir
sun	trust	0.438	matahari
pay	trust	0.430	membayar
base	trust	0.430	basis
bridal	trust	0.430	pengantin
persuade	trust	0.430	membujuk
lender	trust	0.430	pemberi pinjaman
playful	trust	0.430	ceria
occupant	trust	0.430	penghuni
impressionable	trust	0.430	mudah terpengaruh
resources	trust	0.430	sumber daya
repay	trust	0.430	membayar kembali
toughness	trust	0.430	kekerasan
rule	trust	0.430	aturan
elucidate	trust	0.430	menjelaskan
utopian	trust	0.430	utopis
wealth	trust	0.430	kekayaan
compact	trust	0.430	kompak
errand	trust	0.430	tugas
simplify	trust	0.430	menyederhanakan
neutrality	trust	0.430	kenetralan
count	trust	0.430	menghitung
grit	trust	0.430	menggertakkan
differential	trust	0.430	diferensial
blanket	trust	0.430	selimut
hail	trust	0.430	hujan es
deacon	trust	0.430	diaken
sentry	trust	0.430	penjaga
bequest	trust	0.430	warisan
disclosed	trust	0.430	diungkapkan
cop	trust	0.430	polisi
circle	trust	0.430	lingkaran
grammar	trust	0.430	tata bahasa
invite	trust	0.430	mengundang
estimable	trust	0.430	patut dihargai
maintenance	trust	0.422	pemeliharaan
supplication	trust	0.422	permohonan
fixed	trust	0.422	tetap
accountant	trust	0.422	akuntan
sing	trust	0.422	menyanyi
eulogize	trust	0.422	memuji
easiest	trust	0.422	ampun
dealings	trust	0.422	transaksi
axiom	trust	0.422	aksioma
enablement	trust	0.422	pemberdayaan
diary	trust	0.422	buku harian
trading	trust	0.422	jual beli
perennial	trust	0.422	abadi
primer	trust	0.422	primer
truss	trust	0.422	tiang penopang
travel	trust	0.422	bepergian
apprentice	trust	0.422	anak magang
hymn	trust	0.422	nyanyian pujian
theocratic	trust	0.422	teokratis
forum	trust	0.422	forum
continue	trust	0.422	melanjutkan
supremacy	trust	0.422	supremasi
wonderstruck	trust	0.422	mlk
probity	trust	0.422	kejujuran
parish	trust	0.422	paroki
treat	trust	0.422	merawat
respite	trust	0.422	tangguh
dominion	trust	0.422	kekuasaan
antiseptic	trust	0.422	antiseptik
assignee	trust	0.422	penerima tugas
reconsideration	trust	0.422	pertimbangan kembali
intend	trust	0.422	bermaksud
shopkeeper	trust	0.422	penjaga toko
commodore	trust	0.414	komodor
fellas	trust	0.414	lesbian
routine	trust	0.414	rutin
cash	trust	0.414	uang tunai
labor	trust	0.414	tenaga kerja
offering	trust	0.414	menawarkan
specialize	trust	0.414	mengkhususkan
gazette	trust	0.414	surat kabar
choir	trust	0.414	paduan suara
cogent	trust	0.414	kuat
deference	trust	0.414	rasa hormat
serve	trust	0.414	melayani
leap	trust	0.414	melompat
preservative	trust	0.414	pengawet
akin	trust	0.414	mirip
amortization	trust	0.414	amortisasi
consort	trust	0.414	istri
salary	trust	0.414	gaji
incline	trust	0.414	lereng
synod	trust	0.414	sinode
gate	trust	0.414	gerbang
conglomerate	trust	0.414	konglomerat
kudos	trust	0.414	pujian
reporter	trust	0.414	reporter
trainer	trust	0.414	pelatih
athlete	trust	0.414	atlet
privilege	trust	0.414	hak istimewa
rapt	trust	0.414	penuh
transaction	trust	0.414	transaksi
radar	trust	0.406	radar
judged	trust	0.406	dihakimi
legislator	trust	0.406	legislator
dermatologist	trust	0.406	dermatolog
executor	trust	0.406	pelaksana
system	trust	0.406	sistem
budget	trust	0.406	anggaran
trophy	trust	0.406	piala
tree	trust	0.406	pohon
leisure	trust	0.406	santai
fitting	trust	0.406	tepat
glorify	trust	0.406	memuliakan
sanction	trust	0.406	sanksi
reimbursement	trust	0.406	pengembalian
extol	trust	0.406	memuji
patrol	trust	0.406	patroli
nation	trust	0.406	bangsa
linguist	trust	0.406	ahli bahasa
luxury	trust	0.406	kemewahan
abacus	trust	0.406	sempoa
gentry	trust	0.398	bangsawan
intense	trust	0.398	intens
neutral	trust	0.398	netral
clearance	trust	0.398	izin
paths	trust	0.398	jeremiah
iron	trust	0.398	besi
ground	trust	0.398	tanah
deluxe	trust	0.398	mewah
clan	trust	0.398	klan
climax	trust	0.398	klimaks
electorate	trust	0.398	para pemilih
merchandise	trust	0.398	barang dagangan
favs	trust	0.398	termudah
eulogy	trust	0.398	sanjungan
yearning	trust	0.398	kerinduan
explain	trust	0.398	menjelaskan
journalism	trust	0.398	jurnalistik
nest	trust	0.398	sarang
parietal	trust	0.398	parietal
fain	trust	0.398	paksaan
pursue	trust	0.398	mengejar
popular	trust	0.398	populer
barter	trust	0.398	barter
glow	trust	0.398	binar
depository	trust	0.398	tempat penyimpanan
quaint	trust	0.398	aneh
follower	trust	0.391	pengikut
surrogate	trust	0.391	pengganti
grin	trust	0.391	menyeringai
accounts	trust	0.391	akun
chandler	trust	0.391	pedagang lilin
star	trust	0.391	bintang
regardless	trust	0.391	takjub
deal	trust	0.391	Sepakat
armory	trust	0.391	gudang senjata
messenger	trust	0.391	kurir
recline	trust	0.391	berbaring
escort	trust	0.391	pengawal
stages	trust	0.391	teman-teman
translation	trust	0.391	terjemahan
eulogistic	trust	0.391	yg memuji
intercession	trust	0.391	perantaraan
usher	trust	0.391	mengantar
downright	trust	0.391	benar-benar
horse	trust	0.391	kuda
paean	trust	0.391	lagu pujian
homie	trust	0.391	perenang
baggage	trust	0.391	bagasi
cube	trust	0.391	kubus
label	trust	0.383	label
plaudit	trust	0.383	tepuk tangan
lean	trust	0.383	bersandar
culinary	trust	0.383	kuliner
larger	trust	0.383	lebih besar
bartender	trust	0.383	pelayan bar
crisp	trust	0.383	garing
faculty	trust	0.383	fakultas
gage	trust	0.383	pengukur
curfew	trust	0.383	jam malam
fortune	trust	0.383	harta benda
bounty	trust	0.383	karunia
leaning	trust	0.383	condong
reparation	trust	0.383	ganti rugi
encomiastic	trust	0.383	penuh semangat
series	trust	0.383	seri
edited	trust	0.383	jalan
possess	trust	0.383	memiliki
someday	trust	0.383	favorit
clapping	trust	0.375	bertepuk tangan
cover	trust	0.375	menutupi
sex	trust	0.375	seks
adjust	trust	0.375	menyesuaikan
bouquet	trust	0.375	buket
picnic	trust	0.375	piknik
personalities	trust	0.375	tahapan
assessor	trust	0.375	penilai
