English Word	Emotion	Emotion-Intensity-Score	Ukrainian Word
disciple	trust	0.664	учень
attestation	trust	0.664	атестація
merit	trust	0.664	заслуги
supporting	trust	0.664	підтримуючий
ambassador	trust	0.664	посол
guidebook	trust	0.664	путівник
accept	trust	0.664	прийняти
strengthening	trust	0.661	зміцнення
holiness	trust	0.656	святість
facts	trust	0.656	факти
warranty	trust	0.656	гарантія
strength	trust	0.656	сила
relationship	trust	0.656	відносини
defended	trust	0.656	захищав
constancy	trust	0.656	постійність
favorable	trust	0.656	сприятливий
gentleman	trust	0.656	джентльмен
counsel	trust	0.656	радник
scientific	trust	0.656	науковий
structure	trust	0.656	структура
elder	trust	0.656	старійшина
excellent	trust	0.656	відмінно
achieve	trust	0.656	досягти
steadfast	trust	0.656	непохитний
familiar	trust	0.656	знайомий
proficiency	trust	0.656	майстерність
supports	trust	0.656	вірить
counselor	trust	0.648	консультант
lovable	trust	0.648	милий
advisable	trust	0.648	доцільно
agreed	trust	0.648	погодився
heroism	trust	0.648	героїзм
rely	trust	0.648	покладатися
uphold	trust	0.648	підтримувати
brother	trust	0.648	брат
matrimony	trust	0.648	одруження
assuredly	trust	0.648	напевно
peaceful	trust	0.648	мирний
saint	trust	0.648	святий
unconditionally	trust	0.648	приймає
solidarity	trust	0.648	солідарність
accepts	trust	0.648	підтримує
inspiration	trust	0.648	натхнення
noble	trust	0.648	шляхетний
successful	trust	0.648	успішний
harmony	trust	0.648	гармонія
protective	trust	0.648	захисний
competency	trust	0.648	компетентність
comrade	trust	0.648	тов
academic	trust	0.648	академічний
assist	trust	0.648	допомогти
worthy	trust	0.643	гідний
benefactor	trust	0.641	благодійник
credence	trust	0.641	довіра
confidence	trust	0.641	впевненість
relationships	trust	0.641	безумовно
ordained	trust	0.641	висвячений
legal	trust	0.641	правовий
champion	trust	0.641	чемпіон
lawful	trust	0.641	законний
durability	trust	0.641	довговічність
judiciary	trust	0.641	судова влада
doctor	trust	0.641	лікар
loving	trust	0.641	люблячий
assure	trust	0.641	запевняти
establish	trust	0.641	встановити
mamma	trust	0.641	мама
kind	trust	0.641	вид
unity	trust	0.641	єдність
conscientious	trust	0.641	сумлінний
real	trust	0.641	справжній
coexist	trust	0.641	співіснують
leading	trust	0.641	провідний
teacher	trust	0.641	викладач
intimate	trust	0.634	інтимний
brotherly	trust	0.633	братерський
physician	trust	0.633	лікар
judicial	trust	0.633	судовий
saintly	trust	0.633	святий
aspiration	trust	0.633	прагнення
conscience	trust	0.633	совість
therapeutic	trust	0.633	терапевтичні
fidelity	trust	0.633	вірність
soundness	trust	0.633	обґрунтованість
important	trust	0.633	важливо
homage	trust	0.633	вшанування
legitimacy	trust	0.633	легітимність
fortitude	trust	0.633	стійкість духу
deepest	trust	0.633	стосунки
approved	trust	0.633	затверджено
courageous	trust	0.633	мужній
devotional	trust	0.633	відданий
endorse	trust	0.633	схвалити
backbone	trust	0.633	хребет
authorize	trust	0.633	авторизувати
practiced	trust	0.633	практикували
sanctification	trust	0.633	освячення
hopeful	trust	0.633	обнадійливий
convincing	trust	0.633	переконливий
bless	trust	0.633	благословити
angel	trust	0.625	ангел
authorization	trust	0.625	авторизація
assured	trust	0.625	запевнив
purify	trust	0.625	очищати
caretaker	trust	0.625	доглядач
regard	trust	0.625	відношення
profound	trust	0.625	глибокий
achievement	trust	0.625	досягнення
evident	trust	0.625	очевидний
positivity	trust	0.625	позитивність
communication	trust	0.625	спілкування
professorship	trust	0.625	професура
blessing	trust	0.625	благословення
beliefs	trust	0.625	найглибше
encourage	trust	0.625	заохочувати
fireman	trust	0.625	пожежний
majestic	trust	0.625	величний
civilized	trust	0.625	цивілізований
certify	trust	0.625	засвідчувати
wonderful	trust	0.625	чудовий
engaged	trust	0.625	займається
accurate	trust	0.625	точні
approvement	trust	0.617	затвердження
optimism	trust	0.617	оптимізм
planning	trust	0.617	планування
believer	trust	0.617	віруючий
advice	trust	0.617	поради
commend	trust	0.617	хвалити
gospel	trust	0.617	євангеліє
objective	trust	0.617	об'єктивний
rational	trust	0.617	раціональний
cherish	trust	0.617	плекати
constantly	trust	0.617	постійно
haven	trust	0.617	притулок
fundamental	trust	0.617	фундаментальний
bedrock	trust	0.617	корінні породи
accord	trust	0.617	згода
triumphant	trust	0.617	тріумфальний
surety	trust	0.617	порука
testament	trust	0.617	заповіт
absolution	trust	0.617	відпущення гріхів
truce	trust	0.617	перемир'я
reassure	trust	0.617	заспокоїти
appreciation	trust	0.617	вдячність
qualities	trust	0.617	якості
passionate	trust	0.617	пристрасний
good	trust	0.617	добре
unimpeachable	trust	0.617	бездоганний
corroborate	trust	0.617	підтвердити
thoughtful	trust	0.617	вдумливий
heroine	trust	0.617	героїня
teach	trust	0.617	навчати
god	trust	0.617	бог
attentive	trust	0.617	уважний
scripture	trust	0.609	священне писання
civilization	trust	0.609	цивілізація
magnificence	trust	0.609	пишність
recommend	trust	0.609	рекомендую
progression	trust	0.609	прогресування
steward	trust	0.609	стюард
purification	trust	0.609	очищення
patron	trust	0.609	меценат
praiseworthy	trust	0.609	гідний похвали
heal	trust	0.609	зцілити
considerate	trust	0.609	уважний
blessings	trust	0.609	благословення
mediator	trust	0.609	посередник
babysitter	trust	0.609	няня
notary	trust	0.609	нотаріус
awareness	trust	0.609	обізнаність
vetted	trust	0.609	вірування
excel	trust	0.609	Excel
happy	trust	0.609	щасливий
praise	trust	0.609	похвала
brilliant	trust	0.609	блискучий
liking	trust	0.609	вподобання
definitive	trust	0.609	остаточний
comfort	trust	0.609	комфорт
officer	trust	0.609	офіцер
peace	trust	0.602	мир
serenity	trust	0.602	безтурботність
unquestionable	trust	0.602	безсумнівний
embrace	trust	0.602	обійняти
identify	trust	0.602	ідентифікувати
inspired	trust	0.602	натхненний
steady	trust	0.602	стійкий
nun	trust	0.602	черниця
guarded	trust	0.602	охороняється
symmetry	trust	0.602	симетрія
mainstay	trust	0.602	опора
fulfill	trust	0.602	виконувати
humility	trust	0.602	смирення
helpful	trust	0.602	корисний
transcendence	trust	0.602	трансцендентність
unconditional	trust	0.602	безумовний
brave	trust	0.602	хоробрий
brighten	trust	0.602	освітлювати
experienced	trust	0.602	досвідчений
enlightenment	trust	0.602	просвітництво
sympathetic	trust	0.602	співчутливий
witness	trust	0.602	свідок
vigilant	trust	0.594	пильний
ministry	trust	0.594	міністерство
admiral	trust	0.594	адмірал
vigilance	trust	0.594	пильність
depend	trust	0.594	залежати
generosity	trust	0.594	щедрість
befriend	trust	0.594	дружити
complimentary	trust	0.594	безкоштовний
assessment	trust	0.594	оцінка
fairly	trust	0.594	справедливо
enlighten	trust	0.594	просвітити
strengthen	trust	0.594	посилити
nurse	trust	0.594	медсестра
endowment	trust	0.594	ендаумент
visionary	trust	0.594	далекоглядний
praised	trust	0.594	хвалив
eminence	trust	0.594	високість
marry	trust	0.594	одружуватися
generous	trust	0.594	щедрий
gratitude	trust	0.594	вдячність
sage	trust	0.594	шавлія
tranquility	trust	0.594	спокій
openly	trust	0.594	відкрито
grant	trust	0.594	грант
spouse	trust	0.594	подружжя
philanthropic	trust	0.594	благодійний
regent	trust	0.594	регент
substantiate	trust	0.594	обґрунтувати
commendation	trust	0.594	похвала
council	trust	0.594	ради
efficient	trust	0.594	ефективний
sweetheart	trust	0.589	кохана
bylaw	trust	0.586	підзаконний акт
magnificent	trust	0.586	чудовий
designation	trust	0.586	позначення
godly	trust	0.586	благочестивий
seniority	trust	0.586	трудовий стаж
conservation	trust	0.586	збереження
educational	trust	0.586	навчальний
rooted	trust	0.586	вкорінений
inheritance	trust	0.586	успадкування
diplomacy	trust	0.586	дипломатія
mate	trust	0.586	товариш
convince	trust	0.586	переконати
unfailing	trust	0.586	безвідмовний
share	trust	0.586	частка
monk	trust	0.586	чернець
constitutional	trust	0.586	конституційний
lovely	trust	0.586	мило
compliance	trust	0.586	відповідність
attest	trust	0.586	засвідчувати
victory	trust	0.586	перемога
serene	trust	0.586	безтурботний
checklist	trust	0.586	контрольний список
husbandry	trust	0.586	господарство
enjoying	trust	0.586	насолоджуючись
